time+,res,%cpu,total-runtime
0.36,50808,13.8,16.99
0.72,72148,11.4,
1.1,72336,12.5,
1.47,72848,12.5,
1.8399999999999999,74468,13.8,
2.21,77920,12.5,
2.57,80496,11.2,
2.94,80496,12.5,
3.31,80496,12.5,
3.68,80496,12.5,
4.06,80496,13.8,
4.42,83100,12.5,
4.79,86716,12.5,
5.16,86716,12.5,
5.53,86716,12.5,
5.9,86716,12.5,
6.27,86980,12.5,
6.64,88116,12.5,
7.01,89796,13.8,
7.37,89796,12.5,
7.74,89796,12.5,
8.11,89796,12.5,
8.47,91836,12.5,
8.84,91836,12.5,
9.21,92628,12.5,
9.58,92628,12.5,
9.95,92628,12.5,
10.32,92628,12.5,
10.69,92628,12.5,
11.07,92628,12.5,
11.44,92628,12.5,
11.81,92628,12.5,
12.18,92972,12.5,
12.54,92972,12.5,
12.91,92972,12.5,
13.28,92972,12.5,
13.66,92972,12.5,
14.03,92972,12.5,
14.4,92972,12.5,
14.77,92972,12.5,
15.14,92972,12.5,
15.51,92972,12.5,
15.88,92972,13.8,
16.25,92972,12.5,
16.62,92972,12.5,
16.99,92972,12.5,
