time+,res,%cpu,total-runtime
0.35,50808,11.2,17.38
0.72,72204,12.5,
1.09,72652,12.5,
1.46,72908,12.5,
1.83,74516,12.5,
2.2,77968,12.5,
2.57,80544,12.5,
2.94,80544,12.5,
3.31,80544,11.2,
3.68,80544,12.5,
4.05,80544,12.5,
4.42,81432,12.5,
4.79,86744,12.5,
5.16,86744,13.8,
5.52,86744,12.5,
5.89,86744,12.5,
6.26,87008,12.5,
6.64,88144,13.8,
7.01,89824,12.5,
7.38,89824,12.5,
7.75,89824,12.5,
8.12,91864,12.5,
8.49,91864,13.8,
8.86,91864,12.5,
9.22,92656,12.5,
9.6,92656,13.8,
9.96,92656,12.5,
10.34,92656,13.8,
10.71,92656,12.5,
11.08,92656,13.8,
11.46,92656,12.5,
11.83,92656,11.4,
12.2,93000,11.4,
12.57,93000,12.5,
12.94,93000,12.5,
13.31,93000,12.5,
13.68,93000,12.5,
14.05,93000,12.5,
14.42,93000,12.5,
14.79,93000,12.5,
15.16,93000,12.5,
15.53,93000,12.5,
15.9,93000,12.5,
16.27,93000,12.5,
16.64,93000,12.5,
17.01,93000,12.5,
17.38,93220,13.8,
