hardware vs. memory (1000),,,
time+,buffalo,csel-kh1250-13,csel-kh1262-13
3492.35,1.4,,
3492.69,1.4,,
3493.03,1.4,,
3493.37,1.4,,
3493.71,1.4,,
3494.06,1.4,,
3494.4,1.4,,
3494.74,1.4,,
3495.08,1.4,,
3495.42,1.4,,
3495.77,1.4,,
3496.11,1.4,,
3496.45,1.4,,
3496.8,1.4,,
3497.14,1.4,,
3497.49,1.4,,
3497.83,1.4,,
3498.17,1.4,,
3498.51,1.4,,
3498.85,1.4,,
3499.19,1.4,,
3499.54,1.4,,
3499.88,1.4,,
3500.22,1.4,,
3500.56,1.4,,
3500.9,1.4,,
3501.24,1.4,,
3501.58,1.4,,
3501.92,1.4,,
3502.26,1.4,,
3502.61,1.4,,
3502.95,1.4,,
3503.29,1.4,,
3503.64,1.4,,
3503.98,1.4,,
3504.32,1.4,,
3504.66,1.4,,
3505.0,1.4,,
3505.35,1.4,,
3505.69,1.4,,
3506.03,1.4,,
3506.38,1.4,,
3506.72,1.4,,
3507.06,1.4,,
3507.4,1.4,,
3507.75,1.4,,
3508.09,1.4,,
3508.43,1.4,,
3508.77,1.4,,
3509.12,1.4,,
3509.46,1.4,,
3509.8,1.4,,
3510.14,1.4,,
3510.49,1.4,,
3510.83,1.4,,
3511.17,1.4,,
3511.51,1.4,,
3511.86,1.4,,
3512.2,1.4,,
3512.54,1.4,,
3512.88,1.4,,
3513.23,1.4,,
3513.57,1.4,,
3513.91,1.4,,
3514.25,1.4,,
3514.6,1.4,,
3514.94,1.4,,
3515.28,1.4,,
3515.62,1.4,,
3515.97,1.4,,
3516.31,1.4,,
3516.65,1.4,,
3516.99,1.4,,
3517.34,1.4,,
3517.68,1.4,,
3518.02,1.4,,
3518.36,1.4,,
3518.7,1.4,,
3519.05,1.4,,
3519.39,1.4,,
3519.73,1.4,,
3520.07,1.4,,
3520.41,1.4,,
3520.76,1.4,,
3521.1,1.4,,
3521.44,1.4,,
3521.78,1.4,,
3522.12,1.4,,
3522.46,1.4,,
3522.81,1.4,,
3523.15,1.4,,
3523.49,1.4,,
3523.84,1.4,,
3524.18,1.4,,
3524.52,1.4,,
3524.86,1.4,,
3525.2,1.4,,
3525.54,1.4,,
3525.89,1.4,,
3526.23,1.4,,
3526.57,1.4,,
3526.91,1.4,,
3527.26,1.4,,
3527.6,1.4,,
3527.95,1.4,,
3528.29,1.4,,
3528.64,1.4,,
3528.98,1.4,,
3529.32,1.4,,
3529.66,1.4,,
3530.01,1.4,,
3530.35,1.4,,
3530.69,1.4,,
3531.03,1.4,,
3531.37,1.4,,
3531.72,1.4,,
3532.06,1.4,,
3532.4,1.4,,
3532.74,1.4,,
3533.08,1.4,,
3533.43,1.4,,
3533.77,1.4,,
3534.11,1.4,,
3534.46,1.4,,
3534.8,1.4,,
3535.14,1.4,,
3535.48,1.4,,
3535.82,1.4,,
3536.17,1.4,,
3536.51,1.4,,
3536.85,1.4,,
3537.2,1.4,,
3537.54,1.4,,
3537.88,1.4,,
3538.22,1.4,,
3538.56,1.4,,
3538.91,1.4,,
3539.25,1.4,,
3539.6,1.4,,
3539.94,1.4,,
3540.29,1.4,,
3540.63,1.4,,
3540.97,1.4,,
3541.31,1.4,,
3541.65,1.4,,
3542.0,1.4,,
3542.34,1.4,,
3542.68,1.4,,
3543.03,1.4,,
3543.37,1.4,,
3543.71,1.4,,
3544.05,1.4,,
3544.4,1.4,,
3544.74,1.4,,
3545.08,1.4,,
3545.42,1.4,,
3545.77,1.4,,
3546.11,1.4,,
3546.45,1.4,,
3546.79,1.4,,
3547.13,1.4,,
3547.48,1.4,,
3547.82,1.4,,
3548.16,1.4,,
3548.51,1.4,,
3548.85,1.4,,
3549.19,1.4,,
3549.53,1.4,,
3549.87,1.4,,
3550.22,1.4,,
3550.56,1.4,,
3550.9,1.4,,
3551.24,1.4,,
3551.58,1.4,,
3551.92,1.4,,
3552.27,1.4,,
3552.61,1.4,,
3552.95,1.4,,
3553.29,1.4,,
3553.63,1.4,,
3553.97,1.4,,
3554.32,1.4,,
3554.66,1.4,,
3555.0,1.4,,
3555.34,1.4,,
3555.68,1.4,,
3556.02,1.4,,
3556.36,1.4,,
3556.71,1.4,,
3557.05,1.4,,
3557.39,1.4,,
3557.73,1.4,,
3558.07,1.4,,
3558.41,1.4,,
3558.76,1.4,,
3559.1,1.4,,
3559.44,1.4,,
3559.78,1.4,,
3560.13,1.4,,
3560.47,1.4,,
3560.81,1.4,,
3561.15,1.4,,
3561.49,1.4,,
3561.83,1.4,,
3562.18,1.4,,
3562.52,1.4,,
3562.87,1.4,,
3563.21,1.4,,
3563.55,1.4,,
3563.89,1.4,,
3564.23,1.4,,
3564.57,1.4,,
3564.91,1.4,,
3565.26,1.4,,
3565.6,1.4,,
3565.94,1.4,,
3566.28,1.4,,
3566.63,1.4,,
3566.97,1.4,,
3567.31,1.4,,
3567.65,1.4,,
3567.99,1.4,,
3568.33,1.4,,
3568.68,1.4,,
3569.02,1.4,,
3569.36,1.4,,
3569.7,1.4,,
3570.05,1.4,,
3570.39,1.4,,
3570.73,1.4,,
3571.07,1.4,,
3571.41,1.4,,
3571.75,1.4,,
3572.09,1.4,,
3572.44,1.4,,
3572.78,1.4,,
3573.12,1.4,,
3573.46,1.4,,
3573.8,1.4,,
3574.14,1.4,,
3574.48,1.4,,
3574.83,1.4,,
3575.17,1.4,,
3575.51,1.4,,
3575.86,1.4,,
3576.2,1.4,,
3576.54,1.4,,
3576.88,1.4,,
3577.22,1.4,,
3577.56,1.4,,
3577.9,1.4,,
3578.25,1.4,,
3578.59,1.4,,
3578.93,1.4,,
3579.27,1.4,,
3579.61,1.4,,
3579.95,1.4,,
3580.3,1.4,,
3580.64,1.4,,
3580.98,1.4,,
3581.32,1.4,,
3581.67,1.4,,
3582.01,1.4,,
3582.36,1.4,,
3582.7,1.4,,
3583.04,1.4,,
3583.39,1.4,,
3583.73,1.4,,
3584.07,1.4,,
3584.41,1.4,,
3584.76,1.4,,
3585.1,1.4,,
3585.44,1.4,,
3585.78,1.4,,
3586.12,1.4,,
3586.46,1.4,,
3586.8,1.4,,
3587.14,1.4,,
3587.49,1.4,,
3587.83,1.4,,
3588.17,1.4,,
3588.51,1.4,,
3588.85,1.4,,
3589.19,1.4,,
3589.53,1.4,,
3589.87,1.4,,
3590.21,1.4,,
3590.55,1.4,,
3590.89,1.4,,
3591.23,1.4,,
3591.58,1.4,,
3591.92,1.4,,
3592.26,1.4,,
3592.62,1.4,,
3592.96,1.4,,
3593.31,1.4,,
3593.65,1.4,,
3593.99,1.4,,
3594.34,1.4,,
3594.68,1.4,,
3595.02,1.4,,
3595.36,1.4,,
3595.7,1.4,,
3596.05,1.4,,
3596.39,1.4,,
3596.74,1.4,,
3597.08,1.4,,
3597.43,1.4,,
3597.77,1.4,,
3598.12,1.4,,
3598.46,1.4,,
3598.81,1.4,,
3599.15,1.4,,
3599.49,1.4,,
3599.83,1.4,,
3600.18,1.4,,
3600.52,1.4,,
3600.87,1.4,,
3601.21,1.4,,
3601.55,1.4,,
3601.89,1.4,,
3602.24,1.4,,
3602.59,1.4,,
3602.93,1.4,,
3603.27,1.4,,
3603.61,1.4,,
3603.96,1.4,,
3604.3,1.4,,
3604.64,1.4,,
3604.99,1.4,,
3605.33,1.4,,
3605.67,1.4,,
3606.02,1.4,,
3606.36,1.4,,
3606.7,1.4,,
3607.04,1.4,,
3607.38,1.4,,
3607.72,1.4,,
3608.07,1.4,,
3608.41,1.4,,
3608.75,1.4,,
3609.09,1.4,,
3609.43,1.4,,
3609.77,1.4,,
3610.12,1.4,,
3610.46,1.4,,
3610.8,1.4,,
3611.14,1.4,,
3611.49,1.4,,
3611.83,1.4,,
3612.17,1.4,,
3612.51,1.4,,
3612.85,1.4,,
3613.2,1.4,,
3613.54,1.4,,
3613.88,1.4,,
3614.22,1.4,,
3614.57,1.4,,
3614.91,1.4,,
3615.25,1.4,,
3615.59,1.4,,
3615.94,1.4,,
3616.28,1.4,,
3616.62,1.4,,
3616.97,1.4,,
3617.31,1.4,,
3617.65,1.4,,
3617.99,1.4,,
3618.33,1.4,,
3618.67,1.4,,
3619.01,1.4,,
3619.36,1.4,,
3619.7,1.4,,
3620.04,1.4,,
3620.38,1.4,,
3620.73,1.4,,
3621.07,1.4,,
3621.41,1.4,,
3621.75,1.4,,
3622.09,1.4,,
3622.44,1.4,,
3622.8,1.4,,
3623.14,1.4,,
3623.48,1.4,,
3623.83,1.4,,
3624.17,1.4,,
3624.51,1.4,,
3624.85,1.4,,
3625.19,1.4,,
3625.53,1.4,,
3625.88,1.4,,
3626.22,1.4,,
3626.56,1.4,,
3626.9,1.4,,
3627.24,1.4,,
3627.58,1.4,,
3627.93,1.4,,
3628.27,1.4,,
3628.61,1.4,,
3628.95,1.4,,
3629.29,1.4,,
3629.64,1.4,,
3629.98,1.4,,
3630.32,1.4,,
3630.66,1.4,,
3631.0,1.4,,
3631.35,1.4,,
3631.69,1.4,,
3632.03,1.4,,
3632.37,1.4,,
3632.73,1.4,,
3633.07,1.4,,
3633.41,1.4,,
3633.75,1.4,,
3634.09,1.4,,
3634.44,1.4,,
3634.78,1.4,,
3635.12,1.4,,
3635.46,1.4,,
3635.81,1.4,,
3636.15,1.4,,
3636.49,1.4,,
3636.83,1.4,,
3637.17,1.4,,
3637.51,1.4,,
3637.85,1.4,,
3638.2,1.4,,
3638.54,1.4,,
3638.88,1.4,,
3639.22,1.4,,
3639.56,1.4,,
3639.9,1.4,,
3640.25,1.4,,
3640.59,1.4,,
3640.93,1.4,,
3641.27,1.4,,
3641.61,1.4,,
3641.95,1.4,,
3642.29,1.4,,
3642.63,1.4,,
3642.98,1.4,,
3643.32,1.4,,
3643.66,1.4,,
3644.0,1.4,,
3644.34,1.4,,
3644.68,1.4,,
3645.02,1.4,,
3645.36,1.4,,
3645.71,1.4,,
3646.05,1.4,,
3646.39,1.4,,
3646.73,1.4,,
3647.07,1.4,,
3647.42,1.4,,
3647.76,1.4,,
3648.1,1.4,,
3648.45,1.4,,
3648.79,1.4,,
3649.13,1.4,,
3649.47,1.4,,
3649.82,1.4,,
3650.16,1.4,,
3650.5,1.4,,
3650.84,1.4,,
3651.18,1.4,,
3651.53,1.4,,
3651.87,1.4,,
3652.21,1.4,,
3652.55,1.4,,
3652.89,1.4,,
3653.24,1.4,,
3653.58,1.4,,
3653.92,1.4,,
3654.26,1.4,,
3654.6,1.4,,
3654.94,1.4,,
3655.29,1.4,,
3655.63,1.4,,
3655.97,1.4,,
3656.31,1.4,,
3656.65,1.4,,
3656.99,1.4,,
3657.33,1.4,,
3657.67,1.4,,
3658.01,1.4,,
3658.35,1.4,,
3658.7,1.4,,
3659.04,1.4,,
3659.38,1.4,,
3659.72,1.4,,
3660.06,1.4,,
3660.4,1.4,,
3660.74,1.4,,
3661.08,1.4,,
3661.42,1.4,,
3661.76,1.4,,
3662.1,1.4,,
3662.44,1.4,,
3662.79,1.4,,
3663.13,1.4,,
3663.47,1.4,,
3663.81,1.4,,
3664.15,1.4,,
3664.49,1.4,,
3664.83,1.4,,
3665.17,1.4,,
3665.51,1.4,,
3665.86,1.4,,
3666.2,1.4,,
3666.54,1.4,,
3666.88,1.4,,
3667.22,1.4,,
3667.56,1.4,,
3667.9,1.4,,
3668.25,1.4,,
3668.59,1.4,,
3668.93,1.4,,
3669.27,1.4,,
3669.61,1.4,,
3669.96,1.4,,
3670.3,1.4,,
3670.64,1.4,,
3670.99,1.4,,
3671.33,1.4,,
3671.67,1.4,,
3672.01,1.4,,
3672.36,1.4,,
3672.7,1.4,,
3673.04,1.4,,
3673.38,1.4,,
3673.72,1.4,,
3674.06,1.4,,
3674.4,1.4,,
3674.75,1.4,,
3675.09,1.4,,
3675.43,1.4,,
3675.77,1.4,,
3676.11,1.4,,
3676.45,1.4,,
3676.79,1.4,,
3677.13,1.4,,
3677.48,1.4,,
3677.82,1.4,,
3678.16,1.4,,
3678.5,1.4,,
3678.84,1.4,,
3679.18,1.4,,
3679.52,1.4,,
3679.86,1.4,,
3680.21,1.4,,
3680.55,1.4,,
3680.89,1.4,,
3681.23,1.4,,
3681.57,1.4,,
3681.91,1.4,,
3682.25,1.4,,
3682.59,1.4,,
3682.94,1.4,,
3683.28,1.4,,
3683.62,1.4,,
3683.96,1.4,,
3684.3,1.4,,
3684.64,1.4,,
3684.98,1.4,,
3685.32,1.4,,
3685.66,1.4,,
3686.01,1.4,,
3686.35,1.4,,
3686.69,1.4,,
3687.03,1.4,,
3687.37,1.4,,
3687.71,1.4,,
3688.06,1.4,,
3688.4,1.4,,
3688.74,1.4,,
3689.08,1.4,,
3689.42,1.4,,
3689.76,1.4,,
3690.1,1.4,,
3690.44,1.4,,
3690.79,1.4,,
3691.13,1.4,,
3691.47,1.4,,
3691.81,1.4,,
3692.15,1.4,,
3692.49,1.4,,
3692.84,1.4,,
3693.18,1.4,,
3693.52,1.4,,
3693.86,1.4,,
3694.2,1.4,,
3694.54,1.4,,
3694.88,1.4,,
3695.22,1.4,,
3695.57,1.4,,
3695.91,1.4,,
3696.25,1.4,,
3696.59,1.4,,
3696.93,1.4,,
3697.27,1.4,,
3697.61,1.4,,
3697.96,1.4,,
3698.3,1.4,,
3698.64,1.4,,
3698.98,1.4,,
3699.32,1.4,,
3699.66,1.4,,
3700.0,1.4,,
3700.34,1.4,,
3700.68,1.4,,
3701.03,1.4,,
3701.37,1.4,,
3701.71,1.4,,
3702.05,1.4,,
3702.39,1.4,,
3702.74,1.4,,
3703.08,1.4,,
3703.42,1.4,,
3703.76,1.4,,
3704.11,1.4,,
3704.45,1.4,,
3704.79,1.4,,
3705.13,1.4,,
3705.47,1.4,,
3705.81,1.4,,
3706.16,1.4,,
3706.5,1.4,,
3706.84,1.4,,
3707.18,1.4,,
3707.52,1.4,,
3707.86,1.4,,
3708.2,1.4,,
3708.56,1.4,,
3708.9,1.4,,
3709.24,1.4,,
3709.58,1.4,,
3709.92,1.4,,
3710.27,1.4,,
3710.61,1.4,,
3710.95,1.4,,
3711.29,1.4,,
3711.63,1.4,,
3711.97,1.4,,
3712.32,1.4,,
3712.66,1.4,,
3713.0,1.4,,
3713.34,1.4,,
3713.68,1.4,,
3714.02,1.4,,
3714.36,1.4,,
3714.71,1.4,,
3715.05,1.4,,
3715.39,1.4,,
3715.73,1.4,,
3716.07,1.4,,
3716.41,1.4,,
3716.75,1.4,,
3717.1,1.4,,
3717.44,1.4,,
3717.78,1.4,,
3718.12,1.4,,
3718.46,1.4,,
3718.8,1.4,,
3719.14,1.4,,
3719.48,1.4,,
3719.83,1.4,,
3720.17,1.4,,
3720.51,1.4,,
3720.85,1.4,,
3721.19,1.4,,
3721.53,1.4,,
3721.87,1.4,,
3722.22,1.4,,
3722.56,1.4,,
3722.9,1.4,,
3723.24,1.4,,
3723.58,1.4,,
3723.92,1.4,,
3724.26,1.4,,
3724.61,1.4,,
3724.95,1.4,,
3725.29,1.4,,
3725.63,1.4,,
3725.97,1.4,,
3726.31,1.4,,
3726.66,1.4,,
3727.0,1.4,,
3727.34,1.4,,
3727.68,1.4,,
3728.02,1.4,,
3728.36,1.4,,
3728.7,1.4,,
3729.04,1.4,,
3729.38,1.4,,
3729.72,1.4,,
3730.06,1.4,,
3730.4,1.4,,
3730.75,1.4,,
3731.09,1.4,,
3731.43,1.4,,
3731.77,1.4,,
3732.11,1.4,,
3732.45,1.4,,
3732.8,1.4,,
3733.14,1.4,,
3733.48,1.4,,
3733.82,1.4,,
3734.16,1.4,,
3734.5,1.4,,
3734.84,1.4,,
3735.19,1.4,,
3735.53,1.4,,
3735.87,1.4,,
3736.21,1.4,,
3736.55,1.4,,
3736.89,1.4,,
3737.24,1.4,,
3737.58,1.4,,
3737.92,1.4,,
3738.26,1.4,,
3738.6,1.4,,
3738.95,1.4,,
3739.29,1.4,,
3739.63,1.4,,
3739.97,1.4,,
3740.31,1.4,,
3740.65,1.4,,
3741.0,1.4,,
3741.34,1.4,,
3741.68,1.4,,
3742.02,1.4,,
3742.36,1.4,,
3742.7,1.4,,
3743.04,1.4,,
3743.39,1.4,,
3743.73,1.4,,
3744.07,1.4,,
3744.41,1.4,,
3744.75,1.4,,
3745.09,1.4,,
3745.44,1.4,,
3745.78,1.4,,
3746.12,1.4,,
3746.47,1.4,,
3746.81,1.4,,
3747.15,1.4,,
3747.49,1.4,,
3747.84,1.4,,
3748.18,1.4,,
3748.52,1.4,,
3748.86,1.4,,
3749.2,1.4,,
3749.54,1.4,,
3749.89,1.4,,
3750.23,1.4,,
3750.57,1.4,,
3750.91,1.4,,
3751.25,1.4,,
3751.59,1.4,,
3751.93,1.4,,
3752.28,1.4,,
3752.62,1.4,,
3752.96,1.4,,
3753.3,1.4,,
3753.64,1.4,,
3753.98,1.4,,
3754.32,1.4,,
3754.67,1.4,,
3755.01,1.4,,
3755.35,1.4,,
3755.69,1.4,,
3756.03,1.4,,
3756.37,1.4,,
3756.72,1.4,,
3757.06,1.4,,
3757.4,1.4,,
3757.74,1.4,,
3758.08,1.4,,
3758.42,1.4,,
3758.76,1.4,,
3759.1,1.4,,
3759.44,1.4,,
3759.78,1.4,,
3760.13,1.4,,
3760.46,1.4,,
3760.81,1.4,,
3761.15,1.4,,
3761.49,1.4,,
3761.83,1.4,,
3762.17,1.4,,
3762.51,1.4,,
3762.85,1.4,,
3763.2,1.4,,
3763.54,1.4,,
3763.88,1.4,,
3764.22,1.4,,
3764.56,1.4,,
3764.9,1.4,,
3765.24,1.4,,
3765.58,1.4,,
3765.92,1.4,,
3766.27,1.4,,
3766.61,1.4,,
3766.95,1.4,,
3767.29,1.4,,
3767.63,1.4,,
3767.97,1.4,,
3768.31,1.4,,
3768.65,1.4,,
3768.99,1.4,,
3769.34,1.4,,
3769.68,1.4,,
3770.02,1.4,,
3770.36,1.4,,
3770.7,1.4,,
3771.04,1.4,,
3771.39,1.4,,
3771.73,1.4,,
3772.07,1.4,,
3772.41,1.4,,
3772.75,1.4,,
3773.09,1.4,,
3773.44,1.4,,
3773.78,1.4,,
3774.12,1.4,,
3774.46,1.4,,
3774.8,1.4,,
3775.15,1.4,,
3775.49,1.4,,
3775.83,1.4,,
3776.17,1.4,,
3776.51,1.4,,
3776.85,1.4,,
3777.19,1.4,,
3777.54,1.4,,
3777.88,1.4,,
3778.22,1.4,,
3778.56,1.4,,
3778.9,1.4,,
3779.24,1.4,,
3779.58,1.4,,
3779.93,1.4,,
3780.27,1.4,,
3780.61,1.4,,
3780.95,1.4,,
3781.29,1.4,,
3781.64,1.4,,
3781.98,1.4,,
3782.32,1.4,,
3782.66,1.4,,
3783.0,1.4,,
3783.34,1.4,,
3783.69,1.4,,
3784.03,1.4,,
3784.37,1.4,,
3784.71,1.4,,
3785.05,1.4,,
3785.4,1.4,,
3785.74,1.4,,
3786.08,1.4,,
3786.42,1.4,,
3786.76,1.4,,
3787.1,1.4,,
3787.44,1.4,,
3787.79,1.4,,
3788.13,1.4,,
3788.47,1.4,,
3788.82,1.4,,
3789.16,1.4,,
3789.5,1.4,,
3789.84,1.4,,
3790.18,1.4,,
3790.53,1.4,,
3790.87,1.4,,
3791.21,1.4,,
3791.55,1.4,,
3791.89,1.4,,
3792.23,1.4,,
3792.57,1.4,,
3792.91,1.4,,
3793.26,1.4,,
3793.6,1.4,,
3793.94,1.4,,
3794.28,1.4,,
3794.62,1.4,,
3794.96,1.4,,
3795.3,1.4,,
3795.64,1.4,,
3795.98,1.4,,
3796.33,1.4,,
3796.67,1.4,,
3797.01,1.4,,
3797.35,1.4,,
3797.69,1.4,,
3798.03,1.4,,
3798.37,1.4,,
3798.71,1.4,,
3799.06,1.4,,
3799.4,1.4,,
3799.74,1.4,,
3800.08,1.4,,
3800.42,1.4,,
3800.77,1.4,,
3801.11,1.4,,
3801.45,1.4,,
3801.79,1.4,,
3802.13,1.4,,
3802.47,1.4,,
3802.81,1.4,,
3803.15,1.4,,
3803.5,1.4,,
3803.84,1.4,,
3804.18,1.4,,
3804.52,1.4,,
3804.86,1.4,,
3805.2,1.4,,
3805.54,1.4,,
3805.88,1.4,,
3806.22,1.4,,
3806.57,1.4,,
3806.91,1.4,,
3807.25,1.4,,
3807.59,1.4,,
3807.93,1.4,,
3808.27,1.4,,
3808.61,1.4,,
3808.96,1.4,,
3809.3,1.4,,
3809.64,1.4,,
3809.98,1.4,,
3810.32,1.4,,
3810.66,1.4,,
3811.0,1.4,,
3811.35,1.4,,
3811.69,1.4,,
3812.03,1.4,,
3812.37,1.4,,
3812.71,1.4,,
3813.06,1.4,,
3813.4,1.4,,
3813.74,1.4,,
3814.08,1.4,,
3814.42,1.4,,
3814.76,1.4,,
3815.11,1.4,,
3815.45,1.4,,
3815.79,1.4,,
3816.13,1.4,,
3816.47,1.4,,
3816.81,1.4,,
3817.16,1.4,,
3817.5,1.4,,
3817.84,1.4,,
3818.18,1.4,,
3818.52,1.4,,
3818.86,1.4,,
3819.2,1.4,,
3819.55,1.4,,
3819.89,1.4,,
3820.23,1.4,,
3820.57,1.4,,
3820.92,1.4,,
3821.26,1.4,,
3821.6,1.4,,
3821.94,1.4,,
3822.29,1.4,,
3822.63,1.4,,
3822.97,1.4,,
3823.31,1.4,,
3823.65,1.4,,
3823.99,1.4,,
3824.33,1.4,,
3824.67,1.4,,
3825.02,1.4,,
3825.36,1.4,,
3825.7,1.4,,
3826.04,1.4,,
3826.38,1.4,,
3826.72,1.4,,
3827.06,1.4,,
3827.41,1.4,,
3827.75,1.4,,
3828.09,1.4,,
3828.43,1.4,,
3828.77,1.4,,
3829.11,1.4,,
3829.45,1.4,,
3829.79,1.4,,
3830.13,1.4,,
3830.48,1.4,,
3830.82,1.4,,
3831.16,1.4,,
3831.5,1.4,,
3831.84,1.4,,
3832.18,1.4,,
3832.52,1.4,,
3832.87,1.4,,
3833.21,1.4,,
3833.55,1.4,,
3833.89,1.4,,
3834.23,1.4,,
3834.57,1.4,,
3834.92,1.4,,
3835.26,1.4,,
3835.6,1.4,,
3835.94,1.4,,
3836.28,1.4,,
3836.62,1.4,,
3836.96,1.4,,
3837.3,1.4,,
3837.65,1.4,,
3837.99,1.4,,
3838.33,1.4,,
3838.67,1.4,,
3839.01,1.4,,
3839.35,1.4,,
3839.7,1.4,,
3840.04,1.4,,
3840.38,1.4,,
3840.72,1.4,,
3841.06,1.4,,
3841.4,1.4,,
3841.74,1.4,,
3842.08,1.4,,
3842.42,1.4,,
3842.76,1.4,,
3843.11,1.4,,
3843.46,1.4,,
3843.8,1.4,,
3844.14,1.4,,
3844.48,1.4,,
3844.82,1.4,,
3845.17,1.4,,
3845.5,1.4,,
3845.85,1.4,,
3846.19,1.4,,
3846.53,1.4,,
3846.87,1.4,,
3847.21,1.4,,
3847.55,1.4,,
3847.9,1.4,,
3848.24,1.4,,
3848.58,1.4,,
3848.92,1.4,,
3849.26,1.4,,
3849.6,1.4,,
3849.95,1.4,,
3850.29,1.4,,
3850.63,1.4,,
3850.97,1.4,,
3851.31,1.4,,
3851.66,1.4,,
3852.0,1.4,,
3852.34,1.4,,
3852.68,1.4,,
3853.02,1.4,,
3853.36,1.4,,
3853.7,1.4,,
3854.04,1.4,,
3854.39,1.4,,
3854.73,1.4,,
3855.07,1.4,,
3855.41,1.4,,
3855.75,1.4,,
3856.09,1.4,,
3856.43,1.4,,
3856.78,1.4,,
3857.12,1.4,,
3857.46,1.4,,
3857.8,1.4,,
3858.14,1.4,,
3858.48,1.4,,
3858.82,1.4,,
3859.16,1.4,,
3859.51,1.4,,
3859.85,1.4,,
3860.19,1.4,,
3860.53,1.4,,
3860.87,1.4,,
3861.22,1.4,,
3861.56,1.4,,
3861.9,1.4,,
3862.24,1.4,,
3862.58,1.4,,
3862.92,1.4,,
3863.26,1.4,,
3863.61,1.4,,
3863.95,1.4,,
3864.29,1.4,,
3864.63,1.4,,
3864.97,1.4,,
3865.31,1.4,,
3865.65,1.4,,
3865.99,1.4,,
3866.34,1.4,,
3866.68,1.4,,
3867.02,1.4,,
3867.36,1.4,,
3867.7,1.4,,
3868.04,1.4,,
3868.38,1.4,,
3868.73,1.4,,
3869.07,1.4,,
3869.41,1.4,,
3869.75,1.4,,
3870.09,1.4,,
3870.43,1.4,,
3870.77,1.4,,
3871.11,1.4,,
3871.46,1.4,,
3871.8,1.4,,
3872.14,1.4,,
3872.48,1.4,,
3872.82,1.4,,
3873.16,1.4,,
3873.5,1.4,,
3873.85,1.4,,
3874.19,1.4,,
3874.53,1.4,,
3874.87,1.4,,
3875.21,1.4,,
3875.55,1.4,,
3875.89,1.4,,
3876.24,1.4,,
3876.58,1.4,,
3876.92,1.4,,
3877.26,1.4,,
3877.6,1.4,,
3877.94,1.4,,
3878.28,1.4,,
3878.62,1.4,,
3878.97,1.4,,
3879.31,1.4,,
3879.65,1.4,,
3879.99,1.4,,
3880.33,1.4,,
3880.68,1.4,,
3881.02,1.4,,
3881.36,1.4,,
3881.7,1.4,,
3882.04,1.4,,
3882.38,1.4,,
3882.72,1.4,,
3883.07,1.4,,
3883.41,1.4,,
3883.75,1.4,,
3884.09,1.4,,
3884.43,1.4,,
3884.77,1.4,,
3885.12,1.4,,
3885.46,1.4,,
3885.8,1.4,,
3886.14,1.4,,
3886.48,1.4,,
3886.83,1.4,,
3887.17,1.4,,
3887.51,1.4,,
3887.85,1.4,,
3888.19,1.4,,
3888.53,1.4,,
3888.87,1.4,,
3889.22,1.4,,
3889.56,1.4,,
3889.9,1.4,,
3890.24,1.4,,
3890.58,1.4,,
3890.92,1.4,,
3891.27,1.4,,
3891.61,1.4,,
3891.95,1.4,,
3892.29,1.4,,
3892.63,1.4,,
3892.97,1.4,,
3893.31,1.4,,
3893.65,1.4,,
3894.0,1.4,,
3894.34,1.4,,
3894.68,1.4,,
3895.02,1.4,,
3895.36,1.4,,
3895.7,1.4,,
3896.04,1.4,,
3896.38,1.4,,
3896.72,1.4,,
3897.06,1.4,,
3897.4,1.4,,
3897.74,1.4,,
3898.09,1.4,,
3898.43,1.4,,
3898.77,1.4,,
3899.11,1.4,,
3899.45,1.4,,
3899.79,1.4,,
3900.13,1.4,,
3900.47,1.4,,
3900.81,1.4,,
3901.16,1.4,,
3901.5,1.4,,
3901.84,1.4,,
3902.18,1.4,,
3902.52,1.4,,
3902.87,1.4,,
3903.21,1.4,,
3903.55,1.4,,
3903.89,1.4,,
3904.23,1.4,,
3904.57,1.4,,
3904.91,1.4,,
3905.26,1.4,,
3905.6,1.4,,
3905.94,1.4,,
3906.28,1.4,,
3906.62,1.4,,
3906.96,1.4,,
3907.3,1.4,,
3907.65,1.4,,
3907.99,1.4,,
3908.33,1.4,,
3908.68,1.4,,
3909.02,1.4,,
3909.36,1.4,,
3909.7,1.4,,
3910.04,1.4,,
3910.38,1.4,,
3910.72,1.4,,
3911.06,1.4,,
3911.4,1.4,,
3911.74,1.4,,
3912.08,1.4,,
3912.42,1.4,,
3912.77,1.4,,
3913.11,1.4,,
3913.45,1.4,,
3913.79,1.4,,
3914.13,1.4,,
3914.47,1.4,,
3914.81,1.4,,
3915.15,1.4,,
3915.49,1.4,,
3915.84,1.4,,
3916.18,1.4,,
3916.52,1.4,,
3916.86,1.4,,
3917.2,1.4,,
3917.54,1.4,,
3917.88,1.4,,
3918.23,1.4,,
3918.57,1.4,,
3918.91,1.4,,
3919.25,1.4,,
3919.59,1.4,,
3919.93,1.4,,
3920.27,1.4,,
3920.61,1.4,,
3920.95,1.4,,
3921.29,1.4,,
3921.63,1.4,,
3921.98,1.4,,
3922.32,1.4,,
3922.66,1.4,,
3923.0,1.4,,
3923.34,1.4,,
3923.68,1.4,,
3924.02,1.4,,
3924.36,1.4,,
3924.71,1.4,,
3925.05,1.4,,
3925.39,1.4,,
