time+,res,%cpu,total-runtime
0.33,50472,12.5,275.29
0.66,75872,12.5,
1.0,106260,11.4,
1.35,133296,13.8,
1.69,162048,13.8,
2.03,162208,12.5,
2.36,162464,12.5,
2.7,162720,12.5,
3.04,162976,12.5,
3.38,163232,12.5,
3.7199999999999998,163488,12.5,
4.06,163744,12.5,
4.4,164000,12.5,
4.74,164256,12.5,
5.08,164256,12.5,
5.42,164512,12.5,
5.76,164768,12.5,
6.1,165024,12.5,
6.44,165280,13.8,
6.77,165536,12.5,
7.11,165792,12.5,
7.46,166048,12.5,
7.8,166304,12.5,
8.14,166560,13.8,
8.47,166816,12.5,
8.81,167072,12.5,
9.15,167328,12.5,
9.49,167584,12.5,
9.83,167844,12.5,
10.17,169132,12.5,
10.51,169132,12.5,
10.85,169132,12.5,
11.19,169132,12.5,
11.53,172744,12.5,
11.87,174064,12.5,
12.21,174164,12.5,
12.55,174164,12.5,
12.89,174164,12.5,
13.23,174164,12.5,
13.57,174164,12.5,
13.91,174164,12.5,
14.25,174164,12.5,
14.59,174164,12.5,
14.93,174164,12.5,
15.27,174164,12.5,
15.61,174164,12.5,
15.95,183260,12.5,
16.29,183260,12.5,
16.63,183260,12.5,
16.97,183260,12.5,
17.31,183260,11.4,
17.65,183260,12.5,
17.99,183260,12.5,
18.33,188072,12.5,
18.67,191100,12.5,
19.02,191100,12.5,
19.36,191100,12.5,
19.7,191100,12.5,
20.04,191100,13.8,
20.37,191100,12.5,
20.72,191100,12.5,
21.06,191364,12.5,
21.4,191364,12.5,
21.74,191364,12.5,
22.08,191364,12.5,
22.42,191364,12.5,
22.76,191364,12.5,
23.1,191364,12.5,
23.44,191364,12.5,
23.78,191364,12.5,
24.12,191364,12.5,
24.46,191364,12.5,
24.8,191364,12.5,
25.14,199896,12.5,
25.48,199896,12.5,
25.82,199896,12.5,
26.17,199896,13.8,
26.5,199896,12.5,
26.85,199896,13.8,
27.19,199896,13.8,
27.53,199896,12.5,
27.87,199896,13.8,
28.2,199896,12.5,
28.54,199896,12.5,
28.88,199896,12.5,
29.22,199896,12.5,
29.56,199896,12.5,
29.9,199896,12.5,
30.24,199896,12.5,
30.58,199896,12.5,
30.92,199896,12.5,
31.26,199896,12.5,
31.6,199896,12.5,
31.94,199896,12.5,
32.28,199896,12.5,
32.62,199896,12.5,
32.96,199896,12.5,
33.3,199896,12.5,
33.64,199896,12.5,
33.98,199896,12.5,
34.32,199896,12.5,
34.66,199896,12.5,
35.0,199896,12.5,
35.35,199896,12.5,
35.69,199896,12.5,
36.03,199896,12.5,
36.37,199896,12.5,
36.71,199896,12.5,
37.05,199896,13.8,
37.38,199896,12.5,
37.73,199896,12.5,
38.06,199896,12.5,
38.4,200160,12.5,
38.74,200160,12.5,
39.08,200160,12.5,
39.42,200160,12.5,
39.76,200160,12.5,
40.11,200160,12.5,
40.45,200160,13.8,
40.79,200160,12.5,
41.13,200160,13.8,
41.46,200160,12.5,
41.8,200160,12.5,
42.14,200160,12.5,
42.48,200160,12.5,
42.82,200160,12.5,
43.16,200160,12.5,
43.5,200160,12.5,
43.84,200160,12.5,
44.18,200160,12.5,
44.52,200160,12.5,
44.86,200160,12.5,
45.2,200160,12.5,
45.54,200160,12.5,
45.88,200160,12.5,
46.22,200160,12.5,
46.56,200160,12.5,
46.9,200160,12.5,
47.24,200160,12.5,
47.58,199204,12.5,
47.92,199204,12.5,
48.26,199204,12.5,
48.61,199204,13.8,
48.95,199204,12.5,
49.29,199204,12.5,
49.63,199204,12.5,
49.97,199204,12.5,
50.31,199204,12.5,
50.65,199204,12.5,
50.99,199204,12.5,
51.33,199204,12.5,
51.67,199204,12.5,
52.01,199204,12.5,
52.35,199204,12.5,
52.69,199204,12.5,
