time+,res,%cpu,total-runtime
0.32,50688,11.2,68.45
0.66,75692,12.5,
1.01,105196,12.5,
1.34,105384,12.5,
1.6800000000000002,105640,11.2,
2.03,105896,12.5,
2.37,106152,12.5,
2.71,106408,12.5,
3.05,106664,12.5,
3.39,106920,12.5,
3.73,107176,12.5,
4.07,107432,12.5,
4.42,107432,12.5,
4.76,108236,12.5,
5.1,109260,13.8,
5.44,113440,12.5,
5.78,115880,12.5,
6.12,115880,12.5,
6.46,115880,12.5,
6.8,115880,12.5,
7.13,115880,12.5,
7.47,115880,12.5,
7.82,115880,12.5,
8.16,115880,12.5,
8.5,115880,12.5,
8.83,116140,12.5,
9.17,118264,12.5,
9.51,118264,12.5,
9.85,118264,12.5,
10.2,118264,12.5,
10.53,118528,12.5,
10.87,118528,12.5,
11.21,121240,12.5,
11.55,121240,12.5,
11.89,121240,12.5,
12.23,121240,12.5,
12.57,121240,12.5,
12.91,121240,12.5,
13.25,121240,12.5,
13.59,121240,12.5,
13.93,121240,12.5,
14.27,121240,12.5,
14.61,121240,12.5,
14.95,122032,12.5,
15.29,122032,12.5,
15.63,122032,12.5,
15.98,124424,12.5,
16.32,124424,12.5,
16.67,124424,12.5,
17.01,124424,12.5,
17.34,127504,12.5,
17.69,127504,12.5,
18.03,127504,12.5,
18.37,127504,12.5,
18.71,127768,12.5,
19.05,127768,12.5,
19.39,127768,12.5,
19.72,127768,12.5,
20.07,127768,12.5,
20.41,127768,13.8,
20.74,127768,12.5,
21.09,127768,12.5,
21.43,127768,12.5,
21.77,127768,12.5,
22.11,127768,12.5,
22.45,130320,12.5,
22.79,130320,12.5,
23.13,130320,12.5,
23.47,133396,12.5,
23.81,134184,12.5,
24.15,134184,12.5,
24.49,134184,12.5,
24.83,134448,11.4,
25.17,134448,12.5,
25.52,134448,11.4,
25.86,134448,12.5,
26.2,134448,12.5,
26.54,134448,12.5,
26.89,134448,12.5,
27.23,134448,12.5,
27.57,134448,12.5,
27.91,134344,12.5,
28.25,134344,12.5,
28.6,134344,12.5,
28.95,134344,13.8,
29.29,134344,12.5,
29.63,134344,13.8,
29.97,134344,12.5,
30.31,136256,12.5,
30.65,136256,12.5,
31.0,136256,12.5,
31.34,136256,11.4,
31.68,136736,12.5,
32.03,140012,12.5,
32.37,140012,12.5,
32.71,140012,12.5,
33.05,140012,12.5,
33.39,140012,12.5,
33.73,140012,12.5,
34.07,140012,12.5,
34.41,140012,12.5,
34.75,140012,12.5,
35.09,140012,12.5,
35.43,140012,12.5,
35.77,140012,12.5,
36.11,140012,12.5,
36.45,140012,12.5,
36.79,140012,12.5,
37.13,140012,12.5,
37.48,140012,13.8,
37.81,140012,12.5,
38.15,140012,12.5,
38.49,140012,12.5,
38.83,140012,12.5,
39.17,140012,12.5,
39.51,140012,12.5,
39.85,140012,12.5,
40.19,140012,12.5,
40.54,140012,13.8,
40.88,140012,12.5,
41.22,140012,12.5,
41.56,140012,12.5,
41.89,140012,12.5,
42.23,140012,12.5,
42.58,141804,12.5,
42.92,141804,12.5,
43.26,141804,13.8,
43.6,141804,12.5,
43.94,141804,13.8,
44.27,141804,12.5,
44.61,141804,11.4,
44.95,141804,12.5,
45.3,141804,13.8,
45.64,141804,12.5,
45.98,141804,13.8,
46.32,141804,12.5,
46.66,141804,12.5,
47.0,141804,12.5,
47.34,141804,12.5,
47.68,141804,12.5,
48.02,141804,12.5,
48.36,141804,12.5,
48.7,141804,12.5,
49.04,141804,13.8,
49.37,141804,12.5,
49.71,141804,12.5,
50.06,141804,13.8,
50.4,141804,12.5,
50.74,141804,13.8,
51.08,141804,12.5,
51.42,141804,12.5,
51.76,141804,12.5,
52.1,141804,12.5,
52.44,141804,12.5,
52.78,141804,12.5,
53.12,141804,12.5,
53.46,141804,12.5,
53.8,141804,12.5,
54.14,141804,11.2,
54.49,141804,12.5,
54.83,141804,12.5,
55.17,141804,11.4,
55.51,141804,12.5,
55.86,141804,12.5,
56.2,141804,12.5,
56.54,141804,12.5,
56.88,141804,12.5,
57.22,141804,12.5,
57.56,141804,12.5,
57.9,141804,12.5,
58.24,141804,12.5,
58.58,141804,12.5,
58.92,141804,12.5,
59.26,141804,12.5,
59.6,141804,12.5,
59.94,141804,12.5,
60.28,141804,12.5,
60.62,141804,11.4,
60.96,141804,12.5,
61.3,141804,12.5,
61.64,141804,11.4,
61.98,141804,12.5,
62.32,141804,12.5,
62.67,141804,12.5,
63.01,141804,12.5,
63.35,141804,12.5,
63.69,141804,12.5,
64.03,144216,12.5,
64.37,144216,12.5,
64.71,144216,12.5,
65.05,144216,12.5,
65.39,144216,12.5,
65.73,144216,12.5,
66.07,144216,12.5,
66.41,144216,12.5,
66.75,144216,12.5,
67.09,144216,12.5,
67.43,144216,12.5,
67.77,144216,12.5,
68.11,144216,12.5,
68.45,144216,12.5,
