time+,res,%cpu,total-runtime
0.32,48772,12.5,16.63
0.67,72348,13.8,
1.0,72536,12.5,
1.34,72792,12.5,
1.6800000000000002,74628,12.5,
2.02,78096,12.5,
2.36,80408,12.5,
2.7,80672,12.5,
3.03,80672,11.4,
3.38,80672,12.5,
3.7199999999999998,80672,12.5,
4.05,81424,12.5,
4.39,85024,12.5,
4.73,86808,12.5,
5.07,86808,12.5,
5.41,86808,12.5,
5.75,87072,12.5,
6.09,87072,12.5,
6.43,88208,12.5,
6.77,90152,12.5,
7.11,90152,12.5,
7.45,90152,12.5,
7.79,92088,12.5,
8.13,92088,12.5,
8.47,92088,12.5,
8.81,92676,12.5,
9.15,92676,12.5,
9.48,92676,12.5,
9.82,92676,12.5,
10.16,92676,12.5,
10.5,92676,12.5,
10.84,92676,12.5,
11.18,92676,12.5,
11.52,93192,12.5,
11.86,93192,12.5,
12.2,93192,12.5,
12.54,93192,12.5,
12.88,93192,12.5,
13.22,93192,12.5,
13.56,93192,12.5,
13.9,93192,12.5,
14.24,93192,12.5,
14.58,93192,12.5,
14.92,93192,12.5,
15.26,93192,12.5,
15.61,93192,12.5,
15.95,93192,12.5,
16.29,93192,12.5,
16.63,64192,12.5,
