Id,Label,timeset,group,calls,time,memory_in,memory_out
pyparsing.core.OneOrMore.name,pyparsing.core.OneOrMore.name,,pyparsing,1,0.00004,0,0
pyparsing.core.Opt.preParse,pyparsing.core.Opt.preParse,,pyparsing,11,0.000041,0,0
pyparsing.core.Combine.suppress,pyparsing.core.Combine.suppress,,pyparsing,1,0.000041,0,0
matplotlib.cbook._str_lower_equal,matplotlib.cbook._str_lower_equal,,matplotlib,32,0.000041,0,0
matplotlib.axes._secondary_axes.SecondaryAxis,matplotlib.axes._secondary_axes.SecondaryAxis,,matplotlib,1,0.000041,0,0
matplotlib.cbook._make_class_factory,matplotlib.cbook._make_class_factory,,matplotlib,1,0.000041,0,0
pandas.arrays.<module>,pandas.arrays.<module>,,pandas,1,0.000042,0,0
pandas.io.formats.info.BaseInfo,pandas.io.formats.info.BaseInfo,,pandas,1,0.00004,0,0
pandas.tseries.api.<module>,pandas.tseries.api.<module>,,pandas,1,0.000041,0,0
numpy.core._dtype_ctypes.<module>,numpy.core._dtype_ctypes.<module>,,numpy,1,0.000039,0,0
numpy.lib.arrayterator.<module>,numpy.lib.arrayterator.<module>,,numpy,1,0.000039,0,0
contextlib.errstate.__call__,contextlib.errstate.__call__,,contextlib,1,0.000039,0,0
pyparsing.core._SingleCharLiteral.leave_whitespace,pyparsing.core._SingleCharLiteral.leave_whitespace,,pyparsing,28,0.00004,0,0
pyparsing.core.LineEnd.default_name,pyparsing.core.LineEnd.default_name,,pyparsing,4,0.000039,0,0
numpy.core.function_base._linspace_dispatcher,numpy.core.function_base._linspace_dispatcher,,numpy,30,0.000038,0,0
matplotlib.collections._CollectionWithSizes,matplotlib.collections._CollectionWithSizes,,matplotlib,1,0.000038,0,0
matplotlib.cbook.Grouper.__init__,matplotlib.cbook.Grouper.__init__,,matplotlib,4,0.000039,0,0
matplotlib.backend_bases.export,matplotlib.backend_bases.export,,matplotlib,1,0.000039,0,0
pandas.core.dtypes.inference.<module>,pandas.core.dtypes.inference.<module>,,pandas,1,0.000039,0,0
pandas.core.computation.expr.BaseExprVisitor,pandas.core.computation.expr.BaseExprVisitor,,pandas,1,0.000039,0,0
pandas.core.computation.expr._op_maker,pandas.core.computation.expr._op_maker,,pandas,22,0.00004,0,0
pandas.util._tester.<module>,pandas.util._tester.<module>,,pandas,1,0.000039,0,0
pandas.core.dtypes.common.is_object_dtype,pandas.core.dtypes.common.is_object_dtype,,pandas,2,0.00004,0,0
pandas.io.common.infer_compression,pandas.io.common.infer_compression,,pandas,1,0.000039,0,0
pandas.core.dtypes.common.is_interval_dtype,pandas.core.dtypes.common.is_interval_dtype,,pandas,1,0.000039,0,0
subprocess.Popen._get_handles,subprocess.Popen._get_handles,,subprocess,1,0.000037,0,0
warnings._add_filter,warnings._add_filter,,warnings,8,0.000037,0,0
numpy.lib._version.<module>,numpy.lib._version.<module>,,numpy,1,0.000036,0,0
numpy.ma.core.make_mask_descr,numpy.ma.core.make_mask_descr,,numpy,1,0.000038,0,0
PIL.GimpPaletteFile.<module>,PIL.GimpPaletteFile.<module>,,PIL,1,0.000038,0,0
matplotlib.transforms.BboxBase,matplotlib.transforms.BboxBase,,matplotlib,1,0.000037,0,0
pyparsing.core.Suppress.preParse,pyparsing.core.Suppress.preParse,,pyparsing,10,0.000036,0,0
matplotlib.rcsetup.validate_fontweight,matplotlib.rcsetup.validate_fontweight,,matplotlib,12,0.000036,0,0
enum._generate_next_value_,enum._generate_next_value_,,enum,16,0.000036,0,0
types.prepare_class,types.prepare_class,,types,2,0.000036,0,0
dataclasses._set_new_attribute,dataclasses._set_new_attribute,,dataclasses,12,0.000038,0,0
inspect.Signature.return_annotation,inspect.Signature.return_annotation,,inspect,34,0.000038,0,0
pyparsing.core._SingleCharLiteral.__hash__,pyparsing.core._SingleCharLiteral.__hash__,,pyparsing,32,0.000037,0,0
matplotlib.tri.triangulation.<module>,matplotlib.tri.triangulation.<module>,,matplotlib,1,0.000036,0,0
matplotlib.axis.YAxis,matplotlib.axis.YAxis,,matplotlib,1,0.000037,0,0
pandas.util.version.<genexpr>,pandas.util.version.<genexpr>,,pandas,28,0.000037,0,0
pandas.core.groupby.grouper.Grouper,pandas.core.groupby.grouper.Grouper,,pandas,1,0.000036,0,0
pandas.core.common.all_none,pandas.core.common.all_none,,pandas,2,0.000037,0,0
pandas.core.construction._sanitize_ndim,pandas.core.construction._sanitize_ndim,,pandas,3,0.000036,0,0
numpy.core._asarray.require,numpy.core._asarray.require,,numpy,1,0.000037,0,0
pandas.io.common._expand_user,pandas.io.common._expand_user,,pandas,3,0.000038,0,0
numpy.lib.ufunclike._deprecate_out_named_y,numpy.lib.ufunclike._deprecate_out_named_y,,numpy,1,0.000035,0,0
logging.Formatter.__init__,logging.Formatter.__init__,,logging,1,0.000036,0,0
PIL.Image.Image,PIL.Image.Image,,PIL,1,0.000034,0,0
pyparsing.core.Keyword,pyparsing.core.Keyword,,pyparsing,1,0.000035,0,0
pyparsing.core.OneOrMore.default_name,pyparsing.core.OneOrMore.default_name,,pyparsing,1,0.000035,0,0
pyparsing.core.Literal.__eq__,pyparsing.core.Literal.__eq__,,pyparsing,5,0.000035,0,0
pyparsing.core.ZeroOrMore.__eq__,pyparsing.core.ZeroOrMore.__eq__,,pyparsing,5,0.000035,0,0
cycler.<dictcomp>,cycler.<dictcomp>,,cycler,17,0.000035,0,0
dataclasses._field_assign,dataclasses._field_assign,,dataclasses,21,0.000036,0,0
__create_fn__,__create_fn__,,__create_fn__,12,0.000035,0,0
matplotlib.dviread._LuatexKpsewhich,matplotlib.dviread._LuatexKpsewhich,,matplotlib,1,0.000035,0,0
pandas.core.dtypes.base.Registry.register,pandas.core.dtypes.base.Registry.register,,pandas,17,0.000035,0,0
pandas.core.dtypes.inference.is_hashable,pandas.core.dtypes.inference.is_hashable,,pandas,19,0.000034,0,0
pandas.core.indexes.base._maybe_return_indexers,pandas.core.indexes.base._maybe_return_indexers,,pandas,1,0.000035,0,0
pandas.core.flags.<module>,pandas.core.flags.<module>,,pandas,1,0.000035,0,0
pandas.io.pytables.Table,pandas.io.pytables.Table,,pandas,1,0.000036,0,0
pandas.core.indexes.base.maybe_extract_name,pandas.core.indexes.base.maybe_extract_name,,pandas,2,0.000036,0,0
pandas.core.internals.managers.BlockManager._consolidate_check,pandas.core.internals.managers.BlockManager._consolidate_check,,pandas,1,0.000034,0,0
pandas.core.indexes.base.RangeIndex._validate_positional_slice,pandas.core.indexes.base.RangeIndex._validate_positional_slice,,pandas,1,0.000035,0,0
enum.RegexFlag.value,enum.RegexFlag.value,,enum,27,0.000034,0,0
os._Environ.__setitem__,os._Environ.__setitem__,,os,2,0.000033,0,0
numpy.core.overrides.set_array_function_like_doc,numpy.core.overrides.set_array_function_like_doc,,numpy,9,0.000034,0,0
os.fsencode,os.fsencode,,os,16,0.000033,0,0
pyparsing.core.Regex.postParse,pyparsing.core.Regex.postParse,,pyparsing,29,0.000033,0,0
pyparsing.core.And.postParse,pyparsing.core.And.postParse,,pyparsing,28,0.000033,0,0
pyparsing.core._WordRegex.set_name,pyparsing.core._WordRegex.set_name,,pyparsing,4,0.000033,0,0
cycler.Cycler.change_key,cycler.Cycler.change_key,,cycler,17,0.000033,0,0
numpy.core.fromnumeric._ndim_dispatcher,numpy.core.fromnumeric._ndim_dispatcher,,numpy,30,0.000033,0,0
inspect.isbuiltin,inspect.isbuiltin,,inspect,31,0.000034,0,0
pandas.core.arrays.period._field_accessor,pandas.core.arrays.period._field_accessor,,pandas,12,0.000033,0,0
pandas.core.tools.timedeltas.<module>,pandas.core.tools.timedeltas.<module>,,pandas,1,0.000033,0,0
pandas.core.indexes.extension.make_wrapped_arith_op,pandas.core.indexes.extension.make_wrapped_arith_op,,pandas,16,0.000033,0,0
pandas.core.internals.managers.BaseBlockManager,pandas.core.internals.managers.BaseBlockManager,,pandas,1,0.000034,0,0
pandas.core.util.numba_.<module>,pandas.core.util.numba_.<module>,,pandas,1,0.000033,0,0
pandas.io.excel._base.ExcelWriter,pandas.io.excel._base.ExcelWriter,,pandas,1,0.000033,0,0
pandas._testing.set_testing_mode,pandas._testing.set_testing_mode,,pandas,1,0.000032,0,0
Lab.Gridpoint.Update_Inst,Lab.Gridpoint.Update_Inst,,Lab,10,0.000033,0,0
pandas.io.formats.csvs.CSVFormatter.data_index,pandas.io.formats.csvs.CSVFormatter.data_index,,pandas,2,0.000033,0,0
enum.RegexFlag.name,enum.RegexFlag.name,,enum,27,0.000031,0,0
pathlib.PurePath,pathlib.PurePath,,pathlib,1,0.000032,0,0
platform._sys_version,platform._sys_version,,platform,2,0.000032,0,0
numpy.lib.mixins._reflected_binary_method,numpy.lib.mixins._reflected_binary_method,,numpy,14,0.000032,0,0
numpy.core._dtype_ctypes._from_ctypes_scalar,numpy.core._dtype_ctypes._from_ctypes_scalar,,numpy,13,0.000031,0,0
numpy.ma.core._arraymethod,numpy.ma.core._arraymethod,,numpy,7,0.000031,0,0
pprint.PrettyPrinter,pprint.PrettyPrinter,,pprint,1,0.000032,0,0
PIL.__getattr__,PIL.__getattr__,,PIL,12,0.000031,0,0
PIL._util.<module>,PIL._util.<module>,,PIL,1,0.000031,0,0
cffi.model.PointerType.__init__,cffi.model.PointerType.__init__,,cffi,2,0.000031,0,0
matplotlib.docstring._ArtistPropertiesSubstitution.update,matplotlib.docstring._ArtistPropertiesSubstitution.update,,matplotlib,15,0.000031,0,0
pyparsing.core.Suppress.set_whitespace_chars,pyparsing.core.Suppress.set_whitespace_chars,,pyparsing,12,0.000032,0,0
pyparsing.core.White.__str__,pyparsing.core.White.__str__,,pyparsing,1,0.000032,0,0
pyparsing.core.StringEnd.preParse,pyparsing.core.StringEnd.preParse,,pyparsing,9,0.000032,0,0
ast._convert_signed_num,ast._convert_signed_num,,ast,1,0.000031,0,0
_load_backward_compatible,_load_backward_compatible,,_load_backward_compatible,1,0.000031,0,0
pandas.core.array_algos.take._view_wrapper,pandas.core.array_algos.take._view_wrapper,,pandas,12,0.000032,0,0
pandas.core.algorithms.SelectN,pandas.core.algorithms.SelectN,,pandas,1,0.000032,0,0
pandas._config.config._get_root,pandas._config.config._get_root,,pandas,7,0.000032,0,0
pandas.core.indexes.multi.names_compat,pandas.core.indexes.multi.names_compat,,pandas,1,0.000031,0,0
pandas.core.internals.array_manager.BaseArrayManager,pandas.core.internals.array_manager.BaseArrayManager,,pandas,1,0.000031,0,0
pandas.core.computation.align._filter_special_cases,pandas.core.computation.align._filter_special_cases,,pandas,1,0.000031,0,0
inspect.Parameter.annotation,inspect.Parameter.annotation,,inspect,29,0.000031,0,0
pandas.io.pytables.GenericFixed,pandas.io.pytables.GenericFixed,,pandas,1,0.000031,0,0
Lab.Droplet.Set_Route,Lab.Droplet.Set_Route,,Lab,12,0.00003,0,0
pandas.core.internals.blocks.check_ndim,pandas.core.internals.blocks.check_ndim,,pandas,2,0.000031,0,0
numpy._pytesttester.<module>,numpy._pytesttester.<module>,,numpy,1,0.00003,0,0
logging._addHandlerRef,logging._addHandlerRef,,logging,1,0.00003,0,0
PIL.ImageMode.<module>,PIL.ImageMode.<module>,,PIL,1,0.000029,0,0
PIL.ImageChops.<module>,PIL.ImageChops.<module>,,PIL,1,0.000029,0,0
PIL.ImageSequence.<module>,PIL.ImageSequence.<module>,,PIL,1,0.000028,0,0
pyparsing.core.CaselessKeyword,pyparsing.core.CaselessKeyword,,pyparsing,1,0.000029,0,0
pyparsing.core.Char,pyparsing.core.Char,,pyparsing,1,0.000029,0,0
pyparsing.core._WordRegex.__eq__,pyparsing.core._WordRegex.__eq__,,pyparsing,4,0.000029,0,0
pandas._config.config.is_instance_factory,pandas._config.config.is_instance_factory,,pandas,5,0.000029,0,0
pandas.compat._optional.<module>,pandas.compat._optional.<module>,,pandas,1,0.000029,0,0
pandas.core.base.SelectionMixin,pandas.core.base.SelectionMixin,,pandas,1,0.000028,0,0
pandas.core.arrays._ranges.<module>,pandas.core.arrays._ranges.<module>,,pandas,1,0.000029,0,0
pandas.core.indexes.extension.inherit_names,pandas.core.indexes.extension.inherit_names,,pandas,13,0.000029,0,0
pandas.io.formats.info.TableBuilderVerboseMixin,pandas.io.formats.info.TableBuilderVerboseMixin,,pandas,1,0.000029,0,0
pandas._testing._io.optional_args,pandas._testing._io.optional_args,,pandas,1,0.000029,0,0
Lab.Droplet.Set_Collision_Group,Lab.Droplet.Set_Collision_Group,,Lab,24,0.00003,0,0
numpy.lib.stride_tricks._maybe_view_as_subclass,numpy.lib.stride_tricks._maybe_view_as_subclass,,numpy,16,0.000029,0,0
pandas.io.formats.format.DataFrameFormatter.truncate,pandas.io.formats.format.DataFrameFormatter.truncate,,pandas,1,0.000028,0,0
ctypes._reset_cache,ctypes._reset_cache,,ctypes,1,0.000028,0,0
numpy.lib.mixins._inplace_binary_method,numpy.lib.mixins._inplace_binary_method,,numpy,13,0.000028,0,0
numpy.<dictcomp>,numpy.<dictcomp>,,numpy,2,0.000028,0,0
logging._register_at_fork_reinit_lock,logging._register_at_fork_reinit_lock,,logging,1,0.000028,0,0
matplotlib.transforms.Bbox,matplotlib.transforms.Bbox,,matplotlib,1,0.000027,0,0
pyparsing.exceptions.ParseBaseException,pyparsing.exceptions.ParseBaseException,,pyparsing,1,0.000026,0,0
pyparsing.core.Regex.streamline,pyparsing.core.Regex.streamline,,pyparsing,15,0.000028,0,0
collections.abc.RcParams.__contains__,collections.abc.RcParams.__contains__,,collections,1,0.000027,0,0
matplotlib.legend_handler.HandlerLineCollection.__init__,matplotlib.legend_handler.HandlerLineCollection.__init__,,matplotlib,3,0.000027,0,0
matplotlib.projections.polar.PolarAxes,matplotlib.projections.polar.PolarAxes,,matplotlib,1,0.000027,0,0
mpl_toolkits.mplot3d.axis3d.XAxis,mpl_toolkits.mplot3d.axis3d.XAxis,,mpl_toolkits,1,0.000027,0,0
mpl_toolkits.mplot3d.axis3d.YAxis,mpl_toolkits.mplot3d.axis3d.YAxis,,mpl_toolkits,1,0.000027,0,0
matplotlib.artist._finalize_rasterization,matplotlib.artist._finalize_rasterization,,matplotlib,1,0.000026,0,0
encodings.normalize_encoding,encodings.normalize_encoding,,encodings,2,0.000027,0,0
pandas.core.array_algos.masked_reductions.<module>,pandas.core.array_algos.masked_reductions.<module>,,pandas,1,0.000028,0,0
pandas.io.common.IOHandles,pandas.io.common.IOHandles,,pandas,1,0.000027,0,0
pandas.io.pytables.HDFStore,pandas.io.pytables.HDFStore,,pandas,1,0.000028,0,0
tkinter.constants.<module>,tkinter.constants.<module>,,tkinter,1,0.000025,0,0
tkinter.Wm,tkinter.Wm,,tkinter,1,0.000025,0,0
tkinter.Canvas,tkinter.Canvas,,tkinter,1,0.000025,0,0
numpy.core._dtype._kind_name,numpy.core._dtype._kind_name,,numpy,16,0.000025,0,0
numpy.core.defchararray.chararray,numpy.core.defchararray.chararray,,numpy,1,0.000025,0,0
xml.etree.ElementTree.Element,xml.etree.ElementTree.Element,,xml,2,0.000026,0,0
_sanity_check,_sanity_check,,_sanity_check,10,0.000026,0,0
matplotlib.colors._ColorMapping.__init__,matplotlib.colors._ColorMapping.__init__,,matplotlib,1,0.000026,0,0
pyparsing.core.PrecededBy,pyparsing.core.PrecededBy,,pyparsing,1,0.000026,0,0
traceback.FrameSummary.__len__,traceback.FrameSummary.__len__,,traceback,23,0.000026,0,0
pyparsing.core._SingleCharLiteral.streamline,pyparsing.core._SingleCharLiteral.streamline,,pyparsing,14,0.000025,0,0
pyparsing.results.ParseResults.__getattr__,pyparsing.results.ParseResults.__getattr__,,pyparsing,2,0.000025,0,0
matplotlib.rcsetup._make_type_validator,matplotlib.rcsetup._make_type_validator,,matplotlib,6,0.000026,0,0
matplotlib.docstring.Substitution.__init__,matplotlib.docstring.Substitution.__init__,,matplotlib,12,0.000026,0,0
matplotlib.legend_handler.HandlerLine2D.__init__,matplotlib.legend_handler.HandlerLine2D.__init__,,matplotlib,3,0.000026,0,0
mpl_toolkits.mplot3d.axis3d.ZAxis,mpl_toolkits.mplot3d.axis3d.ZAxis,,mpl_toolkits,1,0.000026,0,0
pandas.api.extensions.<module>,pandas.api.extensions.<module>,,pandas,1,0.000025,0,0
pandas.io.formats.excel.CSSToExcelConverter,pandas.io.formats.excel.CSSToExcelConverter,,pandas,1,0.000025,0,0
pandas.core.internals.managers.<genexpr>,pandas.core.internals.managers.<genexpr>,,pandas,8,0.000025,0,0
pandas.io.formats.csvs.CSVFormatter._has_aliases,pandas.io.formats.csvs.CSVFormatter._has_aliases,,pandas,1,0.000025,0,0
pandas.core.dtypes.common.is_categorical_dtype,pandas.core.dtypes.common.is_categorical_dtype,,pandas,1,0.000025,0,0
os._Environ.__delitem__,os._Environ.__delitem__,,os,2,0.000024,0,0
numpy.core._internal._missing_ctypes,numpy.core._internal._missing_ctypes,,numpy,1,0.000023,0,0
numpy.ma.core._replace_dtype_fields,numpy.ma.core._replace_dtype_fields,,numpy,1,0.000023,0,0
weakref.WeakValueDictionary.update,weakref.WeakValueDictionary.update,,weakref,4,0.000024,0,0
logging.Manager.__init__,logging.Manager.__init__,,logging,1,0.000023,0,0
matplotlib.transforms.TransformedBbox,matplotlib.transforms.TransformedBbox,,matplotlib,1,0.000023,0,0
pyparsing.core.MatchFirst.postParse,pyparsing.core.MatchFirst.postParse,,pyparsing,20,0.000024,0,0
matplotlib._cm.<dictcomp>,matplotlib._cm.<dictcomp>,,matplotlib,1,0.000024,0,0
matplotlib.widgets.EllipseSelector,matplotlib.widgets.EllipseSelector,,matplotlib,1,0.000023,0,0
re.filter,re.filter,,re,1,0.000023,0,0
numpy.core.getlimits.iinfo.min,numpy.core.getlimits.iinfo.min,,numpy,5,0.000024,0,0
pandas.core.strings.object_array.ObjectStringArrayMixin,pandas.core.strings.object_array.ObjectStringArrayMixin,,pandas,1,0.000023,0,0
pandas.core.internals.base.DataManager,pandas.core.internals.base.DataManager,,pandas,1,0.000023,0,0
pandas.io.formats.format.DataFrameFormatter,pandas.io.formats.format.DataFrameFormatter,,pandas,1,0.000023,0,0
pandas.core.ops.methods.<dictcomp>,pandas.core.ops.methods.<dictcomp>,,pandas,2,0.000023,0,0
pandas.io.formats.info.TableBuilderAbstract,pandas.io.formats.info.TableBuilderAbstract,,pandas,1,0.000023,0,0
pandas.core.computation.expr.PandasExprVisitor,pandas.core.computation.expr.PandasExprVisitor,,pandas,1,0.000024,0,0
pandas.io.stata.StataWriter,pandas.io.stata.StataWriter,,pandas,1,0.000023,0,0
parse_benchmark_cmdline_args,parse_benchmark_cmdline_args,,parse_benchmark_cmdline_args,1,0.000024,0,0
Interpreter.Node.__init__,Interpreter.Node.__init__,,Interpreter,3,0.000024,0,0
pandas.core.dtypes.inference.is_dataclass,pandas.core.dtypes.inference.is_dataclass,,pandas,1,0.000023,0,0
tkinter.Text,tkinter.Text,,tkinter,1,0.000022,0,0
json.decoder.JSONDecoder.__init__,json.decoder.JSONDecoder.__init__,,json,2,0.000021,0,0
numpy.compat._inspect.<module>,numpy.compat._inspect.<module>,,numpy,1,0.000021,0,0
subprocess.Popen.__exit__,subprocess.Popen.__exit__,,subprocess,1,0.000021,0,0
numpy.matrixlib.defmatrix.matrix,numpy.matrixlib.defmatrix.matrix,,numpy,1,0.000021,0,0
numpy.lib.index_tricks.RClass.__init__,numpy.lib.index_tricks.RClass.__init__,,numpy,2,0.000021,0,0
sre_parse.Tokenizer.seek,sre_parse.Tokenizer.seek,,sre_parse,2,0.000021,0,0
cffi.api.FFI,cffi.api.FFI,,cffi,1,0.000022,0,0
PIL.Image.register_extensions,PIL.Image.register_extensions,,PIL,1,0.000022,0,0
matplotlib.transforms.LockableBbox,matplotlib.transforms.LockableBbox,,matplotlib,1,0.000022,0,0
matplotlib.transforms.Affine2D,matplotlib.transforms.Affine2D,,matplotlib,1,0.000021,0,0
pyparsing.core.__compat__,pyparsing.core.__compat__,,pyparsing,1,0.000022,0,0
pyparsing.core.Combine.set_whitespace_chars,pyparsing.core.Combine.set_whitespace_chars,,pyparsing,9,0.000022,0,0
pyparsing.core.Opt.postParse,pyparsing.core.Opt.postParse,,pyparsing,20,0.000022,0,0
pyparsing.core.MatchFirst.set_name,pyparsing.core.MatchFirst.set_name,,pyparsing,3,0.000022,0,0
pyparsing.core.NotAny.__eq__,pyparsing.core.NotAny.__eq__,,pyparsing,3,0.000022,0,0
pyparsing.core.ZeroOrMore.postParse,pyparsing.core.ZeroOrMore.postParse,,pyparsing,18,0.000021,0,0
uuid.UUID,uuid.UUID,,uuid,1,0.000022,0,0
matplotlib.legend_handler.HandlerPatch.__init__,matplotlib.legend_handler.HandlerPatch.__init__,,matplotlib,4,0.000022,0,0
pandas.core.dtypes.dtypes.CategoricalDtype,pandas.core.dtypes.dtypes.CategoricalDtype,,pandas,1,0.000022,0,0
distutils.version.<listcomp>,distutils.version.<listcomp>,,distutils,2,0.000022,0,0
pandas.core.ops.mask_ops.<module>,pandas.core.ops.mask_ops.<module>,,pandas,1,0.000021,0,0
pandas.util._decorators.deprecate_kwarg,pandas.util._decorators.deprecate_kwarg,,pandas,7,0.000021,0,0
pandas.core.accessor.delegate_names,pandas.core.accessor.delegate_names,,pandas,10,0.000022,0,0
pandas.core.arrays.sparse.dtype.SparseDtype,pandas.core.arrays.sparse.dtype.SparseDtype,,pandas,1,0.000021,0,0
pandas.core.internals.blocks.ExtensionBlock,pandas.core.internals.blocks.ExtensionBlock,,pandas,1,0.000022,0,0
pandas.io.excel._xlsxwriter._XlsxStyler,pandas.io.excel._xlsxwriter._XlsxStyler,,pandas,1,0.000021,0,0
pandas.io.pytables.Fixed,pandas.io.pytables.Fixed,,pandas,1,0.000021,0,0
pandas.io.sas.sasreader.ReaderBase,pandas.io.sas.sasreader.ReaderBase,,pandas,1,0.000021,0,0
numpy.lib.function_base._average_dispatcher,numpy.lib.function_base._average_dispatcher,,numpy,16,0.000022,0,0
pandas.io.formats.format.DataFrameFormatter._calc_max_rows_fitted,pandas.io.formats.format.DataFrameFormatter._calc_max_rows_fitted,,pandas,1,0.000022,0,0
pandas.core.dtypes.missing._isna_string_dtype,pandas.core.dtypes.missing._isna_string_dtype,,pandas,1,0.000021,0,0
__future__._Feature.__init__,__future__._Feature.__init__,,__future__,10,0.00002,0,0
pathlib.Path,pathlib.Path,,pathlib,1,0.000019,0,0
subprocess.Popen,subprocess.Popen,,subprocess,1,0.00002,0,0
copyreg.pickle,copyreg.pickle,,copyreg,2,0.000019,0,0
numpy.lib.polynomial.poly1d,numpy.lib.polynomial.poly1d,,numpy,1,0.00002,0,0
numpy.lib._iotools.StringConverter,numpy.lib._iotools.StringConverter,,numpy,1,0.000019,0,0
numpy.polynomial.polynomial.Polynomial,numpy.polynomial.polynomial.Polynomial,,numpy,1,0.000019,0,0
random.SystemRandom.__init__,random.SystemRandom.__init__,,random,1,0.000019,0,0
cffi.model.PrimitiveType,cffi.model.PrimitiveType,,cffi,1,0.00002,0,0
pyparsing.core.Or,pyparsing.core.Or,,pyparsing,1,0.000019,0,0
pyparsing.core._SingleCharLiteral._generateDefaultName,pyparsing.core._SingleCharLiteral._generateDefaultName,,pyparsing,14,0.000019,0,0
pyparsing.core._SingleCharLiteral.recurse,pyparsing.core._SingleCharLiteral.recurse,,pyparsing,19,0.000019,0,0
pyparsing.results._ParseResultsWithOffset.__getitem__,pyparsing.results._ParseResultsWithOffset.__getitem__,,pyparsing,16,0.000019,0,0
pyparsing.core.token_map,pyparsing.core.token_map,,pyparsing,5,0.00002,0,0
logging.Logger.getEffectiveLevel,logging.Logger.getEffectiveLevel,,logging,4,0.000019,0,0
pyparsing.core.StringEnd.parseImpl,pyparsing.core.StringEnd.parseImpl,,pyparsing,9,0.00002,0,0
pyparsing.util.clear,pyparsing.util.clear,,pyparsing,8,0.000019,0,0
pyparsing.core.Opt.__hash__,pyparsing.core.Opt.__hash__,,pyparsing,16,0.000019,0,0
pyparsing.core.Regex.__hash__,pyparsing.core.Regex.__hash__,,pyparsing,16,0.000019,0,0
matplotlib.tri.tripcolor.<module>,matplotlib.tri.tripcolor.<module>,,matplotlib,1,0.000019,0,0
matplotlib.projections.polar.PolarTransform,matplotlib.projections.polar.PolarTransform,,matplotlib,1,0.00002,0,0
pandas.core.arrays.boolean.BooleanArray,pandas.core.arrays.boolean.BooleanArray,,pandas,1,0.000019,0,0
pandas.core.arrays.datetimelike.DatelikeOps,pandas.core.arrays.datetimelike.DatelikeOps,,pandas,1,0.00002,0,0
pandas.tseries.offsets.<module>,pandas.tseries.offsets.<module>,,pandas,1,0.000019,0,0
pandas.core.internals.managers.SingleBlockManager,pandas.core.internals.managers.SingleBlockManager,,pandas,1,0.00002,0,0
pandas.core.window.common.<module>,pandas.core.window.common.<module>,,pandas,1,0.000019,0,0
Interpreter.Node.Correct_Depths,Interpreter.Node.Correct_Depths,,Interpreter,3,0.00002,0,0
numpy.lib.stride_tricks._broadcast_to_dispatcher,numpy.lib.stride_tricks._broadcast_to_dispatcher,,numpy,16,0.000019,0,0
pandas.core.internals.blocks.extract_pandas_array,pandas.core.internals.blocks.extract_pandas_array,,pandas,2,0.000019,0,0
pandas.core.generic.DataFrame._get_axis,pandas.core.generic.DataFrame._get_axis,,pandas,1,0.000019,0,0
pandas.core.indexes.range.RangeIndex._getitem_slice,pandas.core.indexes.range.RangeIndex._getitem_slice,,pandas,1,0.00002,0,0
pandas.core.generic.DataFrame._set_is_copy,pandas.core.generic.DataFrame._set_is_copy,,pandas,1,0.000019,0,0
pandas.core.indexes.range.RangeIndex.__getitem__,pandas.core.indexes.range.RangeIndex.__getitem__,,pandas,1,0.00002,0,0
numpy.lib.index_tricks.MGridClass.__init__,numpy.lib.index_tricks.MGridClass.__init__,,numpy,2,0.000018,0,0
cffi.model.ConstPointerType,cffi.model.ConstPointerType,,cffi,1,0.000018,0,0
pyparsing.core.MatchFirst,pyparsing.core.MatchFirst,,pyparsing,1,0.000018,0,0
pyparsing.core.Each,pyparsing.core.Each,,pyparsing,1,0.000017,0,0
pyparsing.core.AtStringStart,pyparsing.core.AtStringStart,,pyparsing,1,0.000018,0,0
pyparsing.core.Opt,pyparsing.core.Opt,,pyparsing,1,0.000018,0,0
pyparsing.core.Combine,pyparsing.core.Combine,,pyparsing,1,0.000018,0,0
pyparsing.core.Suppress,pyparsing.core.Suppress,,pyparsing,1,0.000017,0,0
pyparsing.core.OneOrMore._generateDefaultName,pyparsing.core.OneOrMore._generateDefaultName,,pyparsing,1,0.000018,0,0
pyparsing.core.Group.preParse,pyparsing.core.Group.preParse,,pyparsing,8,0.000018,0,0
pyparsing.core.Combine.__str__,pyparsing.core.Combine.__str__,,pyparsing,3,0.000017,0,0
pyparsing.core.StringEnd.__str__,pyparsing.core.StringEnd.__str__,,pyparsing,1,0.000018,0,0
matplotlib.fontconfig_pattern.<listcomp>,matplotlib.fontconfig_pattern.<listcomp>,,matplotlib,9,0.000017,0,0
os.fsdecode,os.fsdecode,,os,8,0.000018,0,0
pathlib._PosixFlavour.join_parsed_parts,pathlib._PosixFlavour.join_parsed_parts,,pathlib,8,0.000018,0,0
collections.abc.RcParams.keys,collections.abc.RcParams.keys,,collections,1,0.000017,0,0
matplotlib._api.classproperty.__init__,matplotlib._api.classproperty.__init__,,matplotlib,5,0.000017,0,0
matplotlib.backend_tools.ToolZoom,matplotlib.backend_tools.ToolZoom,,matplotlib,1,0.000017,0,0
matplotlib.backend_tools.ToolPan,matplotlib.backend_tools.ToolPan,,matplotlib,1,0.000017,0,0
dataclasses.<dictcomp>,dataclasses.<dictcomp>,,dataclasses,4,0.000017,0,0
matplotlib.textpath.TextToPath.__init__,matplotlib.textpath.TextToPath.__init__,,matplotlib,1,0.000018,0,0
