Id,Label,timeset,group,calls,time,memory_in,memory_out
sre_compile.isstring,sre_compile.isstring,,sre_compile,492,0.000621,0,0
matplotlib.colors.ListedColormap.reversed,matplotlib.colors.ListedColormap.reversed,,matplotlib,20,0.00062,0,0
matplotlib.widgets.LassoSelector,matplotlib.widgets.LassoSelector,,matplotlib,1,0.000621,0,0
matplotlib.mathtext.MathTextParser,matplotlib.mathtext.MathTextParser,,matplotlib,1,0.000616,0,0
pandas.core.dtypes.missing._isna,pandas.core.dtypes.missing._isna,,pandas,3,0.000616,0,0
sre_compile._combine_flags,sre_compile._combine_flags,,sre_compile,330,0.000612,0,0
typing._SpecialForm.__hash__,typing._SpecialForm.__hash__,,typing,516,0.000613,0,0
pyparsing.core.Regex.name,pyparsing.core.Regex.name,,pyparsing,66,0.000611,0,0
pathlib.PosixPath.__fspath__,pathlib.PosixPath.__fspath__,,pathlib,39,0.000611,0,0
sre_parse.State.__init__,sre_parse.State.__init__,,sre_parse,246,0.000607,0,0
pyparsing.core.<lambda>,pyparsing.core.<lambda>,,pyparsing,18,0.000608,0,0
matplotlib.collections.QuadMesh,matplotlib.collections.QuadMesh,,matplotlib,1,0.000608,0,0
enum._is_dunder,enum._is_dunder,,enum,239,0.000602,0,0
enum._is_sunder,enum._is_sunder,,enum,240,0.000598,0,0
enum._decompose,enum._decompose,,enum,2,0.000595,0,0
numpy.core.arrayprint._array_str_implementation,numpy.core.arrayprint._array_str_implementation,,numpy,18,0.000591,0,0
matplotlib.patches.ArrowStyle,matplotlib.patches.ArrowStyle,,matplotlib,1,0.000591,0,0
pyparsing.unicode.<listcomp>,pyparsing.unicode.<listcomp>,,pyparsing,2,0.000589,0,0
matplotlib.rcsetup.validate_color_or_auto,matplotlib.rcsetup.validate_color_or_auto,,matplotlib,23,0.00059,0,0
pyparsing.core.Group.__init__,pyparsing.core.Group.__init__,,pyparsing,12,0.000588,0,0
contextlib.helper,contextlib.helper,,contextlib,57,0.000586,0,0
hashlib.__get_openssl_constructor,hashlib.__get_openssl_constructor,,hashlib,14,0.000581,0,0
pyparsing.core.Word._parseNoCache,pyparsing.core.Word._parseNoCache,,pyparsing,16,0.000582,0,0
pandas.core.internals.managers.BlockManager.to_native_types,pandas.core.internals.managers.BlockManager.to_native_types,,pandas,1,0.000582,0,0
pandas.core.indexes.datetimelike.DatetimeIndexOpsMixin,pandas.core.indexes.datetimelike.DatetimeIndexOpsMixin,,pandas,1,0.00058,0,0
pathlib.PosixPath.__truediv__,pathlib.PosixPath.__truediv__,,pathlib,8,0.000578,0,0
typing._make_nmtuple,typing._make_nmtuple,,typing,1,0.000574,0,0
inspect._signature_is_builtin,inspect._signature_is_builtin,,inspect,31,0.000573,0,0
SourceFileLoader.get_filename,SourceFileLoader.get_filename,,SourceFileLoader,512,0.000569,0,0
matplotlib._api.deprecation.deprecated,matplotlib._api.deprecation.deprecated,,matplotlib,146,0.000568,0,0
pandas.core.indexes.range.RangeIndex,pandas.core.indexes.range.RangeIndex,,pandas,1,0.000567,0,0
pandas.core.internals.managers.BlockManager.apply,pandas.core.internals.managers.BlockManager.apply,,pandas,1,0.000565,0,0
Lab.Droplet.Get_Route,Lab.Droplet.Get_Route,,Lab,518,0.000561,0,0
SourceFileLoader.create_module,SourceFileLoader.create_module,,SourceFileLoader,512,0.00056,0,0
random.Random.choice,random.Random.choice,,random,58,0.000557,0,0
matplotlib.gridspec.SubplotSpec,matplotlib.gridspec.SubplotSpec,,matplotlib,1,0.000556,0,0
matplotlib.axis.Axis,matplotlib.axis.Axis,,matplotlib,1,0.000551,0,0
Lab.Lab.Combine_Dicts,Lab.Lab.Combine_Dicts,,Lab,191,0.000552,0,0
numpy.core.function_base.<module>,numpy.core.function_base.<module>,,numpy,1,0.000551,0,0
codecs.IncrementalDecoder.decode,codecs.IncrementalDecoder.decode,,codecs,101,0.000551,0,0
Lab.DNA.__str__,Lab.DNA.__str__,,Lab,421,0.00055,0,0
hmac.<genexpr>,hmac.<genexpr>,,hmac,514,0.000548,0,0
numpy.core._type_aliases.bitname,numpy.core._type_aliases.bitname,,numpy,16,0.000545,0,0
matplotlib.cbook._get_data_path,matplotlib.cbook._get_data_path,,matplotlib,2,0.000545,0,0
pandas.core.window.online.<module>,pandas.core.window.online.<module>,,pandas,1,0.000539,0,0
random.Random._randbelow_with_getrandbits,random.Random._randbelow_with_getrandbits,,random,156,0.000533,0,0
copyreg.__newobj__,copyreg.__newobj__,,copyreg,401,0.00053,0,0
pandas.core.arrays.categorical.Categorical,pandas.core.arrays.categorical.Categorical,,pandas,1,0.00053,0,0
pathlib.PosixPath.__str__,pathlib.PosixPath.__str__,,pathlib,52,0.000524,0,0
matplotlib.rcsetup.validate_bool,matplotlib.rcsetup.validate_bool,,matplotlib,231,0.000524,0,0
pandas.io.parquet.<module>,pandas.io.parquet.<module>,,pandas,1,0.000525,0,0
matplotlib.mathtext.MathtextBackendPs,matplotlib.mathtext.MathtextBackendPs,,matplotlib,1,0.000524,0,0
matplotlib.legend.Legend,matplotlib.legend.Legend,,matplotlib,1,0.000521,0,0
pandas.core.ops.docstrings.make_flex_doc,pandas.core.ops.docstrings.make_flex_doc,,pandas,36,0.000522,0,0
Lab.Gridpoint.Set_Pull_Data,Lab.Gridpoint.Set_Pull_Data,,Lab,83,0.00052,0,0
pandas.io.formats.csvs.CSVFormatter._initialize_columns,pandas.io.formats.csvs.CSVFormatter._initialize_columns,,pandas,1,0.000519,0,0
pandas.core.dtypes.generic.<module>,pandas.core.dtypes.generic.<module>,,pandas,1,0.000516,0,0
pandas.io.sql.<module>,pandas.io.sql.<module>,,pandas,1,0.000518,0,0
pandas.core.indexes.base.RangeIndex._format_native_types,pandas.core.indexes.base.RangeIndex._format_native_types,,pandas,2,0.000516,0,0
types.DynamicClassAttribute.__get__,types.DynamicClassAttribute.__get__,,types,70,0.000516,0,0
matplotlib.mathtext.MathtextBackendPdf,matplotlib.mathtext.MathtextBackendPdf,,matplotlib,1,0.000516,0,0
matplotlib.transforms.<genexpr>,matplotlib.transforms.<genexpr>,,matplotlib,424,0.000513,0,0
pandas.core.indexes.numeric.NumericIndex,pandas.core.indexes.numeric.NumericIndex,,pandas,1,0.000513,0,0
textwrap.fill,textwrap.fill,,textwrap,2,0.000514,0,0
numpy.lib.stride_tricks.<module>,numpy.lib.stride_tricks.<module>,,numpy,1,0.000511,0,0
numpy.lib.histograms.<module>,numpy.lib.histograms.<module>,,numpy,1,0.000511,0,0
pandas.core.arrays.timedeltas.TimedeltaArray,pandas.core.arrays.timedeltas.TimedeltaArray,,pandas,1,0.000512,0,0
matplotlib.patches.Patch,matplotlib.patches.Patch,,matplotlib,1,0.000509,0,0
numpy.lib.mixins.<module>,numpy.lib.mixins.<module>,,numpy,1,0.000508,0,0
typing._GenericAlias.__eq__,typing._GenericAlias.__eq__,,typing,348,0.000506,0,0
zipfile.<module>,zipfile.<module>,,zipfile,1,0.000506,0,0
pandas._config.config.CallableDynamicDoc.__call__,pandas._config.config.CallableDynamicDoc.__call__,,pandas,7,0.000506,0,0
pandas.core.indexes.extension.ExtensionIndex,pandas.core.indexes.extension.ExtensionIndex,,pandas,1,0.000502,0,0
result_type,result_type,,result_type,46,0.000497,0,0
pandas.core.internals.managers._form_blocks,pandas.core.internals.managers._form_blocks,,pandas,1,0.000497,0,0
hashlib.__get_builtin_constructor,hashlib.__get_builtin_constructor,,hashlib,8,0.000493,0,0
numpy.ma.extras._fromnxfunction_single.__init__,numpy.ma.extras._fromnxfunction_single.__init__,,numpy,2,0.000494,0,0
pandas.core.arrays._mixins.NDArrayBackedExtensionArray,pandas.core.arrays._mixins.NDArrayBackedExtensionArray,,pandas,1,0.000491,0,0
matplotlib.cbook.CallbackRegistry,matplotlib.cbook.CallbackRegistry,,matplotlib,1,0.00049,0,0
urllib.parse.urlsplit,urllib.parse.urlsplit,,urllib,1,0.00049,0,0
numpy.core.getlimits.MachArLike._float_to_float,numpy.core.getlimits.MachArLike._float_to_float,,numpy,36,0.000487,0,0
pyparsing.core.Literal.copy,pyparsing.core.Literal.copy,,pyparsing,13,0.000486,0,0
pandas._config.config.wrap,pandas._config.config.wrap,,pandas,72,0.000486,0,0
Scheduler.Scheduler.Node_Select,Scheduler.Scheduler.Node_Select,,Scheduler,6,0.000486,0,0
pyparsing.util.set_,pyparsing.util.set_,,pyparsing,72,0.000484,0,0
pandas.io.formats.format.DataFrameFormatter.__init__,pandas.io.formats.format.DataFrameFormatter.__init__,,pandas,1,0.000484,0,0
pandas.io.formats.info.<module>,pandas.io.formats.info.<module>,,pandas,1,0.000483,0,0
pandas.core.internals.blocks.ObjectBlock.to_native_types,pandas.core.internals.blocks.ObjectBlock.to_native_types,,pandas,1,0.000481,0,0
numpy.ma.extras._fromnxfunction_single.getdoc,numpy.ma.extras._fromnxfunction_single.getdoc,,numpy,2,0.000481,0,0
matplotlib.tri.triinterpolate.<module>,matplotlib.tri.triinterpolate.<module>,,matplotlib,1,0.000481,0,0
pathlib.PosixPath._make_child_relpath,pathlib.PosixPath._make_child_relpath,,pathlib,28,0.000479,0,0
matplotlib.mathtext.MathtextBackendPath,matplotlib.mathtext.MathtextBackendPath,,matplotlib,1,0.000472,0,0
csv.<module>,csv.<module>,,csv,1,0.000472,0,0
pandas.core.indexes.period.PeriodIndex,pandas.core.indexes.period.PeriodIndex,,pandas,1,0.000471,0,0
pyparsing.core.Word.__or__,pyparsing.core.Word.__or__,,pyparsing,1,0.000471,0,0
numpy.lib.mixins.NDArrayOperatorsMixin,numpy.lib.mixins.NDArrayOperatorsMixin,,numpy,1,0.000467,0,0
pyparsing.core.NotAny.leave_whitespace,pyparsing.core.NotAny.leave_whitespace,,pyparsing,6,0.000465,0,0
pathlib.PosixPath._make_child,pathlib.PosixPath._make_child,,pathlib,8,0.000463,0,0
numpy.core.arrayprint.float128.wrapper,numpy.core.arrayprint.float128.wrapper,,numpy,18,0.00046,0,0
pandas.util._decorators.doc,pandas.util._decorators.doc,,pandas,231,0.00046,0,0
pandas.core.internals.construction._convert_object_array,pandas.core.internals.construction._convert_object_array,,pandas,1,0.00046,0,0
pyparsing.core.And.__or__,pyparsing.core.And.__or__,,pyparsing,5,0.000459,0,0
pyparsing.core.Suppress.parseImpl,pyparsing.core.Suppress.parseImpl,,pyparsing,10,0.000456,0,0
pyparsing.core.StringEnd._parseNoCache,pyparsing.core.StringEnd._parseNoCache,,pyparsing,9,0.000458,0,0
numpy.core.numerictypes.issubdtype,numpy.core.numerictypes.issubdtype,,numpy,30,0.000454,0,0
logging.Logger.__init__,logging.Logger.__init__,,logging,50,0.000453,0,0
matplotlib.legend_handler.<module>,matplotlib.legend_handler.<module>,,matplotlib,1,0.000452,0,0
textwrap.TextWrapper.fill,textwrap.TextWrapper.fill,,textwrap,2,0.000451,0,0
pyparsing.util.get,pyparsing.util.get,,pyparsing,72,0.000446,0,0
mpl_toolkits.mplot3d.art3d.Patch3D,mpl_toolkits.mplot3d.art3d.Patch3D,,mpl_toolkits,1,0.000444,0,0
mpl_toolkits.mplot3d.art3d.PathPatch3D,mpl_toolkits.mplot3d.art3d.PathPatch3D,,mpl_toolkits,1,0.000445,0,0
mpl_toolkits.mplot3d.art3d.Path3DCollection,mpl_toolkits.mplot3d.art3d.Path3DCollection,,mpl_toolkits,1,0.000445,0,0
pandas.core.internals.construction.<listcomp>,pandas.core.internals.construction.<listcomp>,,pandas,1,0.000443,0,0
matplotlib._api.check_shape,matplotlib._api.check_shape,,matplotlib,19,0.000441,0,0
mpl_toolkits.mplot3d.art3d.Poly3DCollection,mpl_toolkits.mplot3d.art3d.Poly3DCollection,,mpl_toolkits,1,0.00044,0,0
pandas._config.config._get_option,pandas._config.config._get_option,,pandas,7,0.000441,0,0
pandas.core.indexing._iLocIndexer.__getitem__,pandas.core.indexing._iLocIndexer.__getitem__,,pandas,1,0.000439,0,0
mpl_toolkits.mplot3d.art3d.Patch3DCollection,mpl_toolkits.mplot3d.art3d.Patch3DCollection,,mpl_toolkits,1,0.000437,0,0
pyparsing.core.StringEnd._parseCache,pyparsing.core.StringEnd._parseCache,,pyparsing,4,0.000435,0,0
abc.register,abc.register,,abc,16,0.000432,0,0
matplotlib.rcsetup.ValidateInStrings.__call__,matplotlib.rcsetup.ValidateInStrings.__call__,,matplotlib,133,0.000434,0,0
pandas.core.computation.pytables.<module>,pandas.core.computation.pytables.<module>,,pandas,1,0.000432,0,0
textwrap.TextWrapper.wrap,textwrap.TextWrapper.wrap,,textwrap,2,0.000432,0,0
pathlib.home,pathlib.home,,pathlib,3,0.00043,0,0
pandas.core.arrays.period.PeriodArray,pandas.core.arrays.period.PeriodArray,,pandas,1,0.000427,0,0
matplotlib._color_data.<dictcomp>,matplotlib._color_data.<dictcomp>,,matplotlib,1,0.000425,0,0
enum._find_data_type,enum._find_data_type,,enum,44,0.000424,0,0
pandas.util._decorators.Appender.__init__,pandas.util._decorators.Appender.__init__,,pandas,160,0.000424,0,0
numpy.ma.core._DomainedBinaryOperation.__init__,numpy.ma.core._DomainedBinaryOperation.__init__,,numpy,12,0.000422,0,0
ast.parse,ast.parse,,ast,17,0.000422,0,0
matplotlib.rcsetup._validate_cmap,matplotlib.rcsetup._validate_cmap,,matplotlib,12,0.000422,0,0
pyparsing.core.Literal.name,pyparsing.core.Literal.name,,pyparsing,35,0.000417,0,0
pyparsing.core.MatchFirst.__add__,pyparsing.core.MatchFirst.__add__,,pyparsing,1,0.000418,0,0
Lab.Lab.Add_Commands,Lab.Lab.Add_Commands,,Lab,219,0.000417,0,0
ndim,ndim,,ndim,30,0.000416,0,0
pandas.core.internals.construction.convert,pandas.core.internals.construction.convert,,pandas,3,0.000416,0,0
matplotlib.RcParams.__iter__,matplotlib.RcParams.__iter__,,matplotlib,306,0.000414,0,0
pandas.core.arrays.sparse.array.SparseArray,pandas.core.arrays.sparse.array.SparseArray,,pandas,1,0.000414,0,0
numpy.core.fromnumeric._mean_dispatcher,numpy.core.fromnumeric._mean_dispatcher,,numpy,315,0.000409,0,0
pandas.core.accessor.<module>,pandas.core.accessor.<module>,,pandas,1,0.000407,0,0
pandas.core.dtypes.missing._isna_array,pandas.core.dtypes.missing._isna_array,,pandas,3,0.000407,0,0
pandas.core.indexing._iLocIndexer._getitem_axis,pandas.core.indexing._iLocIndexer._getitem_axis,,pandas,1,0.000404,0,0
pyparsing.core.Combine.copy,pyparsing.core.Combine.copy,,pyparsing,9,0.000394,0,0
copyto,copyto,,copyto,37,0.000392,0,0
sre_parse._uniq,sre_parse._uniq,,sre_parse,181,0.00039,0,0
matplotlib.rcsetup._validate_linestyle,matplotlib.rcsetup._validate_linestyle,,matplotlib,37,0.000391,0,0
matplotlib.pyplot.close,matplotlib.pyplot.close,,matplotlib,3,0.000387,0,0
sre_parse.Tokenizer.getwhile,sre_parse.Tokenizer.getwhile,,sre_parse,12,0.000382,0,0
pandas.core.internals.construction._homogenize,pandas.core.internals.construction._homogenize,,pandas,1,0.000382,0,0
locale.getpreferredencoding,locale.getpreferredencoding,,locale,30,0.000381,0,0
re._subx,re._subx,,re,15,0.00038,0,0
pandas.core.indexes.timedeltas.<module>,pandas.core.indexes.timedeltas.<module>,,pandas,1,0.000381,0,0
pandas.core.indexing._iLocIndexer._get_slice_axis,pandas.core.indexing._iLocIndexer._get_slice_axis,,pandas,1,0.00038,0,0
pyparsing.core.NotAny.copy,pyparsing.core.NotAny.copy,,pyparsing,10,0.000379,0,0
pathlib._from_parsed_parts,pathlib._from_parsed_parts,,pathlib,37,0.000379,0,0
pandas.compat.chainmap.<module>,pandas.compat.chainmap.<module>,,pandas,1,0.000379,0,0
enum._is_descriptor,enum._is_descriptor,,enum,160,0.000377,0,0
pyparsing.core.Opt.__add__,pyparsing.core.Opt.__add__,,pyparsing,3,0.000377,0,0
pyparsing.core.MatchFirst.__or__,pyparsing.core.MatchFirst.__or__,,pyparsing,4,0.000374,0,0
pandas.core.strings.accessor._map_and_wrap,pandas.core.strings.accessor._map_and_wrap,,pandas,9,0.000371,0,0
pyparsing.core._MultipleMatch,pyparsing.core._MultipleMatch,,pyparsing,1,0.000367,0,0
pyparsing.core.NotAny.__init__,pyparsing.core.NotAny.__init__,,pyparsing,9,0.000364,0,0
pandas.core.strings.base.<module>,pandas.core.strings.base.<module>,,pandas,1,0.000364,0,0
pyparsing.core.Regex.default_name,pyparsing.core.Regex.default_name,,pyparsing,48,0.000364,0,0
matplotlib._get_xdg_config_dir,matplotlib._get_xdg_config_dir,,matplotlib,1,0.000362,0,0
matplotlib.path.Path._update_values,matplotlib.path.Path._update_values,,matplotlib,19,0.000364,0,0
pandas.core.arrays.datetimes.DatetimeArray,pandas.core.arrays.datetimes.DatetimeArray,,pandas,1,0.000362,0,0
pandas.core.window.doc.<module>,pandas.core.window.doc.<module>,,pandas,1,0.000361,0,0
typing.IO,typing.IO,,typing,1,0.00036,0,0
matplotlib.collections.Collection,matplotlib.collections.Collection,,matplotlib,1,0.000357,0,0
numpy.lib.ufunclike.<module>,numpy.lib.ufunclike.<module>,,numpy,1,0.000356,0,0
matplotlib.backend_tools.Cursors,matplotlib.backend_tools.Cursors,,matplotlib,1,0.000353,0,0
matplotlib._pylab_helpers.destroy_all,matplotlib._pylab_helpers.destroy_all,,matplotlib,3,0.000349,0,0
subprocess.<genexpr>,subprocess.<genexpr>,,subprocess,16,0.000346,0,0
pyparsing.unicode.pyparsing_unicode,pyparsing.unicode.pyparsing_unicode,,pyparsing,1,0.000346,0,0
numpy.fft.helper.<module>,numpy.fft.helper.<module>,,numpy,1,0.000342,0,0
pandas._typing.<lambda>,pandas._typing.<lambda>,,pandas,339,0.000342,0,0
pandas.core.indexes.category.CategoricalIndex,pandas.core.indexes.category.CategoricalIndex,,pandas,1,0.000341,0,0
Lab.Lab.Update_Inst,Lab.Lab.Update_Inst,,Lab,191,0.000342,0,0
pandas.core.internals.blocks.new_block,pandas.core.internals.blocks.new_block,,pandas,2,0.000341,0,0
numpy.polynomial._polybase.<module>,numpy.polynomial._polybase.<module>,,numpy,1,0.000338,0,0
matplotlib.fontconfig_pattern.FontconfigPatternParser._family,matplotlib.fontconfig_pattern.FontconfigPatternParser._family,,matplotlib,9,0.000331,0,0
Interpreter.Build_Tree,Interpreter.Build_Tree,,Interpreter,1,0.000331,0,0
pandas.errors.<module>,pandas.errors.<module>,,pandas,1,0.000328,0,0
pandas.core.nanops.disallow.__call__,pandas.core.nanops.disallow.__call__,,pandas,11,0.000328,0,0
pyparsing.unicode.<genexpr>,pyparsing.unicode.<genexpr>,,pyparsing,174,0.000324,0,0
matplotlib.cbook.get_aliased_and_aliases,matplotlib.cbook.get_aliased_and_aliases,,matplotlib,12,0.000324,0,0
pandas.core.construction.sanitize_array,pandas.core.construction.sanitize_array,,pandas,3,0.000323,0,0
pandas.core.internals.blocks.to_native_types,pandas.core.internals.blocks.to_native_types,,pandas,1,0.000323,0,0
matplotlib.backend_bases.FigureCanvasBase,matplotlib.backend_bases.FigureCanvasBase,,matplotlib,1,0.000322,0,0
matplotlib._api.check_isinstance,matplotlib._api.check_isinstance,,matplotlib,12,0.000318,0,0
pandas.core.arrays.datetimelike.DatetimeLikeArrayMixin,pandas.core.arrays.datetimelike.DatetimeLikeArrayMixin,,pandas,1,0.000318,0,0
numpy.core._exceptions.<module>,numpy.core._exceptions.<module>,,numpy,1,0.000317,0,0
re._compile_repl,re._compile_repl,,re,3,0.000314,0,0
pandas._config.config._get_single_key,pandas._config.config._get_single_key,,pandas,7,0.00031,0,0
pandas._testing.contexts.<module>,pandas._testing.contexts.<module>,,pandas,1,0.00031,0,0
numpy.core.numeric.extend_all,numpy.core.numeric.extend_all,,numpy,6,0.000309,0,0
numpy.core.records.<module>,numpy.core.records.<module>,,numpy,1,0.000308,0,0
logging.Manager._fixupParents,logging.Manager._fixupParents,,logging,25,0.000309,0,0
pandas.core.strings.base.BaseStringArrayMethods,pandas.core.strings.base.BaseStringArrayMethods,,pandas,1,0.000307,0,0
traceback.FrameSummary.__getitem__,traceback.FrameSummary.__getitem__,,traceback,48,0.000307,0,0
pyparsing.exceptions.ParseException.__init__,pyparsing.exceptions.ParseException.__init__,,pyparsing,93,0.000307,0,0
matplotlib.streamplot.<module>,matplotlib.streamplot.<module>,,matplotlib,1,0.000306,0,0
pandas._config.config.deprecate_option,pandas._config.config.deprecate_option,,pandas,2,0.000304,0,0
pyparsing.core.Word.__str__,pyparsing.core.Word.__str__,,pyparsing,4,0.000303,0,0
matplotlib.rcsetup._validate_greaterequal0_lessequal1,matplotlib.rcsetup._validate_greaterequal0_lessequal1,,matplotlib,35,0.000302,0,0
numpy.core.arrayprint._guarded_repr_or_str,numpy.core.arrayprint._guarded_repr_or_str,,numpy,18,0.000298,0,0
cycler.Cycler.__iter__,cycler.Cycler.__iter__,,cycler,141,0.000298,0,0
numpy.core._type_aliases._bits_of,numpy.core._type_aliases._bits_of,,numpy,16,0.000297,0,0
numpy.core.einsumfunc.<module>,numpy.core.einsumfunc.<module>,,numpy,1,0.000297,0,0
matplotlib.axis.Tick,matplotlib.axis.Tick,,matplotlib,1,0.000296,0,0
pandas.core.groupby.generic.pinner,pandas.core.groupby.generic.pinner,,pandas,2,0.000297,0,0
pandas.core.dtypes.common.is_string_dtype,pandas.core.dtypes.common.is_string_dtype,,pandas,3,0.000297,0,0
matplotlib._api.caching_module_getattr,matplotlib._api.caching_module_getattr,,matplotlib,5,0.000294,0,0
pyparsing.core.Diagnostics,pyparsing.core.Diagnostics,,pyparsing,1,0.000293,0,0
pyparsing.core.MatchFirst.__eq__,pyparsing.core.MatchFirst.__eq__,,pyparsing,4,0.000292,0,0
pandas.core.groupby.groupby.BaseGroupBy,pandas.core.groupby.groupby.BaseGroupBy,,pandas,1,0.000293,0,0
codecs.IncrementalDecoder.__init__,codecs.IncrementalDecoder.__init__,,codecs,66,0.000291,0,0
subprocess.Popen._close_pipe_fds,subprocess.Popen._close_pipe_fds,,subprocess,1,0.00029,0,0
pathlib.PosixPath.stem,pathlib.PosixPath.stem,,pathlib,28,0.00029,0,0
pandas.core.arrays.categorical._cat_compare_op,pandas.core.arrays.categorical._cat_compare_op,,pandas,6,0.00029,0,0
signal.<lambda>,signal.<lambda>,,signal,231,0.000288,0,0
pyparsing.core.Suppress._parseCache,pyparsing.core.Suppress._parseCache,,pyparsing,2,0.000288,0,0
matplotlib.units.<module>,matplotlib.units.<module>,,matplotlib,1,0.000289,0,0
pandas.core.arrays.masked.BaseMaskedArray,pandas.core.arrays.masked.BaseMaskedArray,,pandas,1,0.000288,0,0
numpy.lib.mixins._numeric_methods,numpy.lib.mixins._numeric_methods,,numpy,13,0.000288,0,0
dataclasses._is_type,dataclasses._is_type,,dataclasses,28,0.000287,0,0
matplotlib.patches.<genexpr>,matplotlib.patches.<genexpr>,,matplotlib,252,0.000286,0,0
pandas.core.indexes.base.default_index,pandas.core.indexes.base.default_index,,pandas,2,0.000284,0,0
matplotlib.ticker.TickHelper,matplotlib.ticker.TickHelper,,matplotlib,1,0.000282,0,0
matplotlib._pylab_helpers.<module>,matplotlib._pylab_helpers.<module>,,matplotlib,1,0.000283,0,0
dataclasses.field,dataclasses.field,,dataclasses,21,0.000283,0,0
pandas.core.arrays.string_arrow.<module>,pandas.core.arrays.string_arrow.<module>,,pandas,1,0.000283,0,0
pyparsing.core.Regex.__str__,pyparsing.core.Regex.__str__,,pyparsing,22,0.000278,0,0
sre_parse.parse_template,sre_parse.parse_template,,sre_parse,3,0.00028,0,0
logging._StderrHandler.__init__,logging._StderrHandler.__init__,,logging,3,0.000277,0,0
pandas.core.dtypes.dtypes.construct_from_string,pandas.core.dtypes.dtypes.construct_from_string,,pandas,68,0.000276,0,0
pandas.core.internals.managers._simple_blockify,pandas.core.internals.managers._simple_blockify,,pandas,1,0.000277,0,0
pandas.tseries.frequencies.<module>,pandas.tseries.frequencies.<module>,,pandas,1,0.000274,0,0
pandas.io.formats.csvs.<module>,pandas.io.formats.csvs.<module>,,pandas,1,0.000274,0,0
pyparsing.core.LineEnd.__init__,pyparsing.core.LineEnd.__init__,,pyparsing,12,0.000272,0,0
pyparsing.core._SingleCharLiteral.__str__,pyparsing.core._SingleCharLiteral.__str__,,pyparsing,18,0.000271,0,0
pandas.compat.numpy.function.<module>,pandas.compat.numpy.function.<module>,,pandas,1,0.000272,0,0
pandas.core.accessor._create_delegator_property,pandas.core.accessor._create_delegator_property,,pandas,62,0.000271,0,0
Scheduler.Scheduler.Node_Pull,Scheduler.Scheduler.Node_Pull,,Scheduler,9,0.000272,0,0
numpy._sanity_check,numpy._sanity_check,,numpy,1,0.000269,0,0
matplotlib.hatch.<module>,matplotlib.hatch.<module>,,matplotlib,1,0.00027,0,0
matplotlib.contour.ContourLabeler,matplotlib.contour.ContourLabeler,,matplotlib,1,0.00027,0,0
pandas.core.arrays.string_.<module>,pandas.core.arrays.string_.<module>,,pandas,1,0.000269,0,0
matplotlib.widgets.TextBox,matplotlib.widgets.TextBox,,matplotlib,1,0.000266,0,0
pandas._config.config.is_one_of_factory,pandas._config.config.is_one_of_factory,,pandas,16,0.000265,0,0
pandas.core.dtypes.common._is_dtype,pandas.core.dtypes.common._is_dtype,,pandas,3,0.000266,0,0
pandas.core.generic.DataFrame._slice,pandas.core.generic.DataFrame._slice,,pandas,1,0.000263,0,0
numpy.core.getlimits.<module>,numpy.core.getlimits.<module>,,numpy,1,0.000259,0,0
pandas.io.common.get_compression_method,pandas.io.common.get_compression_method,,pandas,1,0.00026,0,0
typing.TextIO,typing.TextIO,,typing,1,0.000258,0,0
pyparsing.core.FollowedBy.leave_whitespace,pyparsing.core.FollowedBy.leave_whitespace,,pyparsing,2,0.000258,0,0
pandas.core.computation.expr._node_not_implemented,pandas.core.computation.expr._node_not_implemented,,pandas,162,0.000256,0,0
numpy.core._ufunc_config.<module>,numpy.core._ufunc_config.<module>,,numpy,1,0.000251,0,0
numpy.lib._iotools.<module>,numpy.lib._iotools.<module>,,numpy,1,0.000252,0,0
pandas.core.internals.blocks.Block,pandas.core.internals.blocks.Block,,pandas,1,0.000251,0,0
cycler.Cycler.__init__,cycler.Cycler.__init__,,cycler,16,0.000249,0,0
matplotlib.colorbar.__getattr__,matplotlib.colorbar.__getattr__,,matplotlib,1,0.000251,0,0
_NamespacePath._get_parent_path,_NamespacePath._get_parent_path,,_NamespacePath,1,0.00025,0,0
pandas.core.indexes.range.__new__,pandas.core.indexes.range.__new__,,pandas,2,0.00025,0,0
numpy.core.multiarray.concatenate,numpy.core.multiarray.concatenate,,numpy,161,0.000248,0,0
typing._tp_cache,typing._tp_cache,,typing,4,0.000248,0,0
pyparsing.core.Literal.default_name,pyparsing.core.Literal.default_name,,pyparsing,35,0.000248,0,0
pyparsing.core.And.__eq__,pyparsing.core.And.__eq__,,pyparsing,35,0.000247,0,0
matplotlib.get_data_path,matplotlib.get_data_path,,matplotlib,1,0.000248,0,0
matplotlib._cm.<module>,matplotlib._cm.<module>,,matplotlib,1,0.000248,0,0
pandas._config.display.<module>,pandas._config.display.<module>,,pandas,1,0.000248,0,0
contextlib._GeneratorContextManager.__init__,contextlib._GeneratorContextManager.__init__,,contextlib,57,0.000246,0,0
pandas.core.arrays.base.ExtensionArray,pandas.core.arrays.base.ExtensionArray,,pandas,1,0.000246,0,0
pandas.io.common._is_binary_mode,pandas.io.common._is_binary_mode,,pandas,2,0.000247,0,0
typing.BinaryIO,typing.BinaryIO,,typing,1,0.000244,0,0
matplotlib.style.core.reload_library,matplotlib.style.core.reload_library,,matplotlib,1,0.000244,0,0
matplotlib._get_xdg_cache_dir,matplotlib._get_xdg_cache_dir,,matplotlib,1,0.000242,0,0
