hardware vs. memory (1000),,
time+,csel-kh1250-13,csel-kh1262-13
514.92,1.1,
515.25,1.1,
515.59,1.1,
515.92,1.1,
516.25,1.1,
516.59,1.1,
516.93,1.1,
517.26,1.1,
517.59,1.1,
517.93,1.1,
518.27,1.1,
518.6,1.1,
518.93,1.1,
519.27,1.1,
519.6,1.1,
519.94,1.1,
520.27,1.1,
520.61,1.1,
520.95,1.1,
521.28,1.1,
521.62,1.1,
521.95,1.1,
522.29,1.1,
522.62,1.1,
522.96,1.1,
523.29,1.1,
523.63,1.1,
523.96,1.1,
524.3,1.1,
524.63,1.1,
524.97,1.1,
525.3,1.1,
525.64,1.1,
525.97,1.1,
526.3,1.1,
526.64,1.1,
526.98,1.1,
527.31,1.1,
527.64,1.1,
527.98,1.1,
528.32,1.1,
528.65,1.1,
528.98,1.1,
529.32,1.1,
529.66,1.1,
529.99,1.1,
530.32,1.1,
530.66,1.1,
530.99,1.1,
531.33,1.1,
531.66,1.1,
532.0,1.1,
532.33,1.1,
532.67,1.1,
533.0,1.1,
533.34,1.1,
533.67,1.1,
534.01,1.1,
534.34,1.1,
534.68,1.1,
535.01,1.1,
535.35,1.1,
535.68,1.1,
536.02,1.1,
536.35,1.1,
536.69,1.1,
537.02,1.1,
537.36,1.1,
537.69,1.1,
538.02,1.1,
538.36,1.1,
538.7,1.1,
539.03,1.1,
539.36,1.1,
539.7,1.1,
540.04,1.1,
540.37,1.1,
540.71,1.1,
541.05,1.1,
541.38,1.1,
541.72,1.1,
542.05,1.1,
542.38,1.1,
542.72,1.1,
543.06,1.1,
543.39,1.1,
543.72,1.1,
544.06,1.1,
544.39,1.1,
544.73,1.1,
545.06,1.1,
545.4,1.1,
545.74,1.1,
546.07,1.1,
546.41,1.1,
546.74,1.1,
547.08,1.1,
547.41,1.1,
547.75,1.1,
548.08,1.1,
548.42,1.1,
548.75,1.1,
549.09,1.1,
549.42,1.1,
549.76,1.1,
550.09,1.1,
550.43,1.1,
550.77,1.1,
551.1,1.1,
551.44,1.1,
551.77,1.1,
552.11,1.1,
552.44,1.1,
552.78,1.1,
553.11,1.1,
553.45,1.1,
553.78,1.1,
554.12,1.1,
554.45,1.1,
554.78,1.1,
555.12,1.1,
555.46,1.1,
555.79,1.1,
556.13,1.1,
556.46,1.1,
556.8,1.1,
557.13,1.1,
557.46,1.1,
557.8,1.1,
558.14,1.1,
558.47,1.1,
558.8,1.1,
559.14,1.1,
559.48,1.1,
559.81,1.1,
560.14,1.1,
560.48,1.1,
560.81,1.1,
561.15,1.1,
561.48,1.1,
561.82,1.1,
562.15,1.1,
562.49,1.1,
562.82,1.1,
563.16,1.1,
563.49,1.1,
563.83,1.1,
564.16,1.1,
564.5,1.1,
564.83,1.1,
565.17,1.1,
565.51,1.1,
565.84,1.1,
566.18,1.1,
566.51,1.1,
566.85,1.1,
567.18,1.1,
567.52,1.1,
567.85,1.1,
568.19,1.1,
568.52,1.1,
568.86,1.1,
569.19,1.1,
569.52,1.1,
569.86,1.1,
570.2,1.1,
570.54,1.1,
570.87,1.1,
571.2,1.1,
571.54,1.1,
571.88,1.1,
572.21,1.1,
572.55,1.1,
572.88,1.1,
573.22,1.1,
573.56,1.1,
573.89,1.1,
574.22,1.1,
574.56,1.1,
574.89,1.1,
575.23,1.1,
575.56,1.1,
575.9,1.1,
576.23,1.1,
576.57,1.1,
576.9,1.1,
577.24,1.1,
577.57,1.1,
577.91,1.1,
578.25,1.1,
578.58,1.1,
578.92,1.1,
579.25,1.1,
579.59,1.1,
579.92,1.1,
580.26,1.1,
580.6,1.1,
580.94,1.1,
581.27,1.1,
581.61,1.1,
581.94,1.1,
582.28,1.1,
582.61,1.1,
582.95,1.1,
583.29,1.1,
583.62,1.1,
583.96,1.1,
584.29,1.1,
584.63,1.1,
584.96,1.1,
585.3,1.1,
585.64,1.1,
585.97,1.1,
586.31,1.1,
586.65,1.1,
586.98,1.1,
587.32,1.1,
587.65,1.1,
587.99,1.1,
588.32,1.1,
588.66,1.1,
588.99,1.1,
589.33,1.1,
589.67,1.1,
590.0,1.1,
590.34,1.1,
590.67,1.1,
591.01,1.1,
591.34,1.1,
591.68,1.1,
592.01,1.1,
592.35,1.1,
592.69,1.1,
593.03,1.1,
593.36,1.1,
593.7,1.1,
594.03,1.1,
594.37,1.1,
594.7,1.1,
595.04,1.1,
595.38,1.1,
595.71,1.1,
596.05,1.1,
596.38,1.1,
596.72,1.1,
597.05,1.1,
597.39,1.1,
597.72,1.1,
598.06,1.1,
598.39,1.1,
598.72,1.2,
599.06,1.2,
599.39,1.2,
599.73,1.2,
600.06,1.2,
600.4,1.2,
600.74,1.2,
601.08,1.2,
601.41,1.2,
601.75,1.2,
602.08,1.2,
602.42,1.2,
602.75,1.2,
603.09,1.2,
603.42,1.2,
603.76,1.2,
604.1,1.2,
604.43,1.2,
604.77,1.2,
605.1,1.2,
605.44,1.2,
605.78,1.2,
606.12,1.2,
606.45,1.2,
606.78,1.2,
607.12,1.2,
607.46,1.2,
607.79,1.2,
608.13,1.2,
608.46,1.2,
608.8,1.2,
609.13,1.2,
609.47,1.2,
609.8,1.2,
610.14,1.2,
610.47,1.2,
610.82,1.2,
611.15,1.2,
611.49,1.2,
611.83,1.2,
612.16,1.2,
612.49,1.2,
612.83,1.2,
613.17,1.2,
613.5,1.2,
613.84,1.2,
614.17,1.2,
614.51,1.2,
614.85,1.2,
615.18,1.2,
615.52,1.2,
615.86,1.2,
616.19,1.2,
616.53,1.2,
616.87,1.2,
617.2,1.2,
617.53,1.2,
617.87,1.2,
618.21,1.2,
618.54,1.2,
618.88,1.2,
619.21,1.2,
619.55,1.2,
619.88,1.2,
620.22,1.2,
620.55,1.2,
620.89,1.2,
621.23,1.2,
621.56,1.2,
621.9,1.2,
622.23,1.2,
622.57,1.2,
622.9,1.2,
623.24,1.2,
623.57,1.2,
623.91,1.2,
624.24,1.2,
624.58,1.2,
624.91,1.2,
625.25,1.2,
625.59,1.2,
625.92,1.2,
626.26,1.2,
626.59,1.2,
626.93,1.2,
627.26,1.2,
627.6,1.2,
627.93,1.2,
628.27,1.2,
628.6,1.2,
628.94,1.2,
629.27,1.2,
629.61,1.2,
629.95,1.2,
630.28,1.2,
630.62,1.2,
630.96,1.2,
631.29,1.2,
631.63,1.2,
631.97,1.2,
632.3,1.2,
632.64,1.2,
632.97,1.2,
633.31,1.2,
633.64,1.2,
633.98,1.2,
634.31,1.2,
634.65,1.2,
634.99,1.2,
635.32,1.2,
635.66,1.2,
636.0,1.2,
636.33,1.2,
636.67,1.2,
637.01,1.2,
637.34,1.2,
637.68,1.2,
638.01,1.2,
638.35,1.2,
638.69,1.2,
639.02,1.2,
639.35,1.2,
639.69,1.2,
640.02,1.2,
640.36,1.2,
640.7,1.2,
641.03,1.2,
641.37,1.2,
641.7,1.2,
642.04,1.2,
642.38,1.2,
642.71,1.2,
643.04,1.2,
643.38,1.2,
643.72,1.2,
644.05,1.2,
644.39,1.2,
644.72,1.2,
645.06,1.2,
645.39,1.2,
645.73,1.2,
646.06,1.2,
646.4,1.2,
646.74,1.2,
647.07,1.2,
647.41,1.2,
647.74,1.2,
648.08,1.2,
648.41,1.2,
648.75,1.2,
649.08,1.2,
649.42,1.2,
649.76,1.2,
650.09,1.2,
650.42,1.2,
650.76,1.2,
651.1,1.2,
651.43,1.2,
651.77,1.2,
652.1,1.2,
652.44,1.2,
652.78,1.2,
653.11,1.2,
653.45,1.2,
653.79,1.2,
654.12,1.2,
654.46,1.2,
654.79,1.2,
655.13,1.2,
655.47,1.2,
655.81,1.2,
656.14,1.2,
656.48,1.2,
656.81,1.2,
657.15,1.2,
657.48,1.2,
657.82,1.2,
658.15,1.2,
658.49,1.2,
658.83,1.2,
659.16,1.2,
659.5,1.2,
659.83,1.2,
660.17,1.2,
660.5,1.2,
660.84,1.2,
661.18,1.2,
661.52,1.2,
661.85,1.2,
662.19,1.2,
662.52,1.2,
662.86,1.2,
663.19,1.2,
663.53,1.2,
663.87,1.2,
664.2,1.2,
664.54,1.2,
664.87,1.2,
665.2,1.2,
665.54,1.2,
665.88,1.2,
666.21,1.2,
666.55,1.2,
666.88,1.2,
667.22,1.2,
667.56,1.2,
667.89,1.2,
668.23,1.2,
668.56,1.2,
668.9,1.2,
669.23,1.2,
669.57,1.2,
669.9,1.2,
670.24,1.2,
670.58,1.2,
670.91,1.2,
671.25,1.2,
671.58,1.2,
671.92,1.2,
672.25,1.2,
672.59,1.2,
672.92,1.2,
673.26,1.2,
673.59,1.2,
673.93,1.2,
674.27,1.2,
674.6,1.2,
674.94,1.2,
675.27,1.2,
675.61,1.2,
675.95,1.2,
676.29,1.2,
676.62,1.2,
676.95,1.2,
677.29,1.2,
677.63,1.2,
677.96,1.2,
678.3,1.2,
678.63,1.2,
678.97,1.2,
679.31,1.2,
679.64,1.2,
679.97,1.2,
680.31,1.2,
680.65,1.2,
680.98,1.2,
681.32,1.2,
681.65,1.2,
681.99,1.2,
682.32,1.2,
682.66,1.2,
682.99,1.2,
683.33,1.2,
683.67,1.2,
684.0,1.2,
684.33,1.2,
684.67,1.2,
685.01,1.2,
685.34,1.2,
685.69,1.2,
686.02,1.2,
686.36,1.2,
686.69,1.2,
687.03,1.2,
687.37,1.2,
687.7,1.2,
688.04,1.2,
688.37,1.2,
688.71,1.2,
689.05,1.2,
689.38,1.2,
689.72,1.2,
690.05,1.2,
690.39,1.2,
690.73,1.2,
691.07,1.2,
691.41,1.2,
691.74,1.2,
692.08,1.2,
692.41,1.2,
692.75,1.2,
693.09,1.2,
693.42,1.2,
693.76,1.2,
694.09,1.2,
694.43,1.2,
694.77,1.2,
695.1,1.2,
695.44,1.2,
695.78,1.2,
696.11,1.2,
696.45,1.2,
696.79,1.2,
697.12,1.2,
697.46,1.2,
697.79,1.2,
698.13,1.2,
698.47,1.2,
698.8,1.2,
699.14,1.2,
699.47,1.2,
699.81,1.2,
700.15,1.2,
700.48,1.2,
700.82,1.2,
701.15,1.2,
701.49,1.2,
701.83,1.2,
702.17,1.2,
702.5,1.2,
702.84,1.2,
703.17,1.2,
703.51,1.2,
703.85,1.2,
704.18,1.2,
704.51,1.2,
704.85,1.2,
705.19,1.2,
705.52,1.2,
705.86,1.2,
706.19,1.2,
706.53,1.2,
706.87,1.2,
707.2,1.2,
707.53,1.2,
707.87,1.2,
708.21,1.2,
708.54,1.2,
708.88,1.2,
709.22,1.2,
709.55,1.2,
709.89,1.2,
710.23,1.2,
710.56,1.2,
710.89,1.2,
711.23,1.2,
711.56,1.2,
711.9,1.2,
712.24,1.2,
712.57,1.2,
712.91,1.2,
713.24,1.2,
713.58,1.2,
713.91,1.2,
714.25,1.2,
714.58,1.2,
714.92,1.2,
715.26,1.2,
715.59,1.2,
715.93,1.2,
716.26,1.2,
716.6,1.2,
716.94,1.2,
717.27,1.2,
717.6,1.2,
717.94,1.2,
718.28,1.2,
718.61,1.2,
718.95,1.2,
719.28,1.2,
719.62,1.2,
719.95,1.2,
720.29,1.2,
720.62,1.2,
720.96,1.2,
721.3,1.2,
721.64,1.2,
721.97,1.2,
722.31,1.2,
722.64,1.2,
722.98,1.2,
723.32,1.2,
723.65,1.2,
723.99,1.2,
724.32,1.2,
724.66,1.2,
724.99,1.2,
725.33,1.2,
725.66,1.2,
726.0,1.2,
726.34,1.2,
726.67,1.2,
727.0,1.2,
727.34,1.2,
727.68,1.2,
728.01,1.2,
728.35,1.2,
728.68,1.2,
729.02,1.2,
729.35,1.2,
729.69,1.2,
730.02,1.2,
730.36,1.2,
730.7,1.2,
731.04,1.2,
731.38,1.2,
731.71,1.2,
732.04,1.2,
732.38,1.2,
732.72,1.2,
733.05,1.2,
733.39,1.2,
733.72,1.2,
734.06,1.2,
734.4,1.2,
734.73,1.2,
735.06,1.2,
735.4,1.2,
735.74,1.2,
736.08,1.2,
736.41,1.2,
736.75,1.2,
737.08,1.2,
737.42,1.2,
737.76,1.2,
738.09,1.2,
738.42,1.2,
738.76,1.2,
739.1,1.2,
739.43,1.2,
739.77,1.2,
740.1,1.2,
740.44,1.2,
740.77,1.2,
741.11,1.2,
741.44,1.2,
741.78,1.2,
742.12,1.2,
742.45,1.2,
742.79,1.2,
743.12,1.2,
743.46,1.2,
743.79,1.2,
744.13,1.2,
744.46,1.2,
744.8,1.2,
745.13,1.2,
745.47,1.2,
745.81,1.2,
746.14,1.2,
746.47,1.2,
746.81,1.2,
747.15,1.2,
747.48,1.2,
747.82,1.2,
748.15,1.2,
748.49,1.2,
748.82,1.2,
749.16,1.2,
749.49,1.2,
749.83,1.2,
750.17,1.2,
750.5,1.2,
750.84,1.2,
751.18,1.2,
751.51,1.2,
751.85,1.2,
752.19,1.2,
752.52,1.2,
752.86,1.2,
753.19,1.2,
753.53,1.2,
753.86,1.2,
754.2,1.2,
754.53,1.2,
754.87,1.2,
755.21,1.2,
755.54,1.2,
755.88,1.2,
756.22,1.2,
756.55,1.2,
756.89,1.2,
757.23,1.2,
757.56,1.2,
757.89,1.2,
758.23,1.2,
758.57,1.2,
758.9,1.2,
759.24,1.2,
759.57,1.2,
759.91,1.2,
760.24,1.2,
760.58,1.2,
760.91,1.2,
761.25,1.2,
761.59,1.2,
761.92,1.2,
762.26,1.2,
762.59,1.2,
762.93,1.2,
763.27,1.2,
763.6,1.2,
763.93,1.2,
764.27,1.2,
764.61,1.2,
764.94,1.2,
765.28,1.2,
765.61,1.2,
765.95,1.2,
766.29,1.2,
766.63,1.2,
766.96,1.2,
767.3,1.2,
767.63,1.2,
767.97,1.2,
768.3,1.2,
768.64,1.2,
768.97,1.2,
769.31,1.2,
769.65,1.2,
769.98,1.2,
770.31,1.2,
770.65,1.2,
770.99,1.2,
771.32,1.2,
771.66,1.2,
771.99,1.2,
772.33,1.2,
772.66,1.2,
773.0,1.2,
773.33,1.2,
773.67,1.2,
774.01,1.2,
774.34,1.2,
774.68,1.2,
775.01,1.2,
775.35,1.2,
775.68,1.2,
776.02,1.2,
776.35,1.2,
776.69,1.2,
777.03,1.2,
777.36,1.2,
777.7,1.2,
778.04,1.2,
778.37,1.2,
778.71,1.2,
779.04,1.2,
779.38,1.2,
779.71,1.2,
780.05,1.2,
780.39,1.2,
780.72,1.2,
781.06,1.2,
781.39,1.2,
781.73,1.2,
782.07,1.2,
782.4,1.2,
782.74,1.2,
783.07,1.2,
783.41,1.2,
783.74,1.2,
784.08,1.2,
784.41,1.2,
784.75,1.2,
785.08,1.2,
785.42,1.2,
785.76,1.2,
786.09,1.2,
786.43,1.2,
786.76,1.2,
787.1,1.2,
787.43,1.2,
787.77,1.2,
788.1,1.2,
788.44,1.2,
788.78,1.2,
789.11,1.2,
789.44,1.2,
789.78,1.2,
790.11,1.2,
790.45,1.2,
790.78,1.2,
791.12,1.2,
791.46,1.2,
791.79,1.2,
792.12,1.2,
792.46,1.2,
792.8,1.2,
793.13,1.2,
793.46,1.2,
793.8,1.2,
794.13,1.2,
794.47,1.2,
794.8,1.2,
795.14,1.2,
795.47,1.2,
795.81,1.2,
796.14,1.2,
796.48,1.2,
796.81,1.2,
797.14,1.2,
797.48,1.2,
797.82,1.2,
798.15,1.2,
798.49,1.2,
798.82,1.2,
799.16,1.2,
799.49,1.2,
799.82,1.2,
800.16,1.2,
800.5,1.2,
800.83,1.2,
801.16,1.2,
801.5,1.2,
801.83,1.2,
802.17,1.2,
802.5,1.2,
802.84,1.2,
803.17,1.2,
803.51,1.2,
803.84,1.2,
804.18,1.2,
804.51,1.2,
804.85,1.2,
805.18,1.2,
805.52,1.2,
805.86,1.2,
806.19,1.2,
806.52,1.2,
806.86,1.2,
807.2,1.2,
807.53,1.2,
807.86,1.2,
808.2,1.2,
808.54,1.2,
808.87,1.2,
809.2,1.2,
809.54,1.2,
809.87,1.2,
810.21,1.2,
810.54,1.2,
810.88,1.2,
811.22,1.2,
811.55,1.2,
811.89,1.2,
812.22,1.2,
812.56,1.2,
812.89,1.2,
813.23,1.2,
813.56,1.2,
813.9,1.2,
814.23,1.2,
814.57,1.2,
814.9,1.2,
815.24,1.2,
815.57,1.2,
815.91,1.2,
816.25,1.2,
816.58,1.2,
816.92,1.2,
817.25,1.2,
817.59,1.2,
817.92,1.2,
818.26,1.2,
818.59,1.2,
818.93,1.2,
819.26,1.2,
819.6,1.2,
819.93,1.2,
820.26,1.2,
820.6,1.2,
820.94,1.2,
821.28,1.2,
821.61,1.2,
821.94,1.2,
822.28,1.2,
822.62,1.2,
822.95,1.2,
823.28,1.2,
823.62,1.2,
823.96,1.2,
824.29,1.2,
824.62,1.2,
824.96,1.2,
825.3,1.2,
825.63,1.2,
825.97,1.2,
826.3,1.2,
826.64,1.2,
826.98,1.2,
827.31,1.2,
827.64,1.2,
827.98,1.2,
828.32,1.2,
828.65,1.2,
828.98,1.2,
829.32,1.2,
829.65,1.2,
829.99,1.2,
830.32,1.2,
830.65,1.2,
830.99,1.2,
831.33,1.2,
831.66,1.2,
831.99,1.2,
832.33,1.2,
832.67,1.2,
833.0,1.2,
833.33,1.2,
833.67,1.2,
834.0,1.2,
834.34,1.2,
834.67,1.2,
835.01,1.2,
835.34,1.2,
835.68,1.2,
836.01,1.2,
836.35,1.2,
836.68,1.2,
837.02,1.2,
837.35,1.2,
837.69,1.2,
838.02,1.2,
838.36,1.2,
838.69,1.2,
839.03,1.2,
839.36,1.2,
839.7,1.2,
840.03,1.2,
840.37,1.2,
840.7,1.2,
841.04,1.2,
841.38,1.2,
841.71,1.2,
842.05,1.2,
842.38,1.2,
842.72,1.2,
843.05,1.2,
843.39,1.2,
843.72,1.2,
844.06,1.2,
844.39,1.2,
844.73,1.2,
845.06,1.2,
845.39,1.2,
845.73,1.2,
846.07,1.2,
846.41,1.2,
846.74,1.2,
847.07,1.2,
847.41,1.2,
847.74,1.2,
848.08,1.2,
848.41,1.2,
848.75,1.2,
849.08,1.2,
849.42,1.2,
849.75,1.2,
850.09,1.2,
850.42,1.2,
850.76,1.2,
851.09,1.2,
851.43,1.2,
851.76,1.2,
852.1,1.2,
852.43,1.2,
852.77,1.2,
853.1,1.2,
853.44,1.2,
853.77,1.2,
854.11,1.2,
854.44,1.2,
854.78,1.2,
855.11,1.2,
855.45,1.2,
855.78,1.2,
856.13,1.2,
856.46,1.2,
856.79,1.2,
857.13,1.2,
857.46,1.2,
857.8,1.2,
858.13,1.2,
858.47,1.2,
858.8,1.2,
859.14,1.2,
859.47,1.2,
859.81,1.2,
860.14,1.2,
860.48,1.2,
860.81,1.2,
861.15,1.2,
861.49,1.2,
861.82,1.2,
862.16,1.2,
862.49,1.2,
862.83,1.2,
863.17,1.2,
863.51,1.2,
863.84,1.2,
864.18,1.2,
864.51,1.2,
864.85,1.2,
865.18,1.2,
865.52,1.2,
865.85,1.2,
866.19,1.2,
866.53,1.2,
866.86,1.2,
867.19,1.2,
867.54,1.2,
867.87,1.2,
868.21,1.2,
868.54,1.2,
868.88,1.2,
869.21,1.2,
869.55,1.2,
869.88,1.2,
870.22,1.2,
870.55,1.2,
870.89,1.2,
871.22,1.2,
871.56,1.2,
871.89,1.2,
872.23,1.2,
872.57,1.2,
872.9,1.2,
873.24,1.2,
873.57,1.2,
873.91,1.2,
874.24,1.2,
874.58,1.2,
874.91,1.2,
875.25,1.2,
875.59,1.2,
875.92,1.2,
876.25,1.2,
876.59,1.2,
876.93,1.2,
877.26,1.2,
877.6,1.2,
877.93,1.2,
878.27,1.2,
878.61,1.2,
878.94,1.2,
879.27,1.2,
879.61,1.2,
879.94,1.2,
880.28,1.2,
880.61,1.2,
880.95,1.2,
881.28,1.2,
881.62,1.2,
881.95,1.2,
882.29,1.2,
882.62,1.2,
882.96,1.2,
883.29,1.2,
883.63,1.2,
883.96,1.2,
884.3,1.2,
884.63,1.2,
884.96,1.2,
885.3,1.2,
885.63,1.2,
885.97,1.2,
886.3,1.2,
886.64,1.2,
886.97,1.2,
887.31,1.2,
887.64,1.2,
887.98,1.2,
888.32,1.2,
888.65,1.2,
888.98,1.2,
889.32,1.2,
889.66,1.2,
889.99,1.2,
890.32,1.2,
890.66,1.2,
890.99,1.2,
891.33,1.2,
891.66,1.2,
892.0,1.2,
892.33,1.2,
892.67,1.2,
893.0,1.2,
893.34,1.2,
893.67,1.2,
894.01,1.2,
894.34,1.2,
894.68,1.2,
895.01,1.2,
895.35,1.2,
895.68,1.2,
896.02,1.2,
896.35,1.2,
896.69,1.2,
897.02,1.2,
897.36,1.2,
897.69,1.2,
898.03,1.2,
898.36,1.2,
898.7,1.2,
899.03,1.2,
899.37,1.2,
899.7,1.2,
900.04,1.2,
900.37,1.2,
900.71,1.2,
901.04,1.2,
901.38,1.2,
901.71,1.2,
902.05,1.2,
902.38,1.2,
902.72,1.2,
903.05,1.2,
903.39,1.2,
903.72,1.2,
904.06,1.2,
904.39,1.2,
904.73,1.2,
905.06,1.2,
905.4,1.2,
905.73,1.2,
906.07,1.2,
906.4,1.2,
906.74,1.2,
907.07,1.2,
907.41,1.2,
907.74,1.2,
908.08,1.2,
908.41,1.2,
908.75,1.2,
909.08,1.2,
909.42,1.2,
909.75,1.2,
910.09,1.2,
910.42,1.2,
910.76,1.2,
911.09,1.2,
911.43,1.2,
911.76,1.2,
912.1,1.2,
912.43,1.2,
912.77,1.2,
913.11,1.2,
913.44,1.2,
913.78,1.2,
914.11,1.2,
914.45,1.2,
914.78,1.2,
915.12,1.2,
915.45,1.2,
915.79,1.2,
916.12,1.2,
916.46,1.2,
916.79,1.2,
917.12,1.2,
917.46,1.2,
917.8,1.2,
918.14,1.2,
918.47,1.2,
918.8,1.2,
919.14,1.2,
919.48,1.2,
919.81,1.2,
920.14,1.2,
920.48,1.2,
920.81,1.2,
921.15,1.2,
921.48,1.2,
921.82,1.2,
922.15,1.2,
922.49,1.2,
922.82,1.2,
923.16,1.2,
923.49,1.2,
923.83,1.2,
924.16,1.2,
924.5,1.2,
924.83,1.2,
925.17,1.2,
925.5,1.2,
925.84,1.2,
926.17,1.2,
926.51,1.2,
926.84,1.2,
927.18,1.2,
927.51,1.2,
927.84,1.2,
928.18,1.2,
928.52,1.2,
928.85,1.2,
929.18,1.2,
929.52,1.2,
929.86,1.2,
930.19,1.2,
930.52,1.2,
930.86,1.2,
931.2,1.2,
931.53,1.2,
931.86,1.2,
932.2,1.2,
932.54,1.2,
932.88,1.2,
933.21,1.2,
933.54,1.2,
933.88,1.2,
934.22,1.2,
934.55,1.2,
934.88,1.2,
935.22,1.2,
935.55,1.2,
935.89,1.2,
936.22,1.2,
936.56,1.2,
936.89,1.2,
937.23,1.2,
937.56,1.2,
937.9,1.2,
938.24,1.2,
938.58,1.2,
938.91,1.2,
939.24,1.2,
939.58,1.2,
939.92,1.2,
940.25,1.2,
940.58,1.2,
940.92,1.2,
941.26,1.2,
941.59,1.2,
941.92,1.2,
942.26,1.2,
942.59,1.2,
942.93,1.2,
943.26,1.2,
943.6,1.2,
943.93,1.2,
944.27,1.2,
944.6,1.2,
944.94,1.2,
945.27,1.2,
945.61,1.2,
945.94,1.2,
946.28,1.2,
946.61,1.2,
946.95,1.2,
947.28,1.2,
947.61,1.2,
947.95,1.2,
948.29,1.2,
948.62,1.2,
948.95,1.2,
949.29,1.2,
949.63,1.2,
949.96,1.2,
950.29,1.2,
950.63,1.2,
950.97,1.2,
951.3,1.2,
951.63,1.2,
951.97,1.2,
952.3,1.2,
952.64,1.2,
952.97,1.2,
953.31,1.2,
953.64,1.2,
953.98,1.2,
954.31,1.2,
954.65,1.2,
954.98,1.2,
955.32,1.2,
955.65,1.2,
955.99,1.2,
956.33,1.2,
956.66,1.2,
957.0,1.2,
957.33,1.2,
957.67,1.2,
958.01,1.2,
958.35,1.2,
958.68,1.2,
959.02,1.2,
959.35,1.2,
959.69,1.2,
960.02,1.2,
960.36,1.2,
960.69,1.2,
961.03,1.2,
961.37,1.2,
961.7,1.2,
962.04,1.2,
962.37,1.2,
962.72,1.2,
963.05,1.2,
963.39,1.2,
963.72,1.2,
964.06,1.2,
964.39,1.2,
964.73,1.2,
965.06,1.2,
965.4,1.2,
965.73,1.2,
966.07,1.2,
966.41,1.2,
966.74,1.2,
967.08,1.2,
967.41,1.2,
967.75,1.2,
968.08,1.2,
968.42,1.2,
968.75,1.2,
969.09,1.2,
969.42,1.2,
969.75,1.2,
970.09,1.2,
970.43,1.2,
970.77,1.2,
971.11,1.2,
971.44,1.2,
971.78,1.2,
972.11,1.2,
972.45,1.2,
972.79,1.2,
973.12,1.2,
973.46,1.2,
973.79,1.2,
974.13,1.2,
974.46,1.2,
974.8,1.2,
975.13,1.2,
975.47,1.2,
975.81,1.2,
976.15,1.2,
976.48,1.2,
976.82,1.2,
977.15,1.2,
977.49,1.2,
977.83,1.2,
978.16,1.2,
978.49,1.2,
978.83,1.2,
979.17,1.2,
979.5,1.2,
979.84,1.2,
980.17,1.2,
980.51,1.2,
980.85,1.2,
981.19,1.2,
981.52,1.2,
981.86,1.2,
982.19,1.2,
982.52,1.2,
982.86,1.2,
983.2,1.2,
983.53,1.2,
983.87,1.2,
984.2,1.2,
984.54,1.2,
984.88,1.2,
985.21,1.2,
985.55,1.2,
985.88,1.2,
986.22,1.2,
986.55,1.2,
986.89,1.2,
987.22,1.2,
987.56,1.2,
987.9,1.2,
988.23,1.2,
988.56,1.2,
988.9,1.2,
989.24,1.2,
989.57,1.2,
989.91,1.2,
990.24,1.2,
990.58,1.2,
990.92,1.2,
991.25,1.2,
991.58,1.2,
991.92,1.2,
992.26,1.2,
992.59,1.2,
992.93,1.2,
993.26,1.2,
993.6,1.2,
993.94,1.2,
994.27,1.2,
994.61,1.2,
994.94,1.2,
995.28,1.2,
995.62,1.2,
995.96,1.2,
996.29,1.2,
996.62,1.2,
996.96,1.2,
997.3,1.2,
997.63,1.2,
997.98,1.2,
998.31,1.2,
998.64,1.2,
998.98,1.2,
999.32,1.2,
999.65,1.2,
999.99,1.2,
1000.32,1.2,
1000.66,1.2,
1001.0,1.2,
1001.33,1.2,
1001.66,1.2,
1002.0,1.2,
1002.34,1.2,
1002.67,1.2,
1003.01,1.2,
1003.34,1.2,
1003.68,1.2,
1004.01,1.2,
1004.35,1.2,
1004.68,1.2,
1005.02,1.2,
1005.36,1.2,
1005.69,1.2,
1006.03,1.2,
1006.36,1.2,
1006.7,1.2,
1007.03,1.2,
1007.37,1.2,
1007.7,1.2,
1008.04,1.2,
1008.38,1.2,
1008.71,1.2,
1009.05,1.2,
1009.38,1.2,
1009.72,1.2,
1010.05,1.2,
1010.38,1.2,
1010.72,1.2,
1011.06,1.2,
1011.39,1.2,
1011.72,1.2,
1012.06,1.2,
1012.4,1.2,
1012.73,1.2,
1013.06,1.2,
1013.4,1.2,
1013.73,1.2,
1014.07,1.2,
1014.4,1.2,
1014.74,1.2,
1015.07,1.2,
1015.41,1.2,
1015.74,1.2,
1016.08,1.2,
1016.41,1.2,
1016.75,1.2,
1017.08,1.2,
1017.42,1.2,
1017.75,1.2,
1018.09,1.2,
1018.42,1.2,
1018.75,1.2,
1019.09,1.2,
1019.43,1.2,
1019.76,1.2,
1020.09,1.2,
1020.43,1.2,
1020.77,1.2,
1021.1,1.2,
1021.43,1.2,
1021.77,1.2,
1022.11,1.2,
1022.44,1.2,
1022.78,1.2,
1023.12,1.2,
1023.45,1.2,
1023.79,1.2,
1024.12,1.2,
1024.46,1.2,
1024.79,1.2,
1025.13,1.2,
1025.46,1.2,
1025.79,1.2,
1026.13,1.2,
1026.47,1.2,
1026.8,1.2,
1027.13,1.2,
1027.47,1.2,
1027.81,1.2,
1028.15,1.2,
1028.48,1.2,
1028.81,1.2,
1029.15,1.2,
1029.49,1.2,
1029.82,1.2,
1030.15,1.2,
1030.49,1.2,
1030.83,1.2,
1031.16,1.2,
1031.5,1.2,
