time+,res,%cpu,total-runtime
0.62,0.085,13.8,299.23
0.95,0.129,12.5,
1.28,0.176,12.5,
1.62,0.231,12.5,
1.95,0.275,12.5,
2.29,0.331,12.5,
2.63,0.368,13.8,
2.95,0.4,12.5,
3.29,0.474,12.5,
3.63,0.489,12.5,
3.96,0.567,12.5,
4.29,0.595,12.5,
4.63,0.646,12.5,
4.97,0.722,13.8,
5.3,0.731,12.5,
5.64,0.779,13.8,
5.96,0.857,11.2,
6.3,0.9,12.5,
6.64,0.9,12.5,
6.97,0.974,12.5,
7.3,1.0,12.5,
7.64,1.0,12.5,
7.97,1.0,12.5,
8.31,1.0,12.5,
8.64,1.0,12.5,
8.98,1.0,12.5,
9.31,1.0,12.5,
9.64,1.0,12.5,
9.98,1.0,12.5,
10.32,1.0,13.8,
10.65,1.0,12.5,
10.98,1.0,12.5,
11.31,1.0,12.5,
11.65,1.0,12.5,
11.98,1.0,12.5,
12.32,1.0,13.8,
12.65,1.0,12.5,
12.99,1.0,12.5,
13.33,1.0,13.8,
13.66,1.0,12.5,
13.99,1.0,12.5,
14.33,1.0,12.5,
14.66,1.0,12.5,
14.99,1.0,12.5,
15.33,1.0,12.5,
15.66,1.0,12.5,
16.0,1.0,12.5,
16.33,1.0,12.5,
16.67,1.0,12.5,
17.01,1.0,12.5,
17.34,1.0,12.5,
17.67,1.0,12.5,
18.01,1.0,12.5,
18.35,1.0,11.4,
18.68,1.0,12.5,
19.01,1.0,12.5,
19.35,1.0,12.5,
19.69,1.0,12.5,
20.03,1.0,11.4,
20.36,1.0,12.5,
20.69,1.0,12.5,
21.03,1.0,12.5,
21.36,1.0,12.5,
21.7,1.0,12.5,
22.03,1.0,12.5,
22.37,1.0,12.5,
22.7,1.0,12.5,
23.03,1.0,12.5,
23.37,1.0,12.5,
23.7,1.0,12.5,
24.04,1.0,12.5,
24.37,1.0,12.5,
24.71,1.0,12.5,
25.04,1.0,12.5,
25.37,1.0,12.5,
25.71,1.0,12.5,
26.04,1.0,12.5,
26.38,1.0,12.5,
26.72,1.0,12.5,
27.05,1.0,12.5,
27.38,1.0,12.5,
27.72,1.0,12.5,
28.05,1.0,12.5,
28.39,1.0,13.8,
28.72,1.0,12.5,
29.05,1.0,12.5,
29.38,1.0,12.5,
29.72,1.0,12.5,
30.05,1.0,12.5,
30.39,1.0,12.5,
30.72,1.0,12.5,
31.06,1.0,12.5,
31.39,1.0,12.5,
31.72,1.0,12.5,
32.06,1.0,12.5,
32.39,1.0,12.5,
