time+,virt,%cpu,total-runtime
1616.92,1.585,12.5,
1617.26,1.585,12.5,
1617.59,1.585,12.5,
1617.93,1.585,11.4,
1618.26,1.585,12.5,
1618.6,1.585,12.5,
1618.93,1.585,12.5,
1619.27,1.585,12.5,
1619.61,1.585,12.5,
1619.94,1.585,12.5,
1620.27,1.585,12.5,
1620.61,1.585,12.5,
1620.94,1.585,12.5,
1621.28,1.585,12.5,
1621.61,1.585,12.5,
1621.95,1.585,12.5,
1622.28,1.585,12.5,
1622.62,1.585,12.5,
1622.95,1.585,12.5,
1623.29,1.585,12.5,
1623.62,1.585,12.5,
1623.96,1.585,11.4,
1624.29,1.585,12.5,
1624.62,1.585,12.5,
1624.96,1.585,12.5,
1625.3,1.585,12.5,
1625.64,1.585,12.5,
1625.97,1.585,12.5,
1626.3,1.585,12.5,
1626.64,1.585,12.5,
1626.98,1.585,13.8,
1627.31,1.585,12.5,
1627.64,1.585,12.5,
1627.98,1.585,12.5,
1628.31,1.585,12.5,
1628.65,1.585,12.5,
1628.98,1.585,12.5,
1629.32,1.585,12.5,
1629.65,1.585,12.5,
1629.99,1.585,12.5,
1630.33,1.585,12.5,
1630.66,1.585,12.5,
1631.0,1.585,12.5,
1631.33,1.585,12.5,
1631.67,1.585,12.5,
1632.0,1.585,12.5,
1632.34,1.585,12.5,
1632.67,1.585,12.5,
1633.01,1.585,13.8,
1633.34,1.585,12.5,
1633.68,1.585,12.5,
1634.01,1.585,12.5,
1634.34,1.585,11.4,
1634.68,1.585,12.5,
1635.02,1.585,12.5,
1635.35,1.585,12.5,
1635.69,1.585,12.5,
1636.02,1.585,12.5,
1636.36,1.585,12.5,
1636.69,1.585,12.5,
1637.03,1.585,12.5,
1637.36,1.585,12.5,
1637.7,1.585,12.5,
1638.04,1.585,11.4,
1638.37,1.585,12.5,
1638.71,1.585,12.5,
1639.04,1.585,12.5,
1639.38,1.585,12.5,
1639.72,1.585,12.5,
1640.06,1.585,12.5,
1640.39,1.585,12.5,
1640.73,1.585,12.5,
1641.06,1.585,12.5,
1641.4,1.585,12.5,
1641.74,1.585,12.5,
1642.07,1.585,12.5,
1642.41,1.585,12.5,
1642.74,1.585,12.5,
1643.08,1.585,12.5,
1643.42,1.585,12.5,
1643.75,1.585,12.5,
1644.09,1.585,12.5,
1644.42,1.585,12.5,
1644.76,1.585,12.5,
1645.1,1.585,12.5,
1645.43,1.585,12.5,
1645.77,1.585,12.5,
1646.1,1.585,12.5,
1646.44,1.585,12.5,
1646.77,1.585,12.5,
1647.11,1.585,12.5,
1647.44,1.585,12.5,
1647.78,1.585,12.5,
1648.12,1.585,12.5,
1648.45,1.585,12.5,
1648.79,1.585,12.5,
1649.12,1.585,12.5,
1649.46,1.585,12.5,
1649.8,1.585,12.5,
1650.14,1.585,12.5,
1650.67,1.585,12.5,
1651.01,1.585,12.5,
1651.35,1.585,12.5,
1651.69,1.585,12.5,
1652.02,1.585,12.5,
1652.36,1.585,12.5,
1652.69,1.585,12.5,
1653.03,1.585,12.5,
1653.36,1.585,12.5,
1653.7,1.585,13.8,
1654.03,1.585,12.5,
1654.37,1.585,12.5,
1654.7,1.585,12.5,
1655.04,1.585,12.5,
1655.37,1.585,11.4,
1655.71,1.585,12.5,
1656.05,1.585,13.8,
1656.38,1.585,12.5,
1656.71,1.585,12.5,
1657.05,1.585,12.5,
1657.39,1.585,12.5,
1657.72,1.585,12.5,
1658.05,1.585,12.5,
1658.39,1.585,12.5,
1658.73,1.585,13.8,
1659.06,1.585,12.5,
1659.39,1.585,11.4,
1659.73,1.585,12.5,
1660.07,1.585,12.5,
1660.4,1.585,12.5,
1660.73,1.585,12.5,
1661.07,1.585,12.5,
1661.41,1.585,12.5,
1661.74,1.585,12.5,
1662.08,1.585,12.5,
1662.41,1.585,12.5,
1662.75,1.585,12.5,
1663.09,1.585,12.5,
1663.42,1.585,12.5,
1663.76,1.585,12.5,
1664.09,1.585,12.5,
1664.43,1.585,12.5,
1664.76,1.585,12.5,
1665.1,1.585,12.5,
1665.43,1.585,12.5,
1665.77,1.585,12.5,
1666.1,1.585,12.5,
1666.44,1.585,12.5,
1666.77,1.585,12.5,
1667.11,1.585,12.5,
1667.44,1.585,12.5,
1667.78,1.585,12.5,
1668.12,1.585,12.5,
1668.45,1.585,12.5,
1668.79,1.585,12.5,
1669.13,1.585,12.5,
1669.46,1.585,12.5,
1669.79,1.585,11.4,
1670.13,1.585,12.5,
1670.47,1.585,12.5,
1670.8,1.585,12.5,
1671.13,1.585,12.5,
1671.47,1.585,12.5,
1671.81,1.585,12.5,
1672.14,1.585,12.5,
1672.47,1.585,12.5,
1672.81,1.585,12.5,
1673.15,1.585,12.5,
1673.48,1.585,12.5,
1673.82,1.585,12.5,
1674.15,1.585,12.5,
1674.49,1.585,12.5,
1674.82,1.585,12.5,
1675.16,1.585,12.5,
1675.49,1.585,11.4,
1675.83,1.585,12.5,
1676.16,1.585,12.5,
1676.5,1.585,12.5,
1676.83,1.585,11.4,
1677.17,1.585,12.5,
1677.5,1.585,12.5,
1677.84,1.585,12.5,
1678.17,1.585,12.5,
1678.51,1.585,12.5,
1678.84,1.585,12.5,
1679.18,1.585,12.5,
1679.51,1.585,12.5,
1679.85,1.585,13.8,
1680.18,1.585,12.5,
1680.52,1.585,12.5,
1680.85,1.585,12.5,
1681.19,1.585,12.5,
1681.52,1.585,12.5,
1681.86,1.585,12.5,
1682.2,1.585,12.5,
1682.53,1.585,12.5,
1682.86,1.585,12.5,
1683.2,1.585,12.5,
1683.54,1.585,12.5,
1683.87,1.585,12.5,
1684.2,1.585,12.5,
1684.54,1.585,12.5,
1684.88,1.585,12.5,
1685.22,1.585,12.5,
1685.55,1.585,12.5,
1685.88,1.585,12.5,
1686.22,1.585,12.5,
1686.56,1.585,12.5,
1686.89,1.585,12.5,
1687.22,1.585,12.5,
1687.56,1.585,12.5,
1687.9,1.585,12.5,
1688.23,1.585,12.5,
1688.56,1.585,12.5,
1688.9,1.585,12.5,
1689.24,1.585,12.5,
1689.57,1.585,12.5,
1689.91,1.585,12.5,
1690.25,1.585,12.5,
1690.58,1.585,12.5,
1690.92,1.585,12.5,
1691.26,1.585,12.5,
1691.59,1.585,12.5,
1691.93,1.585,12.5,
1692.26,1.585,12.5,
1692.6,1.585,12.5,
1692.94,1.585,13.8,
1693.27,1.585,12.5,
1693.61,1.585,12.5,
1693.94,1.585,12.5,
1694.28,1.585,12.5,
1694.62,1.585,13.8,
1694.95,1.585,12.5,
1695.29,1.585,11.4,
1695.63,1.585,12.5,
1695.96,1.585,12.5,
1696.3,1.585,12.5,
1696.64,1.585,12.5,
1696.97,1.585,12.5,
1697.31,1.585,12.5,
1697.65,1.585,12.5,
1697.98,1.585,11.4,
1698.32,1.585,12.5,
1698.66,1.585,12.5,
1698.99,1.585,12.5,
1699.33,1.585,12.5,
1699.66,1.585,12.5,
1700.0,1.585,11.4,
1700.34,1.585,12.5,
1700.68,1.585,12.5,
1701.02,1.585,12.5,
1701.35,1.585,12.5,
1701.68,1.585,12.5,
1702.02,1.585,12.5,
1702.36,1.585,12.5,
1702.69,1.585,12.5,
1703.03,1.585,13.8,
1703.36,1.585,12.5,
1703.7,1.585,12.5,
1704.03,1.585,12.5,
1704.36,1.585,12.5,
1704.7,1.585,12.5,
1705.04,1.585,12.5,
1705.37,1.585,12.5,
1705.7,1.585,12.5,
1706.04,1.585,12.5,
1706.38,1.585,12.5,
1706.71,1.585,12.5,
1707.04,1.585,12.5,
1707.38,1.585,12.5,
1707.72,1.585,12.5,
1708.05,1.585,12.5,
1708.38,1.585,12.5,
1708.72,1.585,12.5,
1709.06,1.585,12.5,
1709.39,1.585,12.5,
1709.72,1.585,12.5,
1710.06,1.585,12.5,
1710.4,1.585,12.5,
1710.73,1.585,12.5,
1711.07,1.585,12.5,
1711.4,1.585,12.5,
1711.74,1.585,12.5,
1712.07,1.585,11.4,
1712.41,1.585,12.5,
1712.74,1.585,12.5,
1713.08,1.585,12.5,
1713.42,1.585,12.5,
1713.75,1.585,12.5,
1714.09,1.585,12.5,
1714.42,1.585,12.5,
1714.76,1.585,12.5,
1715.1,1.585,12.5,
1715.43,1.585,12.5,
1715.77,1.585,12.5,
1716.1,1.585,12.5,
1716.44,1.585,12.5,
1716.77,1.585,12.5,
1717.11,1.585,12.5,
1717.44,1.585,12.5,
1717.78,1.585,12.5,
1718.12,1.585,12.5,
1718.46,1.585,12.5,
1718.8,1.585,13.8,
1719.13,1.585,11.4,
1719.47,1.585,12.5,
1719.8,1.585,12.5,
1720.14,1.585,12.5,
1720.48,1.585,12.5,
1720.81,1.585,12.5,
1721.15,1.585,12.5,
1721.48,1.585,12.5,
1721.82,1.585,12.5,
1722.16,1.585,12.5,
1722.49,1.585,12.5,
1722.83,1.585,12.5,
1723.16,1.585,12.5,
1723.5,1.585,12.5,
1723.84,1.585,12.5,
1724.17,1.585,12.5,
1724.51,1.585,12.5,
1724.84,1.585,12.5,
1725.18,1.585,12.5,
1725.51,1.585,12.5,
1725.85,1.585,12.5,
1726.19,1.585,12.5,
1726.52,1.585,12.5,
1726.86,1.585,12.5,
1727.19,1.585,12.5,
1727.53,1.585,12.5,
1727.86,1.585,12.5,
1728.2,1.585,12.5,
1728.53,1.585,12.5,
1728.87,1.585,12.5,
1729.21,1.585,12.5,
1729.55,1.585,12.5,
1729.88,1.585,12.5,
1730.22,1.585,12.5,
1730.55,1.585,12.5,
1730.89,1.585,12.5,
1731.23,1.585,12.5,
1731.56,1.585,12.5,
1731.9,1.585,12.5,
1732.23,1.585,12.5,
1732.57,1.585,11.4,
1732.91,1.585,12.5,
1733.24,1.585,12.5,
1733.58,1.585,12.5,
1733.91,1.585,12.5,
1734.25,1.585,12.5,
1734.59,1.585,12.5,
1734.93,1.585,12.5,
1735.26,1.585,12.5,
1735.6,1.585,12.5,
1735.93,1.585,12.5,
1736.27,1.585,12.5,
1736.61,1.585,12.5,
1736.95,1.585,12.5,
1737.28,1.585,12.5,
1737.62,1.585,12.5,
1737.95,1.585,12.5,
1738.29,1.585,12.5,
1738.62,1.585,11.2,
1738.96,1.585,12.5,
1739.3,1.585,12.5,
1739.64,1.585,12.5,
1739.97,1.585,11.2,
1740.31,1.585,11.4,
1740.64,1.585,12.5,
1740.98,1.585,12.5,
1741.32,1.585,12.5,
1741.65,1.585,12.5,
1741.99,1.585,12.5,
1742.32,1.585,12.5,
1742.66,1.585,12.5,
1743.0,1.585,12.5,
1743.33,1.585,12.5,
1743.67,1.585,12.5,
1744.0,1.585,12.5,
1744.34,1.585,12.5,
1744.68,1.585,12.5,
1745.01,1.585,12.5,
1745.35,1.585,12.5,
1745.68,1.585,12.5,
1746.02,1.585,12.5,
1746.36,1.585,13.8,
1746.69,1.585,12.5,
1747.03,1.585,12.5,
1747.36,1.585,12.5,
1747.7,1.585,12.5,
1748.04,1.585,13.8,
1748.37,1.585,12.5,
1748.7,1.585,12.5,
1749.04,1.585,12.5,
1749.38,1.585,12.5,
1749.71,1.585,12.5,
1750.05,1.585,12.5,
1750.38,1.585,12.5,
1750.72,1.585,12.5,
1751.06,1.585,11.4,
1751.4,1.585,12.5,
1751.73,1.585,12.5,
1752.07,1.585,12.5,
1752.4,1.585,12.5,
1752.74,1.585,12.5,
1753.07,1.585,12.5,
1753.41,1.585,12.5,
1753.75,1.585,12.5,
1754.09,1.585,12.5,
1754.42,1.585,12.5,
1754.75,1.585,12.5,
1755.09,1.585,12.5,
1755.43,1.585,12.5,
1755.76,1.585,12.5,
1756.1,1.585,12.5,
1756.43,1.585,12.5,
1756.77,1.585,12.5,
1757.11,1.585,11.4,
1757.44,1.585,12.5,
1757.78,1.585,12.5,
1758.11,1.585,12.5,
1758.45,1.585,12.5,
1758.79,1.585,12.5,
1759.12,1.585,12.5,
1759.46,1.585,12.5,
1759.79,1.585,12.5,
1760.13,1.585,12.5,
1760.47,1.585,11.4,
1760.8,1.585,12.5,
1761.14,1.585,12.5,
1761.47,1.585,12.5,
1761.81,1.585,12.5,
1762.15,1.585,12.5,
1762.48,1.585,12.5,
1762.82,1.585,12.5,
1763.15,1.585,12.5,
1763.49,1.585,12.5,
1763.83,1.585,12.5,
1764.16,1.585,12.5,
1764.5,1.585,12.5,
1764.83,1.585,12.5,
1765.17,1.585,12.5,
1765.51,1.585,12.5,
1765.84,1.585,12.5,
1766.18,1.585,13.8,
1766.51,1.585,12.5,
1766.85,1.585,12.5,
1767.18,1.585,12.5,
1767.52,1.585,12.5,
1767.85,1.585,12.5,
1768.19,1.585,12.5,
1768.53,1.585,12.5,
1768.86,1.585,12.5,
1769.2,1.585,12.5,
1769.53,1.585,12.5,
1769.87,1.585,12.5,
1770.21,1.585,13.8,
1770.54,1.585,12.5,
1770.87,1.585,12.5,
1771.21,1.585,12.5,
1771.55,1.585,12.5,
1771.88,1.585,12.5,
1772.22,1.585,12.5,
1772.55,1.585,12.5,
1772.89,1.585,12.5,
1773.23,1.585,12.5,
1773.56,1.585,12.5,
1773.89,1.585,12.5,
1774.23,1.585,12.5,
1774.57,1.585,12.5,
1774.91,1.585,12.5,
1775.24,1.585,12.5,
1775.58,1.585,12.5,
1775.91,1.585,12.5,
1776.25,1.585,12.5,
1776.58,1.585,12.5,
1776.92,1.585,12.5,
1777.25,1.585,12.5,
1777.59,1.585,12.5,
1777.93,1.585,12.5,
1778.26,1.585,12.5,
1778.6,1.585,12.5,
1778.93,1.585,12.5,
1779.27,1.585,12.5,
1779.6,1.585,12.5,
1779.94,1.585,12.5,
1780.27,1.585,12.5,
1780.61,1.585,12.5,
1780.95,1.585,12.5,
1781.28,1.585,12.5,
1781.62,1.585,12.5,
1781.95,1.585,12.5,
1782.29,1.585,12.5,
1782.62,1.585,12.5,
1782.96,1.585,12.5,
1783.29,1.585,12.5,
1783.63,1.585,12.5,
1783.97,1.585,12.5,
1784.3,1.585,12.5,
1784.64,1.585,12.5,
1784.97,1.585,12.5,
1785.31,1.585,12.5,
1785.65,1.585,12.5,
1785.98,1.585,12.5,
1786.31,1.585,11.4,
1786.65,1.585,12.5,
1786.99,1.585,12.5,
1787.32,1.585,12.5,
1787.66,1.585,12.5,
1787.99,1.585,12.5,
1788.33,1.585,12.5,
1788.67,1.585,12.5,
1789.01,1.585,12.5,
1789.34,1.585,12.5,
1789.68,1.585,12.5,
1790.01,1.585,12.5,
1790.35,1.585,12.5,
1790.69,1.585,12.5,
1791.02,1.585,12.5,
1791.36,1.585,12.5,
1791.69,1.585,12.5,
1792.03,1.585,12.5,
1792.36,1.585,12.5,
1792.7,1.585,12.5,
1793.03,1.585,12.5,
1793.37,1.585,12.5,
1793.71,1.585,12.5,
1794.05,1.585,12.5,
1794.38,1.585,12.5,
1794.72,1.585,12.5,
1795.05,1.585,12.5,
1795.38,1.585,12.5,
1795.72,1.585,12.5,
1796.06,1.585,12.5,
1796.39,1.585,12.5,
1796.73,1.585,12.5,
1797.06,1.585,12.5,
1797.4,1.585,12.5,
1797.73,1.585,12.5,
1798.07,1.585,12.5,
1798.4,1.585,12.5,
1798.74,1.585,12.5,
1799.07,1.585,12.5,
1799.41,1.585,12.5,
1799.74,1.585,12.5,
1800.08,1.585,12.5,
1800.41,1.585,12.5,
1800.75,1.585,12.5,
1801.08,1.585,12.5,
1801.42,1.585,12.5,
1801.75,1.585,12.5,
1802.09,1.585,12.5,
1802.42,1.585,12.5,
1802.76,1.585,12.5,
1803.09,1.585,12.5,
1803.43,1.585,12.5,
1803.76,1.585,12.5,
1804.1,1.585,12.5,
1804.44,1.585,12.5,
1804.77,1.585,12.5,
1805.1,1.585,12.5,
1805.44,1.585,12.5,
1805.78,1.585,12.5,
1806.11,1.585,12.5,
1806.44,1.585,12.5,
1806.78,1.585,12.5,
1807.12,1.585,12.5,
1807.45,1.585,12.5,
1807.78,1.585,11.4,
1808.12,1.585,12.5,
1808.45,1.585,11.4,
1808.79,1.585,12.5,
1809.12,1.585,11.4,
1809.46,1.585,12.5,
1809.79,1.585,12.5,
1810.13,1.585,12.5,
1810.46,1.585,12.5,
1810.8,1.585,12.5,
1811.13,1.585,12.5,
1811.47,1.585,12.5,
1811.8,1.585,12.5,
1812.14,1.585,12.5,
1812.47,1.585,12.5,
1812.81,1.585,12.5,
1813.14,1.585,12.5,
1813.48,1.585,12.5,
1813.81,1.585,12.5,
1814.15,1.585,12.5,
1814.48,1.585,12.5,
1814.82,1.585,12.5,
1815.15,1.585,12.5,
1815.5,1.585,13.8,
1815.83,1.585,12.5,
1816.16,1.585,12.5,
1816.5,1.585,12.5,
1816.84,1.585,13.8,
1817.17,1.585,12.5,
1817.5,1.585,11.4,
1817.84,1.585,12.5,
1818.18,1.585,12.5,
1818.51,1.585,12.5,
1818.84,1.585,12.5,
1819.18,1.585,12.5,
1819.52,1.585,13.8,
1819.85,1.585,12.5,
1820.18,1.585,12.5,
1820.52,1.585,12.5,
1820.86,1.585,12.5,
1821.2,1.585,12.5,
1821.53,1.585,12.5,
1821.86,1.585,12.5,
1822.2,1.585,12.5,
1822.54,1.585,12.5,
1822.87,1.585,12.5,
1823.2,1.585,12.5,
1823.54,1.585,12.5,
1823.88,1.585,12.5,
1824.21,1.585,12.5,
1824.55,1.585,12.5,
1824.88,1.585,12.5,
1825.22,1.585,12.5,
1825.55,1.585,12.5,
1825.89,1.585,12.5,
1826.22,1.585,12.5,
1826.56,1.585,12.5,
1826.9,1.585,12.5,
1827.23,1.585,12.5,
1827.56,1.585,12.5,
1827.9,1.585,12.5,
1828.24,1.585,13.8,
1828.57,1.585,12.5,
1828.9,1.585,12.5,
1829.24,1.585,12.5,
1829.58,1.585,12.5,
1829.91,1.585,12.5,
1830.25,1.585,12.5,
1830.58,1.585,12.5,
1830.92,1.585,12.5,
1831.25,1.585,12.5,
1831.59,1.585,12.5,
1831.92,1.585,12.5,
1832.26,1.585,12.5,
1832.59,1.585,12.5,
1832.93,1.585,12.5,
1833.26,1.585,12.5,
1833.6,1.585,12.5,
1833.94,1.585,12.5,
1834.27,1.585,12.5,
1834.6,1.585,12.5,
1834.94,1.585,12.5,
1835.28,1.585,12.5,
1835.62,1.585,12.5,
1835.95,1.585,12.5,
1836.28,1.585,12.5,
1836.62,1.585,12.5,
1836.96,1.585,12.5,
1837.29,1.585,12.5,
1837.62,1.585,12.5,
1837.96,1.585,12.5,
1838.3,1.585,12.5,
1838.63,1.585,12.5,
1838.96,1.585,12.5,
1839.3,1.585,12.5,
1839.64,1.585,13.8,
1839.97,1.585,12.5,
1840.3,1.585,11.4,
1840.64,1.585,12.5,
1840.98,1.585,12.5,
1841.32,1.585,12.5,
1841.65,1.585,12.5,
1841.98,1.585,12.5,
1842.32,1.585,12.5,
1842.66,1.585,13.8,
1842.99,1.585,12.5,
1843.32,1.585,11.4,
1843.66,1.585,12.5,
1843.99,1.585,11.4,
1844.33,1.585,12.5,
1844.66,1.585,12.5,
1845.0,1.585,12.5,
1845.34,1.585,12.5,
1845.68,1.585,12.5,
1846.01,1.585,12.5,
1846.35,1.585,13.8,
1846.68,1.585,12.5,
1847.02,1.585,12.5,
1847.35,1.585,12.5,
1847.69,1.585,12.5,
1848.02,1.585,12.5,
1848.36,1.585,12.5,
1848.69,1.585,12.5,
1849.03,1.585,12.5,
1849.36,1.585,12.5,
1849.7,1.585,12.5,
1850.03,1.585,12.5,
1850.37,1.585,12.5,
1850.71,1.585,12.5,
1851.04,1.585,12.5,
1851.38,1.585,12.5,
1851.72,1.585,12.5,
1852.05,1.585,12.5,
1852.38,1.585,12.5,
1852.72,1.585,12.5,
1853.05,1.585,12.5,
1853.39,1.585,12.5,
1853.72,1.585,12.5,
1854.06,1.585,12.5,
1854.39,1.585,12.5,
1854.73,1.585,12.5,
1855.06,1.585,11.4,
1855.4,1.585,12.5,
1855.73,1.585,11.4,
1856.07,1.585,12.5,
1856.4,1.585,12.5,
1856.74,1.585,12.5,
1857.07,1.585,12.5,
1857.41,1.585,12.5,
1857.75,1.585,12.5,
1858.09,1.585,13.8,
1858.42,1.585,12.5,
1858.75,1.585,12.5,
1859.09,1.585,12.5,
1859.42,1.585,12.5,
1859.76,1.585,12.5,
1860.09,1.585,12.5,
1860.43,1.585,12.5,
1860.77,1.585,12.5,
1861.1,1.585,12.5,
1861.43,1.585,12.5,
1861.77,1.585,12.5,
1862.11,1.585,12.5,
1862.44,1.585,12.5,
1862.78,1.585,12.5,
1863.11,1.584,12.5,
1863.45,1.584,12.5,
1863.78,1.584,12.5,
1864.12,1.584,12.5,
1864.45,1.584,12.5,
1864.79,1.584,12.5,
1865.13,1.584,12.5,
1865.46,1.584,12.5,
1865.8,1.584,12.5,
1866.13,1.584,11.4,
1866.47,1.584,12.5,
1866.8,1.584,12.5,
1867.14,1.584,12.5,
1867.47,1.584,12.5,
1867.81,1.584,12.5,
1868.15,1.584,12.5,
1868.48,1.584,12.5,
1868.82,1.584,12.5,
1869.15,1.584,12.5,
1869.49,1.584,12.5,
1869.82,1.584,12.5,
1870.16,1.584,12.5,
1870.49,1.584,12.5,
1870.83,1.584,12.5,
1871.16,1.584,12.5,
1871.5,1.584,12.5,
1871.83,1.584,12.5,
1872.17,1.584,12.5,
1872.51,1.584,13.8,
1872.84,1.584,12.5,
1873.17,1.584,12.5,
1873.51,1.584,12.5,
1873.85,1.584,13.8,
1874.18,1.584,12.5,
1874.51,1.584,12.5,
1874.85,1.584,12.5,
1875.19,1.584,12.5,
1875.52,1.584,12.5,
1875.85,1.584,12.5,
1876.19,1.584,12.5,
1876.53,1.584,12.5,
1876.86,1.584,12.5,
1877.19,1.584,12.5,
1877.53,1.584,12.5,
1877.87,1.584,12.5,
1878.2,1.584,12.5,
1878.53,1.584,12.5,
1878.87,1.584,12.5,
1879.21,1.584,12.5,
1879.54,1.584,12.5,
1879.87,1.584,12.5,
1880.21,1.584,12.5,
1880.55,1.584,12.5,
1880.88,1.584,12.5,
1881.21,1.584,12.5,
1881.55,1.584,12.5,
1881.89,1.584,12.5,
1882.22,1.584,12.5,
1882.55,1.584,12.5,
1882.89,1.584,12.5,
1883.23,1.584,12.5,
1883.56,1.584,12.5,
1883.89,1.584,12.5,
1884.23,1.584,12.5,
1884.57,1.584,12.5,
1884.9,1.584,12.5,
1885.23,1.584,12.5,
1885.57,1.584,12.5,
1885.91,1.584,12.5,
1886.24,1.584,12.5,
1886.57,1.584,12.5,
1886.91,1.584,12.5,
1887.25,1.584,13.8,
1887.58,1.584,12.5,
1887.91,1.584,12.5,
1888.25,1.584,12.5,
1888.58,1.584,12.5,
1888.92,1.584,12.5,
1889.25,1.584,12.5,
1889.59,1.584,12.5,
1889.93,1.584,13.8,
1890.26,1.584,12.5,
1890.59,1.584,12.5,
1890.93,1.584,12.5,
1891.27,1.584,12.5,
1891.6,1.584,12.5,
1891.93,1.584,12.5,
1892.27,1.584,12.5,
1892.61,1.584,12.5,
1892.94,1.584,12.5,
1893.28,1.584,13.8,
1893.61,1.584,12.5,
1893.95,1.584,12.5,
1894.28,1.584,12.5,
1894.62,1.584,12.5,
1894.95,1.584,12.5,
1895.29,1.584,12.5,
1895.63,1.584,12.5,
1895.96,1.584,12.5,
1896.3,1.584,12.5,
1896.63,1.584,12.5,
1896.97,1.584,12.5,
1897.3,1.584,12.5,
1897.64,1.584,12.5,
1897.98,1.584,13.8,
1898.31,1.584,12.5,
1898.65,1.584,12.5,
1898.98,1.584,12.5,
1899.31,1.584,12.5,
1899.65,1.584,12.5,
1899.99,1.584,12.5,
1900.32,1.584,12.5,
1900.66,1.584,12.5,
1901.0,1.584,12.5,
1901.33,1.584,12.5,
1901.67,1.584,12.5,
1902.0,1.584,12.5,
1902.34,1.584,12.5,
1902.67,1.584,12.5,
1903.01,1.584,12.5,
1903.34,1.584,12.5,
1903.68,1.584,12.5,
1904.01,1.584,12.5,
1904.35,1.584,12.5,
1904.68,1.584,12.5,
1905.02,1.584,12.5,
1905.35,1.584,12.5,
1905.69,1.584,12.5,
1906.03,1.584,11.4,
1906.36,1.584,12.5,
1906.7,1.584,11.4,
1907.04,1.584,12.5,
1907.37,1.584,12.5,
1907.7,1.584,12.5,
1908.04,1.584,12.5,
1908.38,1.584,12.5,
1908.71,1.584,12.5,
1909.04,1.584,12.5,
1909.38,1.584,12.5,
1909.72,1.584,12.5,
1910.05,1.584,12.5,
1910.38,1.584,12.5,
1910.72,1.584,12.5,
1911.06,1.584,12.5,
1911.4,1.584,12.5,
1911.73,1.584,12.5,
1912.06,1.584,12.5,
1912.4,1.584,12.5,
1912.74,1.584,12.5,
1913.07,1.584,12.5,
1913.4,1.584,12.5,
1913.74,1.584,12.5,
1914.08,1.584,13.8,
1914.41,1.584,12.5,
1914.74,1.584,12.5,
1915.08,1.584,12.5,
1915.42,1.584,12.5,
1915.75,1.584,12.5,
1916.08,1.584,12.5,
1916.42,1.584,11.4,
1916.76,1.584,12.5,
1917.09,1.584,11.4,
1917.42,1.584,12.5,
1917.76,1.584,11.4,
1918.1,1.584,12.5,
1918.43,1.584,11.4,
1918.76,1.584,12.5,
1919.1,1.584,12.5,
1919.44,1.584,12.5,
1919.77,1.584,12.5,
1920.1,1.584,12.5,
1920.44,1.584,12.5,
1920.78,1.584,12.5,
1921.11,1.584,12.5,
1921.44,1.584,12.5,
1921.78,1.584,12.5,
1922.12,1.584,13.8,
1922.45,1.584,12.5,
1922.78,1.584,12.5,
1923.12,1.584,12.5,
1923.45,1.584,12.5,
1923.79,1.584,12.5,
1924.12,1.584,12.5,
1924.46,1.584,12.5,
1924.8,1.584,12.5,
1925.13,1.584,12.5,
1925.47,1.584,12.5,
1925.81,1.584,12.5,
1926.14,1.584,12.5,
1926.48,1.584,12.5,
1926.81,1.584,12.5,
1927.15,1.584,12.5,
1927.48,1.584,12.5,
1927.82,1.584,12.5,
1928.15,1.584,12.5,
1928.49,1.584,12.5,
1928.82,1.584,12.5,
1929.16,1.584,12.5,
1929.49,1.584,12.5,
1929.83,1.584,12.5,
1930.16,1.584,12.5,
1930.5,1.584,12.5,
1930.84,1.584,12.5,
1931.18,1.584,12.5,
1931.51,1.584,11.4,
1931.84,1.584,12.5,
1932.18,1.584,11.4,
1932.52,1.584,12.5,
1932.85,1.584,11.4,
1933.18,1.584,12.5,
1933.52,1.584,12.5,
1933.86,1.584,12.5,
1934.19,1.584,12.5,
1934.52,1.584,12.5,
1934.86,1.584,12.5,
1935.2,1.584,12.5,
1935.53,1.584,12.5,
1935.86,1.584,12.5,
1936.2,1.584,12.5,
1936.54,1.584,12.5,
1936.87,1.584,12.5,
1937.2,1.584,12.5,
1937.54,1.584,11.4,
1937.88,1.584,12.5,
1938.21,1.584,12.5,
1938.55,1.584,12.5,
1938.88,1.584,12.5,
1939.22,1.584,12.5,
1939.55,1.584,12.5,
1939.89,1.584,12.5,
1940.22,1.584,12.5,
1940.56,1.584,12.5,
1940.89,1.584,12.5,
1941.23,1.584,12.5,
1941.57,1.584,12.5,
1941.9,1.584,12.5,
1942.24,1.584,12.5,
1942.57,1.584,12.5,
1942.91,1.584,12.5,
1943.24,1.584,12.5,
1943.58,1.584,12.5,
1943.91,1.584,12.5,
1944.25,1.584,13.8,
1944.58,1.584,12.5,
1944.92,1.584,12.5,
1945.25,1.584,12.5,
1945.59,1.584,12.5,
1945.92,1.584,12.5,
1946.26,1.584,12.5,
1946.59,1.584,12.5,
1946.93,1.584,12.5,
1947.26,1.584,12.5,
1947.6,1.584,12.5,
1947.93,1.584,12.5,
1948.27,1.584,13.8,
1948.6,1.584,12.5,
1948.94,1.584,12.5,
1949.27,1.584,12.5,
1949.61,1.584,12.5,
1949.94,1.584,12.5,
1950.28,1.584,12.5,
1950.61,1.584,12.5,
1950.95,1.584,12.5,
1951.28,1.584,12.5,
1951.62,1.584,12.5,
