time+,virt,%cpu,total-runtime
822.35,1.537,12.5,
822.69,1.537,12.5,
823.02,1.537,12.5,
823.35,1.537,12.5,
823.69,1.537,12.5,
824.03,1.537,12.5,
824.37,1.537,12.5,
824.71,1.537,12.5,
825.04,1.537,12.5,
825.38,1.537,12.5,
825.71,1.537,12.5,
826.05,1.537,12.5,
826.38,1.537,12.5,
826.71,1.537,12.5,
827.05,1.537,12.5,
827.39,1.537,12.5,
827.72,1.537,12.5,
828.06,1.537,12.5,
828.39,1.537,12.5,
828.73,1.537,12.5,
829.06,1.537,12.5,
829.4,1.537,11.4,
829.73,1.537,12.5,
830.07,1.537,12.5,
830.4,1.537,12.5,
830.74,1.537,12.5,
831.07,1.537,12.5,
831.41,1.537,12.5,
831.74,1.537,12.5,
832.08,1.537,12.5,
832.41,1.537,12.5,
832.74,1.537,12.5,
833.08,1.537,12.5,
833.42,1.537,12.5,
833.75,1.537,12.5,
834.08,1.537,12.5,
834.42,1.537,12.5,
834.76,1.537,12.5,
835.09,1.537,12.5,
835.42,1.537,12.5,
835.76,1.537,12.5,
836.09,1.537,12.5,
836.43,1.537,12.5,
836.76,1.537,12.5,
837.1,1.537,12.5,
837.43,1.537,12.5,
837.77,1.537,12.5,
838.1,1.537,12.5,
838.44,1.537,12.5,
838.77,1.537,12.5,
839.11,1.537,12.5,
839.45,1.537,12.5,
839.78,1.537,12.5,
840.12,1.537,12.5,
840.45,1.537,12.5,
840.79,1.537,12.5,
841.12,1.537,12.5,
841.46,1.537,12.5,
841.79,1.537,12.5,
842.13,1.537,12.5,
842.46,1.537,12.5,
842.8,1.537,12.5,
843.13,1.537,12.5,
843.47,1.537,12.5,
843.8,1.537,12.5,
844.14,1.537,12.5,
844.47,1.537,12.5,
844.81,1.537,12.5,
845.14,1.537,12.5,
845.48,1.537,12.5,
845.81,1.537,12.5,
846.15,1.537,12.5,
846.48,1.537,12.5,
846.82,1.537,12.5,
847.15,1.537,12.5,
847.48,1.537,12.5,
847.82,1.537,12.5,
848.16,1.537,12.5,
848.49,1.537,12.5,
848.82,1.537,12.5,
849.16,1.537,12.5,
849.5,1.537,12.5,
849.84,1.537,12.5,
850.17,1.537,12.5,
850.5,1.537,12.5,
850.84,1.537,12.5,
851.18,1.537,13.8,
851.51,1.537,12.5,
851.84,1.537,12.5,
852.18,1.537,12.5,
852.51,1.537,12.5,
852.85,1.537,12.5,
853.18,1.537,12.5,
853.52,1.537,12.5,
853.85,1.537,12.5,
854.2,1.537,13.8,
854.53,1.537,12.5,
854.86,1.537,12.5,
855.2,1.537,12.5,
855.53,1.537,12.5,
855.87,1.537,12.5,
856.2,1.537,12.5,
856.54,1.537,12.5,
856.87,1.537,12.5,
857.21,1.537,12.5,
857.54,1.537,12.5,
857.88,1.537,12.5,
858.21,1.537,12.5,
858.55,1.537,12.5,
858.88,1.537,12.5,
859.22,1.537,12.5,
859.55,1.537,12.5,
859.89,1.537,12.5,
860.22,1.537,12.5,
860.56,1.537,12.5,
860.89,1.537,12.5,
861.23,1.537,12.5,
861.56,1.537,12.5,
861.89,1.537,12.5,
862.23,1.537,12.5,
862.56,1.537,12.5,
862.9,1.537,12.5,
863.23,1.537,12.5,
863.57,1.537,12.5,
863.91,1.537,12.5,
864.24,1.537,12.5,
864.58,1.537,12.5,
864.91,1.537,12.5,
865.25,1.537,12.5,
865.58,1.537,12.5,
865.92,1.537,12.5,
866.25,1.537,12.5,
866.59,1.537,12.5,
866.92,1.537,12.5,
867.26,1.537,12.5,
867.59,1.537,12.5,
867.93,1.537,12.5,
868.27,1.537,12.5,
868.6,1.537,12.5,
868.94,1.537,12.5,
869.27,1.537,12.5,
869.61,1.537,12.5,
869.95,1.537,12.5,
870.28,1.537,12.5,
870.61,1.537,12.5,
870.95,1.537,12.5,
871.29,1.537,12.5,
871.62,1.537,12.5,
871.95,1.537,12.5,
872.29,1.537,12.5,
872.62,1.537,12.5,
872.96,1.537,12.5,
873.29,1.537,12.5,
873.63,1.537,12.5,
873.97,1.537,12.5,
874.31,1.537,12.5,
874.65,1.537,13.8,
874.98,1.537,12.5,
875.31,1.537,12.5,
875.65,1.537,12.5,
875.99,1.537,12.5,
876.32,1.537,12.5,
876.65,1.537,12.5,
876.99,1.537,12.5,
877.33,1.537,13.8,
877.66,1.537,12.5,
877.99,1.537,12.5,
878.33,1.537,12.5,
878.66,1.537,12.5,
879.0,1.537,12.5,
879.33,1.537,12.5,
879.67,1.537,12.5,
880.0,1.537,12.5,
880.34,1.537,12.5,
880.67,1.537,12.5,
881.01,1.537,12.5,
881.34,1.537,12.5,
881.67,1.537,12.5,
882.01,1.537,12.5,
882.35,1.537,12.5,
882.68,1.537,12.5,
883.01,1.537,12.5,
883.35,1.537,12.5,
883.69,1.537,12.5,
884.03,1.537,12.5,
884.36,1.537,12.5,
884.7,1.537,13.8,
885.03,1.537,12.5,
885.37,1.537,12.5,
885.7,1.537,12.5,
886.03,1.537,12.5,
886.37,1.537,12.5,
886.71,1.537,12.5,
887.04,1.537,12.5,
887.37,1.537,11.4,
887.71,1.537,12.5,
888.04,1.537,12.5,
888.38,1.537,12.5,
888.71,1.537,12.5,
889.05,1.537,12.5,
889.38,1.537,12.5,
889.72,1.537,12.5,
890.05,1.537,11.4,
890.39,1.537,12.5,
890.72,1.537,12.5,
891.06,1.537,12.5,
891.39,1.537,12.5,
891.73,1.537,12.5,
892.07,1.537,12.5,
892.4,1.537,12.5,
892.74,1.537,12.5,
893.07,1.537,12.5,
893.41,1.537,12.5,
893.75,1.537,12.5,
894.08,1.537,12.5,
894.41,1.537,12.5,
894.75,1.537,12.5,
895.08,1.537,12.5,
895.42,1.537,12.5,
895.75,1.537,12.5,
896.09,1.537,12.5,
896.42,1.537,12.5,
896.76,1.537,12.5,
897.09,1.537,12.5,
897.43,1.537,12.5,
897.76,1.537,12.5,
898.09,1.537,12.5,
898.43,1.537,12.5,
898.77,1.537,12.5,
899.11,1.537,12.5,
899.44,1.537,12.5,
899.77,1.537,12.5,
900.11,1.537,12.5,
900.45,1.537,12.5,
900.78,1.537,12.5,
901.11,1.537,12.5,
901.45,1.537,12.5,
901.79,1.537,12.5,
902.12,1.537,12.5,
902.45,1.537,12.5,
902.79,1.537,12.5,
903.13,1.537,13.8,
903.46,1.537,12.5,
903.79,1.537,12.5,
904.13,1.537,12.5,
904.46,1.537,12.5,
904.8,1.537,12.5,
905.13,1.537,12.5,
905.47,1.537,12.5,
905.81,1.537,12.5,
906.14,1.537,12.5,
906.49,1.537,12.5,
906.85,1.537,12.5,
907.19,1.537,12.5,
907.52,1.537,12.5,
907.85,1.537,12.5,
908.19,1.537,12.5,
908.53,1.537,12.5,
908.86,1.537,12.5,
909.19,1.537,12.5,
909.53,1.537,12.5,
909.86,1.537,11.4,
910.2,1.537,12.5,
910.53,1.537,12.5,
910.87,1.537,13.8,
911.2,1.537,12.5,
911.54,1.537,12.5,
911.87,1.537,12.5,
912.2,1.537,12.5,
912.54,1.537,12.5,
912.88,1.537,12.5,
913.21,1.537,12.5,
913.54,1.537,12.5,
913.88,1.537,12.5,
914.21,1.537,12.5,
914.55,1.537,12.5,
914.88,1.537,12.5,
915.22,1.537,12.5,
915.55,1.537,12.5,
915.89,1.537,12.5,
916.22,1.537,12.5,
916.56,1.537,12.5,
916.89,1.537,11.4,
917.23,1.537,12.5,
917.56,1.537,12.5,
917.9,1.537,12.5,
918.24,1.537,12.5,
918.57,1.537,12.5,
918.91,1.537,12.5,
919.24,1.537,11.4,
919.58,1.537,12.5,
919.91,1.537,12.5,
920.24,1.537,12.5,
920.58,1.537,12.5,
920.92,1.537,12.5,
921.25,1.537,12.5,
921.58,1.537,12.5,
921.92,1.537,12.5,
922.26,1.537,12.5,
922.59,1.537,12.5,
922.92,1.537,12.5,
923.26,1.537,12.5,
923.6,1.537,12.5,
923.93,1.537,12.5,
924.26,1.537,12.5,
924.6,1.537,12.5,
924.93,1.537,12.5,
925.27,1.537,12.5,
925.6,1.537,12.5,
925.94,1.537,12.5,
926.27,1.537,12.5,
926.61,1.537,13.8,
926.94,1.537,12.5,
927.28,1.537,12.5,
927.61,1.537,12.5,
927.94,1.537,12.5,
928.28,1.537,12.5,
928.62,1.537,12.5,
928.95,1.537,12.5,
929.29,1.537,12.5,
929.62,1.537,12.5,
929.96,1.537,12.5,
930.29,1.537,12.5,
930.63,1.537,12.5,
930.96,1.537,12.5,
931.3,1.537,12.5,
931.63,1.537,12.5,
931.97,1.537,12.5,
932.3,1.537,12.5,
932.64,1.537,12.5,
932.97,1.537,11.4,
933.31,1.537,12.5,
933.64,1.537,12.5,
933.98,1.537,12.5,
934.31,1.537,12.5,
934.64,1.537,12.5,
934.98,1.537,12.5,
935.32,1.537,12.5,
935.65,1.537,12.5,
935.99,1.537,12.5,
936.32,1.537,12.5,
936.66,1.537,12.5,
936.99,1.537,12.5,
937.33,1.537,12.5,
937.66,1.537,12.5,
938.0,1.537,12.5,
938.33,1.537,11.4,
938.67,1.537,12.5,
939.01,1.537,12.5,
939.34,1.537,12.5,
939.68,1.537,12.5,
940.01,1.537,12.5,
940.35,1.537,12.5,
940.68,1.537,12.5,
941.02,1.537,12.5,
941.35,1.537,12.5,
941.68,1.537,12.5,
942.02,1.537,12.5,
942.36,1.537,12.5,
942.69,1.537,12.5,
943.02,1.537,12.5,
943.36,1.537,12.5,
943.7,1.537,12.5,
944.04,1.537,12.5,
944.37,1.537,12.5,
944.71,1.537,12.5,
945.04,1.537,12.5,
945.38,1.546,12.5,
945.71,1.546,12.5,
946.05,1.546,12.5,
946.38,1.546,12.5,
946.72,1.546,12.5,
947.06,1.546,12.5,
947.39,1.546,12.5,
947.73,1.546,13.8,
948.06,1.546,11.4,
948.4,1.546,12.5,
948.73,1.546,12.5,
949.07,1.546,12.5,
949.4,1.546,12.5,
949.74,1.546,12.5,
950.08,1.546,12.5,
950.42,1.546,12.5,
950.76,1.546,13.8,
951.09,1.546,12.5,
951.43,1.546,13.8,
951.76,1.546,11.4,
952.1,1.546,12.5,
952.43,1.546,12.5,
952.77,1.546,12.5,
953.11,1.546,12.5,
953.44,1.546,12.5,
953.78,1.546,12.5,
954.11,1.546,12.5,
954.45,1.546,12.5,
954.79,1.546,12.5,
955.12,1.546,12.5,
955.46,1.546,12.5,
955.79,1.546,12.5,
956.13,1.546,12.5,
956.47,1.546,12.5,
956.81,1.546,12.5,
957.14,1.546,12.5,
957.48,1.546,12.5,
957.81,1.546,12.5,
958.15,1.546,12.5,
958.49,1.546,12.5,
958.82,1.546,12.5,
959.17,1.546,13.8,
959.5,1.546,12.5,
959.84,1.546,12.5,
960.17,1.558,12.5,
960.51,1.561,12.5,
960.84,1.561,12.5,
961.18,1.561,12.5,
961.52,1.561,12.5,
961.85,1.561,12.5,
962.19,1.561,12.5,
962.53,1.561,12.5,
962.86,1.561,12.5,
963.2,1.561,12.5,
963.53,1.561,12.5,
963.87,1.561,12.5,
964.21,1.561,12.5,
964.55,1.561,12.5,
964.88,1.561,12.5,
965.22,1.561,12.5,
965.55,1.561,12.5,
965.89,1.561,12.5,
966.23,1.561,12.5,
966.56,1.561,12.5,
966.9,1.561,12.5,
967.23,1.561,12.5,
967.57,1.561,12.5,
967.91,1.561,12.5,
968.24,1.561,12.5,
968.58,1.561,12.5,
968.92,1.561,12.5,
969.26,1.561,12.5,
969.6,1.561,12.5,
969.93,1.561,12.5,
970.27,1.561,12.5,
970.6,1.561,12.5,
970.94,1.561,12.5,
971.28,1.561,12.5,
971.61,1.561,12.5,
971.95,1.561,12.5,
972.28,1.561,12.5,
972.62,1.561,12.5,
972.96,1.561,12.5,
973.29,1.561,12.5,
973.63,1.561,13.8,
973.96,1.561,12.5,
974.3,1.561,12.5,
974.64,1.561,12.5,
974.97,1.561,12.5,
975.31,1.561,13.8,
975.64,1.561,12.5,
975.98,1.561,12.5,
976.31,1.561,12.5,
976.65,1.561,12.5,
976.98,1.561,12.5,
977.32,1.561,12.5,
977.66,1.561,12.5,
977.99,1.561,12.5,
978.33,1.561,13.8,
978.66,1.561,12.5,
979.0,1.561,12.5,
979.33,1.561,11.4,
979.67,1.561,12.5,
980.0,1.561,12.5,
980.34,1.561,13.8,
980.67,1.561,12.5,
981.01,1.561,12.5,
981.34,1.561,12.5,
981.68,1.561,12.5,
982.01,1.561,12.5,
982.35,1.561,12.5,
982.68,1.561,12.5,
983.02,1.561,12.5,
983.36,1.561,12.5,
983.69,1.561,12.5,
984.03,1.561,12.5,
984.36,1.561,12.5,
984.7,1.561,12.5,
985.03,1.561,12.5,
985.37,1.561,12.5,
985.71,1.561,12.5,
986.04,1.561,12.5,
986.37,1.561,12.5,
986.71,1.561,12.5,
987.05,1.561,12.5,
987.39,1.561,13.8,
987.72,1.561,12.5,
988.05,1.561,12.5,
988.39,1.561,12.5,
988.73,1.561,12.5,
989.06,1.561,12.5,
989.4,1.561,12.5,
989.73,1.561,12.5,
990.07,1.561,12.5,
990.4,1.561,12.5,
990.74,1.561,12.5,
991.07,1.561,12.5,
991.41,1.561,12.5,
991.75,1.561,12.5,
992.08,1.561,11.4,
992.41,1.561,12.5,
992.75,1.561,12.5,
993.09,1.561,12.5,
993.42,1.561,12.5,
993.76,1.561,12.5,
994.09,1.561,12.5,
994.43,1.561,12.5,
994.77,1.561,12.5,
995.11,1.561,12.5,
995.44,1.561,12.5,
995.78,1.561,12.5,
996.11,1.561,12.5,
996.45,1.561,12.5,
996.79,1.561,12.5,
997.12,1.559,12.5,
997.45,1.559,12.5,
997.79,1.559,12.5,
998.13,1.559,12.5,
998.46,1.559,12.5,
998.79,1.559,12.5,
999.13,1.559,12.5,
999.47,1.559,12.5,
999.81,1.559,12.5,
1000.14,1.559,12.5,
1000.47,1.559,12.5,
1000.81,1.559,11.4,
1001.15,1.559,12.5,
1001.48,1.559,12.5,
1001.81,1.559,12.5,
1002.15,1.559,12.5,
1002.49,1.559,12.5,
1002.82,1.559,12.5,
1003.15,1.559,12.5,
1003.49,1.559,12.5,
1003.82,1.559,12.5,
1004.16,1.559,12.5,
1004.49,1.559,12.5,
1004.83,1.559,11.4,
1005.17,1.559,12.5,
1005.5,1.559,11.4,
1005.83,1.559,12.5,
1006.17,1.559,12.5,
1006.51,1.559,13.8,
1006.84,1.559,12.5,
1007.17,1.559,12.5,
1007.51,1.559,12.5,
1007.84,1.559,12.5,
1008.18,1.559,12.5,
1008.51,1.559,12.5,
1008.85,1.559,12.5,
1009.18,1.559,12.5,
1009.52,1.559,12.5,
1009.85,1.559,12.5,
1010.19,1.559,12.5,
1010.53,1.559,12.5,
1010.86,1.559,12.5,
1011.19,1.559,12.5,
1011.53,1.559,12.5,
1011.87,1.559,12.5,
1012.2,1.559,12.5,
1012.54,1.559,12.5,
1012.87,1.559,12.5,
1013.21,1.559,12.5,
1013.54,1.559,12.5,
1013.88,1.559,12.5,
1014.21,1.559,12.5,
1014.55,1.559,12.5,
1014.88,1.559,12.5,
1015.22,1.559,12.5,
1015.55,1.559,12.5,
1015.89,1.559,12.5,
1016.22,1.559,12.5,
1016.56,1.559,12.5,
1016.89,1.559,12.5,
1017.22,1.559,12.5,
1017.56,1.559,12.5,
1017.9,1.559,13.8,
1018.23,1.559,12.5,
1018.56,1.559,12.5,
1018.9,1.559,12.5,
1019.24,1.559,12.5,
1019.57,1.559,12.5,
1019.91,1.559,12.5,
1020.24,1.559,12.5,
1020.58,1.559,12.5,
1020.92,1.559,13.8,
1021.25,1.559,12.5,
1021.58,1.559,12.5,
1021.92,1.559,12.5,
1022.25,1.559,12.5,
1022.59,1.559,12.5,
1022.92,1.559,12.5,
1023.26,1.559,12.5,
1023.59,1.559,12.5,
1023.93,1.559,11.4,
1024.27,1.559,12.5,
1024.6,1.559,12.5,
1024.94,1.559,11.4,
1025.27,1.559,12.5,
1025.61,1.559,12.5,
1025.94,1.559,12.5,
1026.28,1.559,12.5,
1026.61,1.559,12.5,
1026.95,1.559,12.5,
1027.28,1.559,12.5,
1027.62,1.559,12.5,
1027.95,1.559,12.5,
1028.29,1.559,12.5,
1028.62,1.559,12.5,
1028.96,1.559,12.5,
1029.29,1.559,12.5,
1029.63,1.559,12.5,
1029.96,1.559,12.5,
1030.3,1.559,12.5,
1030.64,1.559,12.5,
1030.97,1.559,12.5,
1031.3,1.559,12.5,
1031.64,1.559,12.5,
1031.98,1.559,13.8,
1032.31,1.559,12.5,
1032.64,1.559,12.5,
1032.98,1.559,12.5,
1033.31,1.559,12.5,
1033.65,1.559,11.4,
1033.98,1.559,12.5,
1034.32,1.559,12.5,
1034.66,1.559,12.5,
1034.99,1.559,12.5,
1035.33,1.559,12.5,
1035.66,1.559,12.5,
1036.0,1.559,11.4,
1036.33,1.559,12.5,
1036.67,1.559,12.5,
1037.0,1.559,12.5,
1037.34,1.559,12.5,
1037.67,1.559,12.5,
1038.01,1.559,12.5,
1038.34,1.559,12.5,
1038.68,1.559,12.5,
1039.01,1.559,12.5,
1039.34,1.559,12.5,
1039.68,1.559,12.5,
1040.02,1.559,12.5,
1040.35,1.559,12.5,
1040.68,1.559,12.5,
1041.02,1.559,12.5,
1041.36,1.559,13.8,
1041.69,1.559,12.5,
1042.02,1.559,12.5,
1042.36,1.559,12.5,
1042.69,1.559,12.5,
1043.03,1.559,12.5,
1043.36,1.559,12.5,
1043.7,1.559,12.5,
1044.03,1.559,12.5,
1044.37,1.559,12.5,
1044.7,1.559,12.5,
1045.04,1.559,12.5,
1045.37,1.559,12.5,
1045.71,1.559,12.5,
1046.04,1.559,12.5,
1046.38,1.559,12.5,
1046.71,1.559,12.5,
1047.05,1.559,12.5,
1047.38,1.559,12.5,
1047.72,1.559,12.5,
1048.05,1.559,12.5,
1048.39,1.559,12.5,
1048.72,1.559,12.5,
1049.06,1.559,12.5,
1049.39,1.559,12.5,
1049.73,1.559,13.8,
1050.06,1.559,12.5,
1050.4,1.559,12.5,
1050.73,1.559,12.5,
1051.07,1.559,12.5,
1051.4,1.559,12.5,
1051.74,1.559,12.5,
1052.07,1.559,12.5,
1052.41,1.559,12.5,
1052.74,1.559,12.5,
1053.08,1.559,12.5,
1053.41,1.559,12.5,
1053.75,1.559,12.5,
1054.08,1.559,12.5,
1054.42,1.559,12.5,
1054.76,1.559,12.5,
1055.09,1.559,12.5,
1055.43,1.559,12.5,
1055.76,1.559,12.5,
1056.1,1.559,12.5,
1056.43,1.559,12.5,
1056.76,1.559,12.5,
1057.1,1.559,12.5,
1057.44,1.559,12.5,
1057.77,1.559,12.5,
1058.1,1.559,12.5,
1058.44,1.559,12.5,
1058.78,1.559,12.5,
1059.11,1.559,12.5,
1059.45,1.559,12.5,
1059.78,1.559,12.5,
1060.12,1.559,12.5,
1060.46,1.559,12.5,
1060.79,1.559,12.5,
1061.12,1.559,12.5,
1061.46,1.559,12.5,
1061.8,1.559,12.5,
1062.13,1.559,12.5,
1062.47,1.559,12.5,
1062.8,1.559,12.5,
1063.14,1.559,12.5,
1063.47,1.559,12.5,
1063.81,1.559,12.5,
1064.14,1.559,12.5,
1064.48,1.559,12.5,
1064.82,1.559,12.5,
1065.15,1.559,12.5,
1065.49,1.559,12.5,
1065.83,1.559,13.8,
1066.16,1.559,12.5,
1066.49,1.559,12.5,
1066.83,1.559,12.5,
1067.16,1.559,12.5,
1067.5,1.559,12.5,
1067.83,1.559,12.5,
1068.17,1.559,12.5,
1068.5,1.559,12.5,
1068.84,1.559,12.5,
1069.17,1.559,12.5,
1069.51,1.559,12.5,
1069.84,1.559,12.5,
1070.18,1.559,12.5,
1070.51,1.559,12.5,
1070.85,1.559,12.5,
1071.18,1.559,12.5,
1071.52,1.559,12.5,
1071.85,1.559,12.5,
1072.19,1.559,12.5,
1072.52,1.559,12.5,
1072.86,1.559,12.5,
1073.19,1.559,12.5,
1073.53,1.559,12.5,
1073.86,1.559,12.5,
1074.2,1.559,12.5,
1074.53,1.559,12.5,
1074.87,1.559,12.5,
1075.2,1.559,12.5,
1075.54,1.559,12.5,
1075.87,1.559,12.5,
1076.21,1.559,12.5,
1076.54,1.559,12.5,
1076.87,1.559,12.5,
1077.21,1.559,12.5,
1077.55,1.559,12.5,
1077.88,1.559,12.5,
1078.21,1.559,12.5,
1078.55,1.559,12.5,
1078.88,1.559,12.5,
1079.22,1.559,12.5,
1079.55,1.559,12.5,
1079.89,1.559,12.5,
1080.22,1.559,12.5,
1080.56,1.559,12.5,
1080.89,1.559,12.5,
1081.23,1.559,12.5,
1081.56,1.559,12.5,
1081.9,1.559,12.5,
1082.23,1.559,12.5,
1082.57,1.559,12.5,
1082.9,1.559,12.5,
1083.24,1.559,12.5,
1083.57,1.559,12.5,
1083.91,1.559,12.5,
1084.24,1.559,12.5,
1084.58,1.559,12.5,
1084.92,1.559,12.5,
1085.25,1.559,12.5,
1085.59,1.559,12.5,
1085.92,1.559,12.5,
1086.26,1.559,12.5,
1086.59,1.559,12.5,
1086.93,1.559,12.5,
1087.26,1.559,12.5,
1087.6,1.559,12.5,
1087.93,1.559,12.5,
1088.27,1.559,12.5,
1088.6,1.559,12.5,
1088.93,1.559,12.5,
1089.27,1.559,12.5,
1089.61,1.559,12.5,
1089.94,1.559,12.5,
1090.27,1.559,12.5,
1090.61,1.559,12.5,
1090.94,1.559,12.5,
1091.28,1.559,12.5,
1091.61,1.559,12.5,
1091.95,1.559,12.5,
1092.28,1.559,12.5,
1092.62,1.559,12.5,
1092.95,1.559,12.5,
1093.29,1.559,12.5,
1093.62,1.559,12.5,
1093.96,1.559,12.5,
1094.29,1.559,12.5,
1094.63,1.559,12.5,
1094.97,1.559,12.5,
1095.31,1.559,12.5,
1095.64,1.559,12.5,
1095.97,1.559,12.5,
1096.31,1.559,12.5,
1096.65,1.559,12.5,
1096.98,1.559,12.5,
1097.32,1.559,12.5,
1097.65,1.559,12.5,
1097.99,1.559,12.5,
1098.32,1.559,12.5,
1098.66,1.559,12.5,
1098.99,1.559,12.5,
1099.33,1.559,12.5,
1099.67,1.559,12.5,
1100.0,1.559,12.5,
1100.33,1.559,12.5,
1100.67,1.559,12.5,
1101.01,1.559,12.5,
1101.34,1.559,12.5,
1101.68,1.559,12.5,
1102.01,1.559,12.5,
1102.35,1.559,12.5,
1102.68,1.559,12.5,
1103.02,1.559,12.5,
1103.35,1.559,12.5,
1103.69,1.559,12.5,
1104.03,1.559,12.5,
1104.36,1.559,12.5,
1104.7,1.559,13.8,
1105.03,1.559,12.5,
1105.37,1.559,12.5,
1105.7,1.559,12.5,
1106.04,1.559,12.5,
1106.37,1.559,12.5,
1106.71,1.559,12.5,
1107.05,1.559,12.5,
1107.38,1.559,12.5,
1107.72,1.559,12.5,
1108.05,1.559,12.5,
1108.39,1.559,12.5,
1108.73,1.559,13.8,
1109.06,1.559,12.5,
1109.39,1.559,12.5,
1109.73,1.559,12.5,
1110.07,1.559,12.5,
1110.4,1.559,12.5,
1110.74,1.559,12.5,
1111.07,1.559,12.5,
1111.41,1.559,12.5,
1111.74,1.559,12.5,
1112.08,1.559,12.5,
1112.41,1.559,12.5,
1112.75,1.559,12.5,
1113.08,1.559,12.5,
1113.42,1.559,12.5,
1113.76,1.559,13.8,
1114.09,1.559,12.5,
1114.43,1.559,12.5,
1114.77,1.559,12.5,
1115.1,1.559,12.5,
1115.44,1.559,12.5,
1115.78,1.559,12.5,
1116.11,1.559,12.5,
1116.45,1.559,12.5,
1116.78,1.559,12.5,
1117.12,1.559,12.5,
1117.46,1.559,12.5,
1117.79,1.559,12.5,
1118.13,1.559,12.5,
1118.46,1.559,12.5,
1118.8,1.559,12.5,
1119.14,1.559,12.5,
1119.48,1.559,12.5,
1119.82,1.559,12.5,
1120.15,1.56,12.5,
1120.49,1.56,12.5,
1120.82,1.56,12.5,
1121.16,1.56,12.5,
1121.5,1.56,12.5,
1121.83,1.56,12.5,
1122.17,1.56,12.5,
1122.5,1.56,12.5,
1122.84,1.56,12.5,
1123.18,1.56,12.5,
1123.52,1.56,13.8,
1123.85,1.56,12.5,
1124.19,1.56,13.8,
1124.53,1.56,12.5,
1124.86,1.56,12.5,
1125.2,1.56,12.5,
1125.54,1.56,12.5,
1125.87,1.56,12.5,
1126.21,1.56,12.5,
1126.54,1.56,12.5,
1126.88,1.56,12.5,
1127.22,1.56,12.5,
1127.55,1.56,12.5,
1127.89,1.56,12.5,
1128.22,1.56,12.5,
1128.56,1.56,12.5,
1128.89,1.56,12.5,
1129.23,1.56,12.5,
1129.56,1.56,12.5,
1129.9,1.56,12.5,
1130.24,1.56,12.5,
1130.57,1.56,11.4,
1130.91,1.56,12.5,
1131.24,1.56,12.5,
1131.58,1.56,12.5,
1131.92,1.56,12.5,
1132.25,1.56,12.5,
1132.59,1.56,13.8,
1132.92,1.56,12.5,
1133.26,1.56,12.5,
1133.59,1.56,12.5,
1133.93,1.56,12.5,
1134.26,1.56,12.5,
1134.6,1.56,12.5,
1134.94,1.56,12.5,
1135.27,1.56,12.5,
1135.6,1.56,12.5,
1135.94,1.56,12.5,
1136.28,1.56,12.5,
1136.61,1.56,12.5,
1136.95,1.56,12.5,
1137.28,1.56,12.5,
1137.62,1.56,12.5,
1137.95,1.56,12.5,
1138.29,1.56,12.5,
1138.62,1.56,12.5,
1138.96,1.56,12.5,
1139.3,1.56,13.8,
1139.63,1.56,12.5,
1139.97,1.56,12.5,
1140.3,1.56,12.5,
1140.64,1.56,12.5,
1140.97,1.56,12.5,
1141.31,1.56,12.5,
1141.64,1.56,12.5,
1141.98,1.56,12.5,
1142.32,1.56,12.5,
1142.65,1.56,12.5,
1142.99,1.56,12.5,
1143.32,1.56,12.5,
1143.66,1.56,12.5,
1143.99,1.56,12.5,
1144.33,1.56,12.5,
1144.67,1.56,12.5,
1145.0,1.56,12.5,
1145.34,1.56,12.5,
1145.67,1.56,12.5,
1146.01,1.56,12.5,
1146.34,1.56,12.5,
1146.68,1.56,12.5,
1147.01,1.56,12.5,
1147.34,1.56,12.5,
1147.68,1.56,12.5,
1148.02,1.56,12.5,
1148.35,1.56,12.5,
1148.68,1.56,12.5,
1149.02,1.56,12.5,
1149.35,1.56,12.5,
1149.69,1.56,12.5,
1150.03,1.56,12.5,
1150.36,1.56,12.5,
1150.7,1.56,12.5,
1151.03,1.56,12.5,
1151.37,1.56,12.5,
1151.7,1.56,12.5,
1152.04,1.56,12.5,
1152.37,1.56,12.5,
1152.71,1.56,12.5,
1153.04,1.56,12.5,
1153.37,1.56,12.5,
1153.71,1.56,12.5,
1154.05,1.56,12.5,
1154.38,1.56,12.5,
1154.71,1.56,12.5,
1155.05,1.56,12.5,
1155.39,1.56,12.5,
1155.72,1.56,12.5,
1156.05,1.56,12.5,
1156.39,1.56,12.5,
1156.73,1.56,12.5,
1157.06,1.56,12.5,
1157.39,1.56,12.5,
1157.73,1.56,12.5,
1158.07,1.56,12.5,
1158.4,1.56,12.5,
1158.73,1.56,12.5,
1159.07,1.56,12.5,
1159.4,1.56,12.5,
1159.74,1.56,12.5,
1160.07,1.56,12.5,
1160.41,1.56,12.5,
1160.74,1.56,12.5,
1161.08,1.56,12.5,
1161.41,1.56,12.5,
1161.75,1.56,12.5,
1162.08,1.56,12.5,
1162.42,1.56,12.5,
1162.75,1.56,11.4,
1163.09,1.56,12.5,
1163.42,1.56,12.5,
1163.76,1.56,13.8,
1164.09,1.56,12.5,
1164.43,1.56,12.5,
1164.76,1.56,12.5,
1165.09,1.56,12.5,
1165.43,1.56,12.5,
1165.77,1.56,12.5,
1166.1,1.56,12.5,
1166.43,1.56,12.5,
1166.77,1.56,12.5,
1167.11,1.56,13.8,
1167.44,1.56,12.5,
1167.77,1.56,12.5,
1168.11,1.56,12.5,
1168.44,1.56,12.5,
1168.78,1.56,12.5,
1169.11,1.56,12.5,
1169.45,1.56,12.5,
