gridsize vs. memory,,,,,,,,,,,
time+,gs=500,gs=600,gs=700,gs=800,gs=900,gs=1000,gs=1100,gs=1200,gs=1300,gs=1400,gs=1500
1460.97,,,,,,,,,,,2.5
1460.98,,,,,,,,1.7,,,
1461.02,,,,,,,,,,2.2,
1461.04,,,,,,,1.4,,,,
1461.05,,,,,,,,,1.9,,
1461.15,,,,,,1.3,,,,,
1461.31,,,,,,,,1.7,,,
1461.31,,,,,,,,,,,2.5
1461.35,,,,,,,,,,2.2,
1461.37,,,,,,,1.4,,,,
1461.39,,,,,,,,,1.9,,
1461.48,,,,,,1.3,,,,,
1461.64,,,,,,,,,,,2.5
1461.65,,,,,,,,1.7,,,
1461.69,,,,,,,,,,2.2,
1461.71,,,,,,,1.4,,,,
1461.72,,,,,,,,,1.9,,
1461.81,,,,,,1.3,,,,,
1461.98,,,,,,,,,,,2.5
1461.99,,,,,,,,1.7,,,
1461.99,,,,,,,,,,2.2,
1462.04,,,,,,,1.4,,,,
1462.05,,,,,,,,,1.9,,
1462.15,,,,,,1.3,,,,,
1462.31,,,,,,,,,,,2.5
1462.32,,,,,,,,1.7,,,
1462.33,,,,,,,,,,2.2,
1462.37,,,,,,,1.4,,,,
1462.39,,,,,,,,,1.9,,
1462.48,,,,,,1.3,,,,,
1462.65,,,,,,,,1.7,,,
1462.65,,,,,,,,,,,2.5
1462.66,,,,,,,,,,2.2,
1462.71,,,,,,,1.4,,,,
1462.72,,,,,,,,,1.9,,
1462.81,,,,,,1.3,,,,,
1462.98,,,,,,,,,,,2.5
1462.99,,,,,,,,1.7,,,
1462.99,,,,,,,,,,2.2,
1463.04,,,,,,,1.4,,,,
1463.05,,,,,,,,,1.9,,
1463.15,,,,,,1.3,,,,,
1463.31,,,,,,,,,,,2.5
1463.32,,,,,,,,1.7,,,
1463.33,,,,,,,,,,2.2,
1463.37,,,,,,,1.4,,,,
1463.39,,,,,,,,,1.9,,
1463.48,,,,,,1.3,,,,,
1463.65,,,,,,,,1.7,,,
1463.65,,,,,,,,,,,2.5
1463.66,,,,,,,,,,2.2,
1463.71,,,,,,,1.4,,,,
1463.72,,,,,,,,,1.9,,
1463.81,,,,,,1.3,,,,,
1463.98,,,,,,,,,,,2.5
1463.99,,,,,,,,1.7,,,
1463.99,,,,,,,,,,2.2,
1464.04,,,,,,,1.4,,,,
1464.06,,,,,,,,,1.9,,
1464.15,,,,,,1.3,,,,,
1464.31,,,,,,,,,,,2.5
1464.32,,,,,,,,1.7,,,
1464.33,,,,,,,,,,2.2,
1464.38,,,,,,,1.4,,,,
1464.39,,,,,,,,,1.9,,
1464.48,,,,,,1.3,,,,,
1464.65,,,,,,,,1.7,,,
1464.65,,,,,,,,,,,2.5
1464.66,,,,,,,,,,2.2,
1464.71,,,,,,,1.4,,,,
1464.72,,,,,,,,,1.9,,
1464.81,,,,,,1.3,,,,,
1464.98,,,,,,,,,,,2.5
1464.99,,,,,,,,1.7,,,
1464.99,,,,,,,,,,2.2,
1465.04,,,,,,,1.4,,,,
1465.06,,,,,,,,,1.9,,
1465.15,,,,,,1.3,,,,,
1465.31,,,,,,,,,,,2.5
1465.32,,,,,,,,1.7,,,
1465.33,,,,,,,,,,2.2,
1465.38,,,,,,,1.4,,,,
1465.39,,,,,,,,,1.9,,
1465.49,,,,,,1.3,,,,,
1465.65,,,,,,,,1.7,,,
1465.65,,,,,,,,,,,2.5
1465.66,,,,,,,,,,2.2,
1465.71,,,,,,,1.4,,,,
1465.73,,,,,,,,,1.9,,
1465.82,,,,,,1.3,,,,,
1465.98,,,,,,,,,,,2.5
1465.99,,,,,,,,1.7,,,
1465.99,,,,,,,,,,2.2,
1466.05,,,,,,,1.4,,,,
1466.07,,,,,,,,,1.9,,
1466.15,,,,,,1.3,,,,,
1466.31,,,,,,,,,,,2.5
1466.32,,,,,,,,1.7,,,
1466.33,,,,,,,,,,2.2,
1466.38,,,,,,,1.4,,,,
1466.41,,,,,,,,,1.9,,
1466.49,,,,,,1.3,,,,,
1466.65,,,,,,,,1.7,,,
1466.65,,,,,,,,,,,2.5
1466.66,,,,,,,,,,2.2,
1466.71,,,,,,,1.4,,,,
1466.75,,,,,,,,,1.9,,
1466.82,,,,,,1.3,,,,,
1466.98,,,,,,,,,,,2.5
1466.99,,,,,,,,1.7,,,
1467.0,,,,,,,,,,2.2,
1467.05,,,,,,,1.4,,,,
1467.08,,,,,,,,,1.9,,
1467.15,,,,,,1.3,,,,,
1467.32,,,,,,,,1.7,,,
1467.32,,,,,,,,,,,2.5
1467.33,,,,,,,,,,2.2,
1467.38,,,,,,,1.4,,,,
1467.41,,,,,,,,,1.9,,
1467.49,,,,,,1.3,,,,,
1467.65,,,,,,,,1.7,,,
1467.65,,,,,,,,,,,2.5
1467.66,,,,,,,,,,2.2,
1467.71,,,,,,,1.4,,,,
1467.75,,,,,,,,,1.9,,
1467.82,,,,,,1.3,,,,,
1467.98,,,,,,,,,,,2.5
1467.99,,,,,,,,1.7,,,
1468.0,,,,,,,,,,2.2,
1468.05,,,,,,,1.4,,,,
1468.08,,,,,,,,,1.9,,
1468.15,,,,,,1.3,,,,,
1468.32,,,,,,,,1.7,,,
1468.32,,,,,,,,,,,2.5
1468.33,,,,,,,,,,2.2,
1468.38,,,,,,,1.4,,,,
1468.42,,,,,,,,,1.9,,
1468.49,,,,,,1.3,,,,,
1468.65,,,,,,,,1.7,,,
1468.65,,,,,,,,,,,2.5
1468.67,,,,,,,,,,2.2,
1468.71,,,,,,,1.4,,,,
1468.75,,,,,,,,,1.9,,
1468.82,,,,,,1.3,,,,,
1468.98,,,,,,,,,,,2.5
1468.99,,,,,,,,1.7,,,
1469.0,,,,,,,,,,2.2,
1469.05,,,,,,,1.4,,,,
1469.08,,,,,,,,,1.9,,
1469.15,,,,,,1.3,,,,,
1469.32,,,,,,,,1.7,,,
1469.32,,,,,,,,,,,2.5
1469.33,,,,,,,,,,2.2,
1469.38,,,,,,,1.4,,,,
1469.42,,,,,,,,,1.9,,
1469.49,,,,,,1.3,,,,,
1469.65,,,,,,,,1.7,,,
1469.65,,,,,,,,,,,2.5
1469.67,,,,,,,,,,2.2,
1469.71,,,,,,,1.4,,,,
1469.75,,,,,,,,,1.9,,
1469.82,,,,,,1.3,,,,,
1469.98,,,,,,,,,,,2.5
1469.99,,,,,,,,1.7,,,
1470.0,,,,,,,,,,2.2,
1470.05,,,,,,,1.4,,,,
1470.09,,,,,,,,,1.9,,
1470.16,,,,,,1.3,,,,,
1470.32,,,,,,,,1.7,,,
1470.32,,,,,,,,,,,2.5
1470.33,,,,,,,,,,2.2,
1470.38,,,,,,,1.4,,,,
1470.42,,,,,,,,,1.9,,
1470.49,,,,,,1.3,,,,,
1470.65,,,,,,,,1.7,,,
1470.65,,,,,,,,,,,2.5
1470.67,,,,,,,,,,2.2,
1470.71,,,,,,,1.4,,,,
1470.75,,,,,,,,,1.9,,
1470.83,,,,,,1.3,,,,,
1470.98,,,,,,,,,,,2.5
1470.99,,,,,,,,1.7,,,
1471.0,,,,,,,,,,2.2,
1471.05,,,,,,,1.4,,,,
1471.09,,,,,,,,,1.9,,
1471.16,,,,,,1.3,,,,,
1471.32,,,,,,,,1.7,,,
1471.32,,,,,,,,,,,2.5
1471.34,,,,,,,,,,2.2,
1471.39,,,,,,,1.4,,,,
1471.42,,,,,,,,,1.9,,
1471.49,,,,,,1.3,,,,,
1471.65,,,,,,,,,,,2.5
1471.66,,,,,,,,1.7,,,
1471.67,,,,,,,,,,2.2,
1471.72,,,,,,,1.4,,,,
1471.76,,,,,,,,,1.9,,
1471.83,,,,,,1.3,,,,,
1471.99,,,,,,,,1.7,,,
1471.99,,,,,,,,,,,2.5
1472.01,,,,,,,,,,2.2,
1472.05,,,,,,,1.4,,,,
1472.09,,,,,,,,,1.9,,
1472.16,,,,,,1.3,,,,,
1472.32,,,,,,,,,,,2.5
1472.33,,,,,,,,1.7,,,
1472.34,,,,,,,,,,2.2,
1472.39,,,,,,,1.4,,,,
1472.43,,,,,,,,,1.9,,
1472.49,,,,,,1.3,,,,,
1472.65,,,,,,,,,,,2.5
1472.66,,,,,,,,1.7,,,
1472.67,,,,,,,,,,2.2,
1472.72,,,,,,,1.4,,,,
1472.76,,,,,,,,,1.9,,
1472.83,,,,,,1.3,,,,,
1472.99,,,,,,,,1.7,,,
1472.99,,,,,,,,,,,2.5
1473.01,,,,,,,,,,2.2,
1473.05,,,,,,,1.4,,,,
1473.09,,,,,,,,,1.9,,
1473.16,,,,,,1.3,,,,,
1473.32,,,,,,,,,,,2.5
1473.33,,,,,,,,1.7,,,
1473.34,,,,,,,,,,2.2,
1473.39,,,,,,,1.4,,,,
1473.43,,,,,,,,,1.9,,
1473.5,,,,,,1.3,,,,,
1473.65,,,,,,,,,,,2.5
1473.66,,,,,,,,1.7,,,
1473.67,,,,,,,,,,2.2,
1473.72,,,,,,,1.4,,,,
1473.76,,,,,,,,,1.9,,
1473.83,,,,,,1.3,,,,,
1473.99,,,,,,,,1.7,,,
1473.99,,,,,,,,,,,2.5
1474.01,,,,,,,,,,2.2,
1474.06,,,,,,,1.4,,,,
1474.09,,,,,,,,,1.9,,
1474.17,,,,,,1.3,,,,,
1474.32,,,,,,,,,,,2.5
1474.33,,,,,,,,1.7,,,
1474.34,,,,,,,,,,2.2,
1474.39,,,,,,,1.4,,,,
1474.43,,,,,,,,,1.9,,
1474.5,,,,,,1.3,,,,,
1474.65,,,,,,,,,,,2.5
1474.66,,,,,,,,1.7,,,
1474.67,,,,,,,,,,2.2,
1474.72,,,,,,,1.4,,,,
1474.76,,,,,,,,,1.9,,
1474.83,,,,,,1.3,,,,,
1474.99,,,,,,,,1.7,,,
1474.99,,,,,,,,,,,2.5
1475.01,,,,,,,,,,2.2,
1475.06,,,,,,,1.4,,,,
1475.09,,,,,,,,,1.9,,
1475.17,,,,,,1.3,,,,,
1475.32,,,,,,,,,,,2.5
1475.33,,,,,,,,1.7,,,
1475.34,,,,,,,,,,2.2,
1475.39,,,,,,,1.4,,,,
1475.43,,,,,,,,,1.9,,
1475.5,,,,,,1.3,,,,,
1475.65,,,,,,,,,,,2.5
1475.66,,,,,,,,1.7,,,
1475.67,,,,,,,,,,2.2,
1475.73,,,,,,,1.4,,,,
1475.76,,,,,,,,,1.9,,
1475.83,,,,,,1.3,,,,,
1475.99,,,,,,,,1.7,,,
1475.99,,,,,,,,,,,2.5
1476.01,,,,,,,,,,2.2,
1476.06,,,,,,,1.4,,,,
1476.09,,,,,,,,,1.9,,
1476.17,,,,,,1.3,,,,,
1476.32,,,,,,,,,,,2.5
1476.33,,,,,,,,1.7,,,
1476.34,,,,,,,,,,2.2,
1476.39,,,,,,,1.4,,,,
1476.43,,,,,,,,,1.9,,
1476.5,,,,,,1.3,,,,,
1476.65,,,,,,,,,,,2.5
1476.66,,,,,,,,1.7,,,
1476.68,,,,,,,,,,2.2,
1476.73,,,,,,,1.4,,,,
1476.76,,,,,,,,,1.9,,
1476.83,,,,,,1.3,,,,,
1476.99,,,,,,,,1.7,,,
1476.99,,,,,,,,,,,2.5
1477.01,,,,,,,,,,2.2,
1477.06,,,,,,,1.4,,,,
1477.1,,,,,,,,,1.9,,
1477.17,,,,,,1.3,,,,,
1477.32,,,,,,,,,,,2.5
1477.33,,,,,,,,1.7,,,
1477.34,,,,,,,,,,2.2,
1477.39,,,,,,,1.4,,,,
1477.44,,,,,,,,,1.9,,
1477.5,,,,,,1.3,,,,,
1477.65,,,,,,,,,,,2.5
1477.66,,,,,,,,1.7,,,
1477.68,,,,,,,,,,2.2,
1477.73,,,,,,,1.4,,,,
1477.77,,,,,,,,,1.9,,
1477.84,,,,,,1.3,,,,,
1477.99,,,,,,,,1.7,,,
1477.99,,,,,,,,,,,2.5
1478.01,,,,,,,,,,2.2,
1478.06,,,,,,,1.4,,,,
1478.11,,,,,,,,,1.9,,
1478.17,,,,,,1.3,,,,,
1478.32,,,,,,,,,,,2.5
1478.33,,,,,,,,1.7,,,
1478.35,,,,,,,,,,2.2,
1478.39,,,,,,,1.4,,,,
1478.44,,,,,,,,,1.9,,
1478.51,,,,,,1.3,,,,,
1478.65,,,,,,,,,,,2.5
1478.66,,,,,,,,1.7,,,
1478.68,,,,,,,,,,2.2,
1478.72,,,,,,,1.4,,,,
1478.77,,,,,,,,,1.9,,
1478.84,,,,,,1.3,,,,,
1478.99,,,,,,,,1.7,,,
1478.99,,,,,,,,,,,2.5
1479.01,,,,,,,,,,2.2,
1479.06,,,,,,,1.4,,,,
1479.11,,,,,,,,,1.9,,
1479.17,,,,,,1.3,,,,,
1479.32,,,,,,,,,,,2.5
1479.33,,,,,,,,1.7,,,
1479.35,,,,,,,,,,2.2,
1479.39,,,,,,,1.4,,,,
1479.44,,,,,,,,,1.9,,
1479.51,,,,,,1.3,,,,,
1479.65,,,,,,,,,,,2.5
1479.66,,,,,,,,1.7,,,
1479.68,,,,,,,,,,2.2,
1479.73,,,,,,,1.4,,,,
1479.77,,,,,,,,,1.9,,
1479.84,,,,,,1.3,,,,,
1479.99,,,,,,,,1.7,,,
1479.99,,,,,,,,,,,2.5
1480.01,,,,,,,,,,2.2,
1480.06,,,,,,,1.4,,,,
1480.11,,,,,,,,,1.9,,
1480.17,,,,,,1.3,,,,,
1480.32,,,,,,,,,,,2.5
1480.33,,,,,,,,1.7,,,
1480.35,,,,,,,,,,2.2,
1480.39,,,,,,,1.4,,,,
1480.45,,,,,,,,,1.9,,
1480.5,,,,,,1.3,,,,,
1480.65,,,,,,,,,,,2.5
1480.66,,,,,,,,1.7,,,
1480.68,,,,,,,,,,2.2,
1480.73,,,,,,,1.4,,,,
1480.78,,,,,,,,,1.9,,
1480.84,,,,,,1.3,,,,,
1480.99,,,,,,,,1.7,,,
1480.99,,,,,,,,,,,2.5
1481.01,,,,,,,,,,2.2,
1481.06,,,,,,,1.4,,,,
1481.11,,,,,,,,,1.9,,
1481.17,,,,,,1.3,,,,,
1481.32,,,,,,,,,,,2.5
1481.33,,,,,,,,1.7,,,
1481.35,,,,,,,,,,2.2,
1481.39,,,,,,,1.4,,,,
1481.45,,,,,,,,,1.9,,
1481.5,,,,,,1.3,,,,,
1481.65,,,,,,,,,,,2.5
1481.66,,,,,,,,1.7,,,
1481.68,,,,,,,,,,2.2,
1481.73,,,,,,,1.4,,,,
1481.78,,,,,,,,,1.9,,
1481.84,,,,,,1.3,,,,,
1481.98,,,,,,,,,,,2.5
1481.99,,,,,,,,1.7,,,
1482.02,,,,,,,,,,2.2,
1482.06,,,,,,,1.4,,,,
1482.11,,,,,,,,,1.9,,
1482.17,,,,,,1.3,,,,,
1482.32,,,,,,,,,,,2.5
1482.33,,,,,,,,1.7,,,
1482.35,,,,,,,,,,2.2,
1482.39,,,,,,,1.4,,,,
1482.45,,,,,,,,,1.9,,
1482.51,,,,,,1.3,,,,,
1482.65,,,,,,,,,,,2.5
1482.66,,,,,,,,1.7,,,
1482.68,,,,,,,,,,2.2,
1482.73,,,,,,,1.4,,,,
1482.78,,,,,,,,,1.9,,
1482.84,,,,,,1.3,,,,,
1482.98,,,,,,,,,,,2.5
1482.99,,,,,,,,1.7,,,
1483.02,,,,,,,,,,2.2,
1483.06,,,,,,,1.4,,,,
1483.11,,,,,,,,,1.9,,
1483.17,,,,,,1.3,,,,,
1483.32,,,,,,,,,,,2.5
1483.33,,,,,,,,1.7,,,
1483.35,,,,,,,,,,2.2,
1483.4,,,,,,,1.4,,,,
1483.45,,,,,,,,,1.9,,
1483.51,,,,,,1.3,,,,,
1483.65,,,,,,,,,,,2.5
1483.66,,,,,,,,1.7,,,
1483.69,,,,,,,,,,2.2,
1483.73,,,,,,,1.4,,,,
1483.78,,,,,,,,,1.9,,
1483.84,,,,,,1.3,,,,,
1483.99,,,,,,,,,,,2.5
1484.0,,,,,,,,1.7,,,
1484.02,,,,,,,,,,2.2,
1484.06,,,,,,,1.4,,,,
1484.11,,,,,,,,,1.9,,
1484.18,,,,,,1.3,,,,,
1484.32,,,,,,,,,,,2.5
1484.33,,,,,,,,1.7,,,
1484.35,,,,,,,,,,2.2,
1484.4,,,,,,,1.4,,,,
1484.45,,,,,,,,,1.9,,
1484.51,,,,,,1.3,,,,,
1484.65,,,,,,,,,,,2.5
1484.66,,,,,,,,1.7,,,
1484.69,,,,,,,,,,2.2,
1484.73,,,,,,,1.4,,,,
1484.78,,,,,,,,,1.9,,
1484.84,,,,,,1.3,,,,,
1484.99,,,,,,,,,,,2.5
1485.0,,,,,,,,1.7,,,
1485.02,,,,,,,,,,2.2,
1485.07,,,,,,,1.4,,,,
1485.11,,,,,,,,,1.9,,
1485.18,,,,,,1.3,,,,,
1485.32,,,,,,,,,,,2.5
1485.33,,,,,,,,1.7,,,
1485.35,,,,,,,,,,2.2,
1485.4,,,,,,,1.4,,,,
1485.45,,,,,,,,,1.9,,
1485.51,,,,,,1.3,,,,,
1485.65,,,,,,,,,,,2.5
1485.66,,,,,,,,1.7,,,
1485.69,,,,,,,,,,2.2,
1485.73,,,,,,,1.4,,,,
1485.78,,,,,,,,,1.9,,
1485.84,,,,,,1.3,,,,,
1485.99,,,,,,,,,,,2.5
1486.0,,,,,,,,1.7,,,
1486.02,,,,,,,,,,2.2,
1486.07,,,,,,,1.4,,,,
1486.11,,,,,,,,,1.9,,
1486.18,,,,,,1.3,,,,,
1486.32,,,,,,,,,,,2.5
1486.33,,,,,,,,1.7,,,
1486.35,,,,,,,,,,2.2,
1486.4,,,,,,,1.4,,,,
1486.45,,,,,,,,,1.9,,
1486.51,,,,,,1.3,,,,,
1486.66,,,,,,,,1.7,,,
1486.66,,,,,,,,,,,2.5
1486.69,,,,,,,,,,2.2,
1486.73,,,,,,,1.4,,,,
1486.78,,,,,,,,,1.9,,
1486.84,,,,,,1.3,,,,,
1486.99,,,,,,,,,,,2.5
1487.0,,,,,,,,1.7,,,
1487.02,,,,,,,,,,2.2,
1487.07,,,,,,,1.4,,,,
1487.12,,,,,,,,,1.9,,
1487.18,,,,,,1.3,,,,,
1487.32,,,,,,,,,,,2.5
1487.33,,,,,,,,1.7,,,
1487.35,,,,,,,,,,2.2,
1487.4,,,,,,,1.4,,,,
1487.45,,,,,,,,,1.9,,
1487.51,,,,,,1.3,,,,,
1487.66,,,,,,,,,,,2.5
1487.67,,,,,,,,1.7,,,
1487.69,,,,,,,,,,2.2,
1487.73,,,,,,,1.4,,,,
1487.79,,,,,,,,,1.9,,
1487.85,,,,,,1.3,,,,,
1487.99,,,,,,,,,,,2.5
1488.0,,,,,,,,1.7,,,
1488.02,,,,,,,,,,2.2,
1488.07,,,,,,,1.4,,,,
1488.12,,,,,,,,,1.9,,
1488.18,,,,,,1.3,,,,,
1488.32,,,,,,,,,,,2.5
1488.33,,,,,,,,1.7,,,
1488.35,,,,,,,,,,2.2,
1488.4,,,,,,,1.4,,,,
1488.46,,,,,,,,,1.9,,
1488.52,,,,,,1.3,,,,,
1488.66,,,,,,,,,,,2.5
1488.67,,,,,,,,1.7,,,
1488.69,,,,,,,,,,2.2,
1488.74,,,,,,,1.4,,,,
1488.79,,,,,,,,,1.9,,
1488.85,,,,,,1.3,,,,,
1488.99,,,,,,,,,,,2.5
1489.0,,,,,,,,1.7,,,
1489.02,,,,,,,,,,2.2,
1489.07,,,,,,,1.4,,,,
1489.13,,,,,,,,,1.9,,
1489.18,,,,,,1.3,,,,,
1489.32,,,,,,,,,,,2.5
1489.34,,,,,,,,1.7,,,
1489.36,,,,,,,,,,2.2,
1489.41,,,,,,,1.4,,,,
1489.46,,,,,,,,,1.9,,
1489.52,,,,,,1.3,,,,,
1489.66,,,,,,,,,,,2.5
1489.67,,,,,,,,1.7,,,
1489.69,,,,,,,,,,2.2,
1489.74,,,,,,,1.4,,,,
1489.79,,,,,,,,,1.9,,
1489.85,,,,,,1.3,,,,,
1489.99,,,,,,,,,,,2.5
1490.0,,,,,,,,1.7,,,
1490.02,,,,,,,,,,2.2,
1490.07,,,,,,,1.4,,,,
1490.13,,,,,,,,,1.9,,
1490.18,,,,,,1.3,,,,,
1490.32,,,,,,,,,,,2.5
1490.34,,,,,,,,1.7,,,
1490.36,,,,,,,,,,2.2,
1490.41,,,,,,,1.4,,,,
1490.46,,,,,,,,,1.9,,
1490.52,,,,,,1.3,,,,,
1490.66,,,,,,,,,,,2.5
1490.67,,,,,,,,1.7,,,
1490.69,,,,,,,,,,2.2,
1490.74,,,,,,,1.4,,,,
1490.79,,,,,,,,,1.9,,
1490.85,,,,,,1.3,,,,,
1490.99,,,,,,,,,,,2.5
1491.0,,,,,,,,1.7,,,
1491.03,,,,,,,,,,2.2,
1491.07,,,,,,,1.4,,,,
1491.13,,,,,,,,,1.9,,
1491.18,,,,,,1.3,,,,,
1491.32,,,,,,,,,,,2.5
1491.34,,,,,,,,1.7,,,
1491.36,,,,,,,,,,2.2,
1491.41,,,,,,,1.4,,,,
1491.46,,,,,,,,,1.9,,
1491.52,,,,,,1.3,,,,,
1491.66,,,,,,,,,,,2.5
1491.67,,,,,,,,1.7,,,
1491.69,,,,,,,,,,2.2,
1491.74,,,,,,,1.4,,,,
1491.8,,,,,,,,,1.9,,
1491.85,,,,,,1.3,,,,,
1491.99,,,,,,,,,,,2.5
1492.0,,,,,,,,1.7,,,
1492.03,,,,,,,,,,2.2,
1492.07,,,,,,,1.4,,,,
1492.13,,,,,,,,,1.9,,
1492.18,,,,,,1.3,,,,,
1492.32,,,,,,,,,,,2.5
1492.34,,,,,,,,1.7,,,
1492.36,,,,,,,,,,2.2,
1492.41,,,,,,,1.4,,,,
1492.47,,,,,,,,,1.9,,
1492.52,,,,,,1.3,,,,,
1492.66,,,,,,,,,,,2.5
1492.67,,,,,,,,1.7,,,
1492.69,,,,,,,,,,2.2,
1492.75,,,,,,,1.4,,,,
1492.8,,,,,,,,,1.9,,
1492.85,,,,,,1.3,,,,,
1492.99,,,,,,,,,,,2.5
1493.0,,,,,,,,1.7,,,
1493.03,,,,,,,,,,2.2,
1493.08,,,,,,,1.4,,,,
1493.13,,,,,,,,,1.9,,
1493.19,,,,,,1.3,,,,,
1493.32,,,,,,,,,,,2.5
1493.34,,,,,,,,1.7,,,
1493.36,,,,,,,,,,2.2,
1493.41,,,,,,,1.4,,,,
1493.47,,,,,,,,,1.9,,
1493.52,,,,,,1.3,,,,,
1493.66,,,,,,,,,,,2.5
1493.67,,,,,,,,1.7,,,
1493.69,,,,,,,,,,2.2,
1493.75,,,,,,,1.4,,,,
1493.8,,,,,,,,,1.9,,
1493.85,,,,,,1.3,,,,,
1493.99,,,,,,,,,,,2.5
1494.0,,,,,,,,1.7,,,
1494.03,,,,,,,,,,2.2,
1494.08,,,,,,,1.4,,,,
1494.13,,,,,,,,,1.9,,
1494.19,,,,,,1.3,,,,,
1494.32,,,,,,,,,,,2.5
1494.34,,,,,,,,1.7,,,
1494.37,,,,,,,,,,2.2,
1494.41,,,,,,,1.4,,,,
1494.47,,,,,,,,,1.9,,
1494.52,,,,,,1.3,,,,,
1494.66,,,,,,,,,,,2.5
1494.67,,,,,,,,1.7,,,
1494.7,,,,,,,,,,2.2,
1494.75,,,,,,,1.4,,,,
1494.8,,,,,,,,,1.9,,
1494.86,,,,,,1.3,,,,,
1494.99,,,,,,,,,,,2.5
1495.01,,,,,,,,1.7,,,
1495.03,,,,,,,,,,2.2,
1495.08,,,,,,,1.4,,,,
1495.13,,,,,,,,,1.9,,
1495.19,,,,,,1.3,,,,,
1495.32,,,,,,,,,,,2.5
1495.34,,,,,,,,1.7,,,
1495.37,,,,,,,,,,2.2,
1495.42,,,,,,,1.4,,,,
1495.47,,,,,,,,,1.9,,
1495.52,,,,,,1.3,,,,,
1495.66,,,,,,,,,,,2.5
1495.67,,,,,,,,1.7,,,
1495.7,,,,,,,,,,2.2,
1495.75,,,,,,,1.4,,,,
1495.8,,,,,,,,,1.9,,
1495.86,,,,,,1.3,,,,,
1495.99,,,,,,,,,,,2.5
1496.01,,,,,,,,1.7,,,
1496.04,,,,,,,,,,2.2,
1496.08,,,,,,,1.4,,,,
1496.13,,,,,,,,,1.9,,
1496.19,,,,,,1.3,,,,,
1496.32,,,,,,,,,,,2.5
1496.34,,,,,,,,1.7,,,
1496.37,,,,,,,,,,2.2,
1496.42,,,,,,,1.4,,,,
1496.47,,,,,,,,,1.9,,
1496.52,,,,,,1.3,,,,,
1496.66,,,,,,,,,,,2.5
1496.68,,,,,,,,1.7,,,
1496.7,,,,,,,,,,2.2,
1496.75,,,,,,,1.4,,,,
1496.8,,,,,,,,,1.9,,
1496.86,,,,,,1.3,,,,,
1496.99,,,,,,,,,,,2.5
1497.01,,,,,,,,1.7,,,
1497.04,,,,,,,,,,2.2,
1497.09,,,,,,,1.4,,,,
1497.14,,,,,,,,,1.9,,
1497.19,,,,,,1.3,,,,,
1497.33,,,,,,,,,,,2.5
1497.34,,,,,,,,1.7,,,
1497.37,,,,,,,,,,2.2,
1497.42,,,,,,,1.4,,,,
1497.47,,,,,,,,,1.9,,
1497.52,,,,,,1.3,,,,,
1497.56,,,,,,,,,,2.2,
1497.66,,,,,,,,,,,2.5
1497.68,,,,,,,,1.7,,,
1497.75,,,,,,,1.4,,,,
1497.81,,,,,,,,,1.9,,
1497.86,,,,,,1.3,,,,,
1497.9,,,,,,,,,,2.2,
1497.99,,,,,,,,,,,2.5
1498.01,,,,,,,,1.7,,,
1498.09,,,,,,,1.4,,,,
1498.14,,,,,,,,,1.9,,
1498.19,,,,,,1.3,,,,,
1498.23,,,,,,,,,,2.2,
1498.33,,,,,,,,,,,2.5
1498.34,,,,,,,,1.7,,,
1498.42,,,,,,,1.4,,,,
1498.47,,,,,,,,,1.9,,
1498.52,,,,,,1.3,,,,,
1498.56,,,,,,,,,,2.2,
1498.66,,,,,,,,,,,2.5
1498.68,,,,,,,,1.7,,,
1498.75,,,,,,,1.4,,,,
1498.81,,,,,,,,,1.9,,
1498.86,,,,,,1.3,,,,,
1498.9,,,,,,,,,,2.2,
1498.99,,,,,,,,,,,2.5
1499.01,,,,,,,,1.8,,,
1499.09,,,,,,,1.4,,,,
1499.14,,,,,,,,,1.9,,
1499.19,,,,,,1.3,,,,,
1499.23,,,,,,,,,,2.2,
1499.33,,,,,,,,,,,2.5
1499.34,,,,,,,,1.8,,,
1499.42,,,,,,,1.4,,,,
1499.47,,,,,,,,,1.9,,
1499.52,,,,,,1.3,,,,,
1499.56,,,,,,,,,,2.2,
1499.66,,,,,,,,,,,2.5
1499.68,,,,,,,,1.8,,,
1499.75,,,,,,,1.4,,,,
1499.81,,,,,,,,,1.9,,
1499.86,,,,,,1.3,,,,,
1499.89,,,,,,,,,,2.2,
1500.0,,,,,,,,,,,2.5
1500.01,,,,,,,,1.8,,,
1500.09,,,,,,,1.4,,,,
1500.14,,,,,,,,,1.9,,
1500.19,,,,,,1.3,,,,,
1500.23,,,,,,,,,,2.2,
1500.33,,,,,,,,,,,2.5
1500.34,,,,,,,,1.8,,,
1500.42,,,,,,,1.4,,,,
1500.47,,,,,,,,,1.9,,
1500.53,,,,,,1.3,,,,,
1500.56,,,,,,,,,,2.2,
1500.66,,,,,,,,,,,2.5
1500.68,,,,,,,,1.8,,,
1500.76,,,,,,,1.4,,,,
1500.81,,,,,,,,,1.9,,
1500.86,,,,,,1.3,,,,,
1500.89,,,,,,,,,,2.2,
1501.0,,,,,,,,,,,2.5
1501.01,,,,,,,,1.8,,,
1501.09,,,,,,,1.4,,,,
1501.14,,,,,,,,,1.9,,
1501.2,,,,,,1.3,,,,,
1501.23,,,,,,,,,,2.2,
1501.33,,,,,,,,,,,2.5
1501.34,,,,,,,,1.8,,,
1501.42,,,,,,,1.4,,,,
1501.47,,,,,,,,,1.9,,
1501.53,,,,,,1.3,,,,,
