gridsize vs. memory,,,,,,,,,,,
time+,gs=500,gs=600,gs=700,gs=800,gs=900,gs=1000,gs=1100,gs=1200,gs=1300,gs=1400,gs=1500
533.97,,,,,,,,,,,2.4
534.02,,,,,,,,1.7,,,
534.07,,,0.663,,,,,,,,
534.07,,,,,1.0,,,,,,
534.17,,,,,,1.2,,,,,
534.19,,,,,,,,,1.9,,
534.21,,,,0.83,,,,,,,
534.25,,,,,,,,,,2.1,
534.26,,,,,,,1.4,,,,
534.3,,,,,,,,,,,2.4
534.35,,,,,,,,1.7,,,
534.4,,,0.663,,,,,,,,
534.4,,,,,1.0,,,,,,
534.5,,,,,,1.2,,,,,
534.53,,,,,,,,,1.9,,
534.54,,,,0.83,,,,,,,
534.59,,,,,,,1.4,,,,
534.59,,,,,,,,,,2.1,
534.63,,,,,,,,,,,2.4
534.68,,,,,,,,1.7,,,
534.73,,,,,1.0,,,,,,
534.74,,,0.663,,,,,,,,
534.83,,,,,,1.2,,,,,
534.86,,,,,,,,,1.9,,
534.88,,,,0.83,,,,,,,
534.92,,,,,,,1.4,,,,
534.92,,,,,,,,,,2.1,
534.97,,,,,,,,,,,2.4
535.02,,,,,,,,1.7,,,
535.07,,,0.663,,,,,,,,
535.07,,,,,1.0,,,,,,
535.17,,,,,,1.2,,,,,
535.2,,,,,,,,,1.9,,
535.21,,,,0.83,,,,,,,
535.26,,,,,,,1.4,,,,
535.26,,,,,,,,,,2.1,
535.3,,,,,,,,,,,2.4
535.35,,,,,,,,1.7,,,
535.4,,,,,1.0,,,,,,
535.41,,,0.663,,,,,,,,
535.5,,,,,,1.2,,,,,
535.53,,,,,,,,,1.9,,
535.55,,,,0.83,,,,,,,
535.59,,,,,,,1.4,,,,
535.59,,,,,,,,,,2.1,
535.64,,,,,,,,,,,2.4
535.69,,,,,,,,1.7,,,
535.73,,,,,1.0,,,,,,
535.74,,,0.663,,,,,,,,
535.84,,,,,,1.2,,,,,
535.87,,,,,,,,,1.9,,
535.88,,,,0.831,,,,,,,
535.92,,,,,,,1.4,,,,
535.93,,,,,,,,,,2.1,
535.97,,,,,,,,,,,2.4
536.02,,,,,,,,1.7,,,
536.07,,,,,1.0,,,,,,
536.08,,,0.663,,,,,,,,
536.17,,,,,,1.2,,,,,
536.2,,,,,,,,,1.9,,
536.22,,,,0.835,,,,,,,
536.26,,,,,,,1.4,,,,
536.26,,,,,,,,,,2.1,
536.3,,,,,,,,,,,2.4
536.35,,,,,,,,1.7,,,
536.4,,,,,1.0,,,,,,
536.41,,,0.663,,,,,,,,
536.5,,,,,,1.2,,,,,
536.54,,,,,,,,,1.9,,
536.55,,,,0.835,,,,,,,
536.59,,,,,,,1.4,,,,
536.59,,,,,,,,,,2.1,
536.64,,,,,,,,,,,2.4
536.69,,,,,,,,1.7,,,
536.73,,,,,1.0,,,,,,
536.74,,,0.663,,,,,,,,
536.84,,,,,,1.2,,,,,
536.87,,,,,,,,,1.9,,
536.88,,,,0.835,,,,,,,
536.93,,,,,,,1.4,,,,
536.93,,,,,,,,,,2.1,
536.97,,,,,,,,,,,2.4
537.02,,,,,,,,1.7,,,
537.07,,,,,1.0,,,,,,
537.08,,,0.66,,,,,,,,
537.17,,,,,,1.2,,,,,
537.21,,,,,,,,,1.9,,
537.22,,,,0.835,,,,,,,
537.26,,,,,,,1.4,,,,
537.26,,,,,,,,,,2.1,
537.3,,,,,,,,,,,2.4
537.35,,,,,,,,1.7,,,
537.4,,,,,1.0,,,,,,
537.41,,,0.66,,,,,,,,
537.5,,,,,,1.2,,,,,
537.54,,,,,,,,,1.9,,
537.55,,,,0.835,,,,,,,
537.59,,,,,,,1.4,,,,
537.59,,,,,,,,,,2.1,
537.64,,,,,,,,,,,2.4
537.69,,,,,,,,1.7,,,
537.73,,,,,1.0,,,,,,
537.74,,,0.66,,,,,,,,
537.84,,,,,,1.2,,,,,
537.87,,,,,,,,,1.9,,
537.88,,,,0.835,,,,,,,
537.93,,,,,,,1.4,,,,
537.93,,,,,,,,,,2.1,
537.97,,,,,,,,,,,2.4
538.02,,,,,,,,1.7,,,
538.07,,,,,1.0,,,,,,
538.08,,,0.66,,,,,,,,
538.17,,,,,,1.2,,,,,
538.21,,,,,,,,,1.9,,
538.22,,,,0.835,,,,,,,
538.26,,,,,,,1.4,,,,
538.27,,,,,,,,,,2.1,
538.3,,,,,,,,,,,2.4
538.35,,,,,,,,1.7,,,
538.41,,,0.66,,,,,,,,
538.41,,,,,1.0,,,,,,
538.5,,,,,,1.2,,,,,
538.55,,,,0.835,,,,,,,
538.55,,,,,,,,,1.9,,
538.6,,,,,,,1.4,,,,
538.6,,,,,,,,,,2.1,
538.64,,,,,,,,,,,2.4
538.69,,,,,,,,1.7,,,
538.74,,,0.66,,,,,,,,
538.74,,,,,1.0,,,,,,
538.84,,,,,,1.2,,,,,
538.88,,,,,,,,,1.9,,
538.89,,,,0.835,,,,,,,
538.93,,,,,,,1.4,,,,
538.93,,,,,,,,,,2.1,
538.97,,,,,,,,,,,2.4
539.02,,,,,,,,1.7,,,
539.07,,,,,1.0,,,,,,
539.08,,,0.66,,,,,,,,
539.17,,,,,,1.2,,,,,
539.21,,,,,,,,,1.9,,
539.22,,,,0.835,,,,,,,
539.26,,,,,,,1.4,,,,
539.27,,,,,,,,,,2.1,
539.3,,,,,,,,,,,2.4
539.35,,,,,,,,1.7,,,
539.41,,,,,1.0,,,,,,
539.42,,,0.66,,,,,,,,
539.51,,,,,,1.2,,,,,
539.55,,,,0.835,,,,,,,
539.55,,,,,,,,,1.9,,
539.6,,,,,,,1.4,,,,
539.6,,,,,,,,,,2.1,
539.64,,,,,,,,,,,2.4
539.69,,,,,,,,1.7,,,
539.74,,,,,1.0,,,,,,
539.75,,,0.66,,,,,,,,
539.84,,,,,,1.2,,,,,
539.88,,,,,,,,,1.9,,
539.89,,,,0.835,,,,,,,
539.93,,,,,,,1.4,,,,
539.94,,,,,,,,,,2.1,
539.97,,,,,,,,,,,2.4
540.02,,,,,,,,1.7,,,
540.07,,,,,1.0,,,,,,
540.08,,,0.66,,,,,,,,
540.18,,,,,,1.2,,,,,
540.22,,,,0.835,,,,,,,
540.22,,,,,,,,,1.9,,
540.26,,,,,,,1.4,,,,
540.27,,,,,,,,,,2.1,
540.3,,,,,,,,,,,2.4
540.35,,,,,,,,1.7,,,
540.41,,,,,1.0,,,,,,
540.42,,,0.66,,,,,,,,
540.51,,,,,,1.2,,,,,
540.55,,,,,,,,,1.9,,
540.56,,,,0.835,,,,,,,
540.6,,,,,,,1.4,,,,
540.61,,,,,,,,,,2.1,
540.64,,,,,,,,,,,2.4
540.69,,,,,,,,1.7,,,
540.74,,,,,1.0,,,,,,
540.75,,,0.66,,,,,,,,
540.84,,,,,,1.2,,,,,
540.89,,,,0.835,,,,,,,
540.89,,,,,,,,,1.9,,
540.93,,,,,,,1.4,,,,
540.94,,,,,,,,,,2.1,
540.97,,,,,,,,,,,2.4
541.02,,,,,,,,1.7,,,
541.07,,,,,1.0,,,,,,
541.08,,,0.66,,,,,,,,
541.18,,,,,,1.2,,,,,
541.22,,,,,,,,,1.9,,
541.23,,,,0.835,,,,,,,
541.26,,,,,,,1.4,,,,
541.28,,,,,,,,,,2.1,
541.3,,,,,,,,,,,2.4
541.36,,,,,,,,1.7,,,
541.41,,,,,1.0,,,,,,
541.42,,,0.66,,,,,,,,
541.51,,,,,,1.2,,,,,
541.56,,,,0.835,,,,,,,
541.56,,,,,,,,,1.9,,
541.6,,,,,,,1.4,,,,
541.61,,,,,,,,,,2.1,
541.64,,,,,,,,,,,2.4
541.69,,,,,,,,1.7,,,
541.75,,,0.66,,,,,,,,
541.75,,,,,1.0,,,,,,
541.84,,,,,,1.2,,,,,
541.89,,,,,,,,,1.9,,
541.9,,,,0.835,,,,,,,
541.93,,,,,,,1.4,,,,
541.95,,,,,,,,,,2.1,
541.97,,,,,,,,,,,2.4
542.03,,,,,,,,1.7,,,
542.08,,,,,1.0,,,,,,
542.09,,,0.66,,,,,,,,
542.18,,,,,,1.2,,,,,
542.23,,,,0.835,,,,,,,
542.23,,,,,,,,,1.9,,
542.26,,,,,,,1.4,,,,
542.28,,,,,,,,,,2.1,
542.3,,,,,,,,,,,2.4
542.36,,,,,,,,1.7,,,
542.41,,,,,1.0,,,,,,
542.42,,,0.66,,,,,,,,
542.51,,,,,,1.2,,,,,
542.56,,,,0.835,,,,,,,
542.56,,,,,,,,,1.9,,
542.6,,,,,,,1.4,,,,
542.61,,,,,,,,,,2.1,
542.64,,,,,,,,,,,2.4
542.69,,,,,,,,1.7,,,
542.75,,,0.66,,,,,,,,
542.75,,,,,1.0,,,,,,
542.85,,,,,,1.2,,,,,
542.89,,,,,,,,,1.9,,
542.9,,,,0.835,,,,,,,
542.93,,,,,,,1.4,,,,
542.95,,,,,,,,,,2.1,
542.98,,,,,,,,,,,2.4
543.03,,,,,,,,1.7,,,
543.08,,,,,1.0,,,,,,
543.09,,,0.66,,,,,,,,
543.18,,,,,,1.2,,,,,
543.23,,,,0.835,,,,,,,
543.23,,,,,,,,,1.9,,
543.26,,,,,,,1.4,,,,
543.28,,,,,,,,,,2.1,
543.31,,,,,,,,,,,2.4
543.36,,,,,,,,1.7,,,
543.41,,,,,1.0,,,,,,
543.42,,,0.66,,,,,,,,
543.51,,,,,,1.2,,,,,
543.57,,,,0.835,,,,,,,
543.57,,,,,,,,,1.9,,
543.6,,,,,,,1.4,,,,
543.62,,,,,,,,,,2.1,
543.64,,,,,,,,,,,2.4
543.69,,,,,,,,1.7,,,
543.75,,,,,1.0,,,,,,
543.76,,,0.66,,,,,,,,
543.85,,,,,,1.2,,,,,
543.9,,,,0.835,,,,,,,
543.9,,,,,,,,,1.9,,
543.93,,,,,,,1.4,,,,
543.95,,,,,,,,,,2.1,
543.98,,,,,,,,,,,2.4
544.03,,,,,,,,1.7,,,
544.08,,,,,1.0,,,,,,
544.09,,,0.66,,,,,,,,
544.18,,,,,,1.2,,,,,
544.23,,,,,,,,,1.9,,
544.24,,,,0.835,,,,,,,
544.26,,,,,,,1.4,,,,
544.29,,,,,,,,,,2.1,
544.31,,,,,,,,,,,2.4
544.36,,,,,,,,1.7,,,
544.42,,,0.66,,,,,,,,
544.42,,,,,1.0,,,,,,
544.52,,,,,,1.2,,,,,
544.57,,,,0.835,,,,,,,
544.57,,,,,,,,,1.9,,
544.6,,,,,,,1.4,,,,
544.62,,,,,,,,,,2.1,
544.64,,,,,,,,,,,2.4
544.7,,,,,,,,1.7,,,
544.75,,,,,1.0,,,,,,
544.76,,,0.66,,,,,,,,
544.85,,,,,,1.2,,,,,
544.9,,,,0.835,,,,,,,
544.9,,,,,,,,,1.9,,
544.93,,,,,,,1.4,,,,
544.95,,,,,,,,,,2.1,
544.98,,,,,,,,,,,2.4
545.03,,,,,,,,1.7,,,
545.08,,,,,1.0,,,,,,
545.09,,,0.66,,,,,,,,
545.18,,,,,,1.2,,,,,
545.24,,,,0.835,,,,,,,
545.24,,,,,,,,,1.9,,
545.27,,,,,,,1.4,,,,
545.29,,,,,,,,,,2.1,
545.31,,,,,,,,,,,2.4
545.36,,,,,,,,1.7,,,
545.42,,,0.66,,,,,,,,
545.42,,,,,1.0,,,,,,
545.52,,,,,,1.2,,,,,
545.57,,,,0.835,,,,,,,
545.57,,,,,,,,,1.9,,
545.6,,,,,,,1.4,,,,
545.63,,,,,,,,,,2.1,
545.64,,,,,,,,,,,2.4
545.7,,,,,,,,1.7,,,
545.75,,,,,1.0,,,,,,
545.76,,,0.66,,,,,,,,
545.85,,,,,,1.2,,,,,
545.91,,,,0.835,,,,,,,
545.91,,,,,,,,,1.9,,
545.93,,,,,,,1.4,,,,
545.96,,,,,,,,,,2.1,
545.98,,,,,,,,,,,2.4
546.03,,,,,,,,1.7,,,
546.09,,,0.66,,,,,,,,
546.09,,,,,1.0,,,,,,
546.18,,,,,,1.2,,,,,
546.24,,,,0.835,,,,,,,
546.24,,,,,,,,,1.9,,
546.27,,,,,,,1.4,,,,
546.29,,,,,,,,,,2.1,
546.31,,,,,,,,,,,2.4
546.36,,,,,,,,1.7,,,
546.42,,,,,1.0,,,,,,
546.43,,,0.66,,,,,,,,
546.52,,,,,,1.2,,,,,
546.58,,,,0.835,,,,,,,
546.58,,,,,,,,,1.9,,
546.6,,,,,,,1.4,,,,
546.63,,,,,,,,,,2.1,
546.64,,,,,,,,,,,2.4
546.7,,,,,,,,1.7,,,
546.75,,,,,1.0,,,,,,
546.76,,,0.66,,,,,,,,
546.85,,,,,,1.2,,,,,
546.91,,,,0.835,,,,,,,
546.91,,,,,,,,,1.9,,
546.93,,,,,,,1.4,,,,
546.96,,,,,,,,,,2.1,
546.98,,,,,,,,,,,2.4
547.03,,,,,,,,1.7,,,
547.09,,,,,1.0,,,,,,
547.1,,,0.66,,,,,,,,
547.19,,,,,,1.2,,,,,
547.24,,,,0.835,,,,,,,
547.25,,,,,,,,,1.9,,
547.27,,,,,,,1.4,,,,
547.3,,,,,,,,,,2.1,
547.31,,,,,,,,,,,2.4
547.37,,,,,,,,1.7,,,
547.42,,,,,1.0,,,,,,
547.43,,,0.66,,,,,,,,
547.52,,,,,,1.2,,,,,
547.58,,,,0.835,,,,,,,
547.58,,,,,,,,,1.9,,
547.6,,,,,,,1.4,,,,
547.63,,,,,,,,,,2.1,
547.64,,,,,,,,,,,2.4
547.7,,,,,,,,1.7,,,
547.76,,,0.66,,,,,,,,
547.76,,,,,1.0,,,,,,
547.86,,,,,,1.2,,,,,
547.91,,,,0.835,,,,,,,
547.91,,,,,,,,,1.9,,
547.93,,,,,,,1.4,,,,
547.97,,,,,,,,,,2.1,
547.98,,,,,,,,,,,2.4
548.03,,,,,,,,1.7,,,
548.09,,,,,1.0,,,,,,
548.1,,,0.66,,,,,,,,
548.19,,,,,,1.2,,,,,
548.24,,,,0.835,,,,,,,
548.25,,,,,,,,,1.9,,
548.27,,,,,,,1.4,,,,
548.3,,,,,,,,,,2.1,
548.31,,,,,,,,,,,2.4
548.37,,,,,,,,1.7,,,
548.43,,,0.66,,,,,,,,
548.43,,,,,1.0,,,,,,
548.53,,,,,,1.2,,,,,
548.58,,,,0.835,,,,,,,
548.58,,,,,,,,,1.9,,
548.6,,,,,,,1.4,,,,
548.63,,,,,,,,,,2.1,
548.65,,,,,,,,,,,2.4
548.7,,,,,,,,1.7,,,
548.76,,,0.66,,,,,,,,
548.76,,,,,1.0,,,,,,
548.86,,,,,,1.2,,,,,
548.91,,,,0.835,,,,,,,
548.91,,,,,,,,,1.9,,
548.94,,,,,,,1.4,,,,
548.97,,,,,,,,,,2.1,
548.98,,,,,,,,,,,2.4
549.03,,,,,,,,1.7,,,
549.09,,,,,1.0,,,,,,
549.1,,,0.66,,,,,,,,
549.2,,,,,,1.2,,,,,
549.25,,,,0.835,,,,,,,
549.25,,,,,,,,,1.9,,
549.27,,,,,,,1.4,,,,
549.31,,,,,,,,,,2.1,
549.31,,,,,,,,,,,2.4
549.37,,,,,,,,1.7,,,
549.43,,,0.66,,,,,,,,
549.43,,,,,1.0,,,,,,
549.53,,,,,,1.2,,,,,
549.58,,,,0.835,,,,,,,
549.58,,,,,,,,,1.9,,
549.6,,,,,,,1.4,,,,
549.64,,,,,,,,,,2.1,
549.65,,,,,,,,,,,2.4
549.7,,,,,,,,1.7,,,
549.76,,,,,1.0,,,,,,
549.77,,,0.66,,,,,,,,
549.87,,,,,,1.2,,,,,
549.92,,,,0.835,,,,,,,
549.92,,,,,,,,,1.9,,
549.94,,,,,,,1.4,,,,
549.97,,,,,,,,,,2.1,
549.98,,,,,,,,,,,2.4
550.03,,,,,,,,1.7,,,
550.09,,,,,1.0,,,,,,
550.1,,,0.66,,,,,,,,
550.21,,,,,,1.2,,,,,
550.25,,,,0.835,,,,,,,
550.25,,,,,,,,,1.9,,
550.27,,,,,,,1.4,,,,
550.31,,,,,,,,,,2.1,
550.32,,,,,,,,,,,2.4
550.37,,,,,,,,1.7,,,
550.43,,,0.66,,,,,,,,
550.43,,,,,1.0,,,,,,
550.54,,,,,,1.2,,,,,
550.58,,,,0.835,,,,,,,
550.59,,,,,,,,,1.9,,
550.6,,,,,,,1.4,,,,
550.64,,,,,,,,,,2.1,
550.65,,,,,,,,,,,2.4
550.7,,,,,,,,1.7,,,
550.76,,,,,1.0,,,,,,
550.77,,,0.66,,,,,,,,
550.87,,,,,,1.2,,,,,
550.92,,,,0.835,,,,,,,
550.92,,,,,,,,,1.9,,
550.94,,,,,,,1.4,,,,
550.98,,,,,,,,,,2.1,
550.98,,,,,,,,,,,2.4
551.03,,,,,,,,1.7,,,
551.09,,,,,1.0,,,,,,
551.1,,,0.66,,,,,,,,
551.21,,,,,,1.2,,,,,
551.25,,,,0.835,,,,,,,
551.25,,,,,,,,,1.9,,
551.27,,,,,,,1.4,,,,
551.31,,,,,,,,,,2.1,
551.32,,,,,,,,,,,2.4
551.37,,,,,,,,1.7,,,
551.42,,,,,1.0,,,,,,
551.44,,,0.66,,,,,,,,
551.54,,,,,,1.2,,,,,
551.58,,,,0.835,,,,,,,
551.59,,,,,,,,,1.9,,
551.61,,,,,,,1.4,,,,
551.65,,,,,,,,,,2.1,
551.65,,,,,,,,,,,2.4
551.7,,,,,,,,1.7,,,
551.76,,,,,1.0,,,,,,
551.77,,,0.66,,,,,,,,
551.87,,,,,,1.2,,,,,
551.92,,,,0.835,,,,,,,
551.92,,,,,,,,,1.9,,
551.94,,,,,,,1.4,,,,
551.98,,,,,,,,,,2.1,
551.98,,,,,,,,,,,2.4
552.03,,,,,,,,1.7,,,
552.09,,,,,1.0,,,,,,
552.1,,,0.66,,,,,,,,
552.21,,,,,,1.2,,,,,
552.25,,,,0.835,,,,,,,
552.25,,,,,,,,,1.9,,
552.28,,,,,,,1.4,,,,
552.31,,,,,,,,,,2.1,
552.32,,,,,,,,,,,2.4
552.37,,,,,,,,1.7,,,
552.43,,,,,1.0,,,,,,
552.44,,,0.66,,,,,,,,
552.54,,,,,,1.2,,,,,
552.58,,,,0.835,,,,,,,
552.59,,,,,,,,,1.9,,
552.61,,,,,,,1.4,,,,
552.65,,,,,,,,,,2.1,
552.65,,,,,,,,,,,2.4
552.7,,,,,,,,1.7,,,
552.76,,,,,1.0,,,,,,
552.77,,,0.66,,,,,,,,
552.87,,,,,,1.2,,,,,
552.92,,,,0.835,,,,,,,
552.92,,,,,,,,,1.9,,
552.94,,,,,,,1.4,,,,
552.98,,,,,,,,,,,2.4
552.99,,,,,,,,,,2.1,
553.03,,,,,,,,1.7,,,
553.09,,,,,1.0,,,,,,
553.11,,,0.66,,,,,,,,
553.21,,,,,,1.2,,,,,
553.25,,,,0.835,,,,,,,
553.26,,,,,,,,,1.9,,
553.28,,,,,,,1.4,,,,
553.32,,,,,,,,,,2.1,
553.32,,,,,,,,,,,2.4
553.37,,,,,,,,1.7,,,
553.43,,,,,1.0,,,,,,
553.44,,,0.66,,,,,,,,
553.54,,,,,,1.2,,,,,
553.59,,,,0.835,,,,,,,
553.59,,,,,,,,,1.9,,
553.61,,,,,,,1.4,,,,
553.65,,,,,,,,,,2.1,
553.65,,,,,,,,,,,2.4
553.7,,,,,,,,1.7,,,
553.76,,,,,1.0,,,,,,
553.78,,,0.66,,,,,,,,
553.88,,,,,,1.2,,,,,
553.92,,,,0.835,,,,,,,
553.93,,,,,,,,,1.9,,
553.94,,,,,,,1.4,,,,
553.98,,,,,,,,,,,2.4
553.99,,,,,,,,,,2.1,
554.03,,,,,,,,1.7,,,
554.1,,,,,1.0,,,,,,
554.11,,,0.66,,,,,,,,
554.21,,,,,,1.2,,,,,
554.26,,,,0.835,,,,,,,
554.26,,,,,,,,,1.9,,
554.28,,,,,,,1.4,,,,
554.32,,,,,,,,,,2.1,
554.32,,,,,,,,,,,2.4
554.37,,,,,,,,1.7,,,
554.43,,,,,1.0,,,,,,
554.44,,,0.66,,,,,,,,
554.54,,,,,,1.2,,,,,
554.59,,,,0.835,,,,,,,
554.6,,,,,,,,,1.9,,
554.61,,,,,,,1.4,,,,
554.65,,,,,,,,,,,2.4
554.66,,,,,,,,,,2.1,
554.7,,,,,,,,1.7,,,
554.77,,,,,1.0,,,,,,
554.78,,,0.66,,,,,,,,
554.88,,,,,,1.2,,,,,
554.92,,,,0.835,,,,,,,
554.93,,,,,,,,,1.9,,
554.94,,,,,,,1.4,,,,
554.98,,,,,,,,,,,2.4
554.99,,,,,,,,,,2.1,
555.04,,,,,,,,1.7,,,
555.1,,,,,1.0,,,,,,
555.11,,,0.66,,,,,,,,
555.21,,,,,,1.2,,,,,
555.26,,,,0.835,,,,,,,
555.27,,,,,,,,,1.9,,
555.28,,,,,,,1.4,,,,
555.32,,,,,,,,,,,2.4
555.33,,,,,,,,,,2.1,
555.37,,,,,,,,1.7,,,
555.43,,,,,1.0,,,,,,
555.44,,,0.66,,,,,,,,
555.55,,,,,,1.2,,,,,
555.59,,,,0.835,,,,,,,
555.6,,,,,,,,,1.9,,
555.61,,,,,,,1.4,,,,
555.65,,,,,,,,,,,2.4
555.66,,,,,,,,,,2.1,
555.7,,,,,,,,1.7,,,
555.77,,,,,1.0,,,,,,
555.78,,,0.66,,,,,,,,
555.88,,,,,,1.2,,,,,
555.92,,,,0.835,,,,,,,
555.94,,,,,,,,,1.9,,
555.95,,,,,,,1.4,,,,
555.98,,,,,,,,,,,2.4
555.99,,,,,,,,,,2.1,
556.04,,,,,,,,1.7,,,
556.1,,,,,1.0,,,,,,
556.11,,,0.66,,,,,,,,
556.21,,,,,,1.2,,,,,
556.26,,,,0.835,,,,,,,
556.27,,,,,,,,,1.9,,
556.28,,,,,,,1.4,,,,
556.32,,,,,,,,,,,2.4
556.33,,,,,,,,,,2.1,
556.37,,,,,,,,1.7,,,
556.43,,,,,1.0,,,,,,
556.44,,,0.66,,,,,,,,
556.55,,,,,,1.2,,,,,
556.59,,,,0.835,,,,,,,
556.61,,,,,,,1.4,,,,
556.61,,,,,,,,,1.9,,
556.65,,,,,,,,,,,2.4
556.67,,,,,,,,,,2.1,
556.71,,,,,,,,1.7,,,
556.77,,,,,1.0,,,,,,
556.78,,,0.66,,,,,,,,
556.88,,,,,,1.2,,,,,
556.92,,,,0.835,,,,,,,
556.94,,,,,,,,,1.9,,
556.95,,,,,,,1.4,,,,
556.98,,,,,,,,,,,2.4
557.0,,,,,,,,,,2.1,
557.04,,,,,,,,1.7,,,
557.1,,,,,1.0,,,,,,
557.11,,,0.66,,,,,,,,
557.21,,,,,,1.2,,,,,
557.26,,,,0.835,,,,,,,
557.28,,,,,,,1.4,,,,
557.28,,,,,,,,,1.9,,
557.32,,,,,,,,,,,2.4
557.33,,,,,,,,,,2.1,
557.37,,,,,,,,1.7,,,
557.44,,,0.66,,,,,,,,
557.44,,,,,1.0,,,,,,
557.55,,,,,,1.2,,,,,
557.59,,,,0.835,,,,,,,
557.61,,,,,,,1.4,,,,
557.61,,,,,,,,,1.9,,
557.65,,,,,,,,,,,2.4
557.67,,,,,,,,,,2.1,
557.71,,,,,,,,1.7,,,
557.77,,,,,1.0,,,,,,
557.78,,,0.66,,,,,,,,
557.88,,,,,,1.2,,,,,
557.93,,,,0.835,,,,,,,
557.95,,,,,,,1.4,,,,
557.95,,,,,,,,,1.9,,
557.98,,,,,,,,,,,2.4
558.0,,,,,,,,,,2.1,
558.04,,,,,,,,1.7,,,
558.11,,,0.66,,,,,,,,
558.11,,,,,1.0,,,,,,
558.21,,,,,,1.2,,,,,
558.26,,,,0.835,,,,,,,
558.28,,,,,,,1.4,,,,
558.28,,,,,,,,,1.9,,
558.32,,,,,,,,,,,2.4
558.34,,,,,,,,,,2.1,
558.37,,,,,,,,1.7,,,
558.44,,,,,1.0,,,,,,
558.45,,,0.66,,,,,,,,
558.55,,,,,,1.2,,,,,
558.6,,,,0.835,,,,,,,
558.62,,,,,,,1.4,,,,
558.62,,,,,,,,,1.9,,
558.65,,,,,,,,,,,2.4
558.67,,,,,,,,,,2.1,
558.71,,,,,,,,1.7,,,
558.77,,,,,1.0,,,,,,
558.78,,,0.66,,,,,,,,
558.88,,,,,,1.2,,,,,
558.93,,,,0.835,,,,,,,
558.95,,,,,,,1.4,,,,
558.95,,,,,,,,,1.9,,
558.99,,,,,,,,,,,2.4
559.01,,,,,,,,,,2.1,
559.04,,,,,,,,1.7,,,
559.11,,,,,1.0,,,,,,
559.12,,,0.66,,,,,,,,
559.22,,,,,,1.2,,,,,
559.26,,,,0.835,,,,,,,
559.28,,,,,,,1.4,,,,
559.28,,,,,,,,,1.9,,
559.32,,,,,,,,,,,2.4
559.34,,,,,,,,,,2.1,
559.37,,,,,,,,1.7,,,
559.44,,,,,1.0,,,,,,
559.45,,,0.66,,,,,,,,
559.55,,,,,,1.2,,,,,
559.6,,,,0.835,,,,,,,
559.62,,,,,,,1.4,,,,
559.62,,,,,,,,,1.9,,
559.65,,,,,,,,,,,2.4
559.68,,,,,,,,,,2.1,
559.71,,,,,,,,1.7,,,
559.78,,,0.66,,,,,,,,
559.78,,,,,1.0,,,,,,
559.88,,,,,,1.2,,,,,
559.93,,,,0.835,,,,,,,
559.95,,,,,,,1.4,,,,
559.96,,,,,,,,,1.9,,
559.99,,,,,,,,,,,2.4
560.01,,,,,,,,,,2.1,
560.04,,,,,,,,1.7,,,
560.11,,,,,1.0,,,,,,
560.12,,,0.66,,,,,,,,
560.22,,,,,,1.2,,,,,
560.26,,,,0.835,,,,,,,
560.28,,,,,,,1.4,,,,
560.29,,,,,,,,,1.9,,
560.32,,,,,,,,,,,2.4
560.35,,,,,,,,,,2.1,
560.37,,,,,,,,1.7,,,
560.45,,,0.66,,,,,,,,
560.45,,,,,1.0,,,,,,
560.55,,,,,,1.2,,,,,
560.6,,,,0.835,,,,,,,
560.62,,,,,,,1.4,,,,
560.62,,,,,,,,,1.9,,
560.65,,,,,,,,,,,2.4
560.68,,,,,,,,,,2.1,
560.71,,,,,,,,1.7,,,
560.78,,,,,1.0,,,,,,
560.79,,,0.66,,,,,,,,
560.89,,,,,,1.2,,,,,
560.93,,,,0.835,,,,,,,
560.95,,,,,,,1.4,,,,
560.96,,,,,,,,,1.9,,
560.99,,,,,,,,,,,2.4
561.01,,,,,,,,,,2.1,
561.04,,,,,,,,1.7,,,
561.12,,,0.66,,,,,,,,
561.12,,,,,1.0,,,,,,
561.22,,,,,,1.2,,,,,
561.27,,,,0.835,,,,,,,
561.28,,,,,,,1.4,,,,
561.3,,,,,,,,,1.9,,
561.32,,,,,,,,,,,2.4
561.35,,,,,,,,,,2.1,
561.37,,,,,,,,1.7,,,
561.45,,,0.66,,,,,,,,
561.45,,,,,1.0,,,,,,
561.55,,,,,,1.2,,,,,
561.6,,,,0.835,,,,,,,
561.62,,,,,,,1.4,,,,
561.63,,,,,,,,,1.9,,
561.65,,,,,,,,,,,2.4
561.69,,,,,,,,,,2.1,
561.71,,,,,,,,1.7,,,
561.79,,,0.66,,,,,,,,
561.79,,,,,1.0,,,,,,
561.89,,,,,,1.2,,,,,
561.93,,,,0.835,,,,,,,
561.95,,,,,,,1.4,,,,
561.96,,,,,,,,,1.9,,
561.99,,,,,,,,,,,2.4
562.02,,,,,,,,,,2.1,
562.04,,,,,,,,1.7,,,
562.12,,,0.66,,,,,,,,
562.12,,,,,1.0,,,,,,
562.22,,,,,,1.2,,,,,
562.27,,,,0.835,,,,,,,
562.28,,,,,,,1.4,,,,
562.3,,,,,,,,,1.9,,
562.32,,,,,,,,,,,2.4
562.35,,,,,,,,,,2.1,
562.38,,,,,,,,1.7,,,
562.45,,,,,1.0,,,,,,
562.46,,,0.66,,,,,,,,
562.55,,,,,,1.2,,,,,
562.6,,,,0.835,,,,,,,
562.62,,,,,,,1.4,,,,
562.64,,,,,,,,,1.9,,
