time+,res,%cpu,total-runtime
0.32,45588,12.5,112.32
0.66,68056,11.2,
1.01,97896,12.5,
1.35,116652,12.5,
1.69,116924,12.5,
2.03,117180,12.5,
2.37,117436,12.5,
2.71,117692,12.5,
3.05,117948,12.5,
3.39,118204,12.5,
3.73,118460,12.5,
4.08,118716,12.5,
4.42,118716,12.5,
4.76,118972,12.5,
5.1,119228,12.5,
5.44,119484,12.5,
5.78,121092,12.5,
6.12,121092,12.5,
6.46,122868,12.5,
6.8,122868,12.5,
7.14,122868,12.5,
7.49,122868,12.5,
7.83,123132,12.5,
8.17,126756,12.5,
8.5,129912,12.5,
8.85,129912,12.5,
9.19,133684,11.4,
9.53,133684,12.5,
9.87,133684,12.5,
10.21,133684,12.5,
10.55,133948,12.5,
10.9,133948,12.5,
11.24,133948,12.5,
11.58,133948,12.5,
11.92,133948,12.5,
12.27,133948,12.5,
12.61,133948,12.5,
12.95,133948,12.5,
13.29,133948,12.5,
13.64,133948,12.5,
13.98,133948,12.5,
14.32,133948,12.5,
14.66,133948,12.5,
15.01,133948,12.5,
15.35,133948,12.5,
15.69,133948,12.5,
16.04,133948,12.5,
16.38,133948,12.5,
16.72,133948,12.5,
17.07,133948,12.5,
17.41,133948,12.5,
17.75,133948,12.5,
18.09,133948,12.5,
18.44,133948,12.5,
18.78,133948,12.5,
19.12,135264,12.5,
19.46,135264,12.5,
19.8,135264,12.5,
20.14,138728,12.5,
20.48,138728,12.5,
20.82,138992,12.5,
21.17,138992,13.8,
21.51,138992,12.5,
21.85,138992,11.4,
22.19,138992,12.5,
22.53,138992,12.5,
22.88,138992,12.5,
23.21,138992,12.5,
23.55,138992,12.5,
23.9,138992,12.5,
24.24,138992,12.5,
24.58,138992,12.5,
24.92,139520,12.5,
25.27,141152,12.5,
25.62,141892,12.5,
25.96,141892,12.5,
26.3,141892,12.5,
26.63,141892,11.2,
26.97,141892,12.5,
27.32,141892,13.8,
27.66,144736,12.5,
28.0,144736,12.5,
28.34,144736,12.5,
28.69,144736,13.8,
29.03,144736,12.5,
29.37,144736,12.5,
29.71,144736,12.5,
30.05,144736,12.5,
30.39,144736,12.5,
30.73,144736,12.5,
31.08,144736,12.5,
31.42,144736,12.5,
31.76,144736,12.5,
32.1,144736,12.5,
32.45,144736,12.5,
32.8,144736,13.8,
33.14,144736,12.5,
33.48,144736,12.5,
33.82,144736,12.5,
34.16,145744,12.5,
34.51,145744,12.5,
34.85,145744,12.5,
35.19,145744,12.5,
35.53,145744,12.5,
35.88,145744,12.5,
36.22,145744,12.5,
36.57,145744,12.5,
36.91,146896,12.5,
37.25,146896,12.5,
37.6,147160,12.5,
37.94,150616,12.5,
38.28,150616,12.5,
38.62,150616,12.5,
38.96,150616,12.5,
39.3,150616,12.5,
39.64,150616,12.5,
39.99,150616,12.5,
40.33,150616,12.5,
40.67,150616,12.5,
41.02,150616,12.5,
41.37,150616,12.5,
41.71,150616,12.5,
42.08,150616,12.5,
42.43,150616,12.5,
42.77,150616,12.5,
43.12,150616,12.5,
43.47,150616,12.5,
43.81,150616,12.5,
44.15,150616,12.5,
44.49,150616,12.5,
44.84,150616,12.5,
45.18,150616,12.5,
45.53,150616,12.5,
45.87,150616,12.5,
46.23,150616,12.5,
46.58,150616,12.5,
46.92,150616,12.5,
47.26,151932,12.5,
47.6,151932,12.5,
47.94,151932,12.5,
48.28,151932,11.4,
48.63,151932,12.5,
48.97,151932,12.5,
49.31,151932,12.5,
49.65,151932,12.5,
50.0,154188,12.5,
50.34,154188,12.5,
50.68,154188,12.5,
51.02,154188,12.5,
51.36,154188,12.5,
51.71,154188,12.5,
52.05,154188,12.5,
52.4,154188,12.5,
52.74,154188,12.5,
53.09,154188,12.5,
53.43,154188,12.5,
53.77,154188,12.5,
54.11,154188,12.5,
54.45,154188,12.5,
54.79,153828,12.5,
55.13,153828,12.5,
55.47,153828,12.5,
55.83,157328,12.5,
56.18,158120,12.5,
56.53,158120,12.5,
56.89,161228,13.8,
57.23,161228,11.4,
57.57,161228,12.5,
57.91,161228,12.5,
58.25,161228,12.5,
58.6,161228,12.5,
58.94,161228,12.5,
59.29,161144,12.5,
59.63,161144,12.5,
59.97,161144,12.5,
60.32,161144,13.8,
60.66,161144,12.5,
61.0,161144,12.5,
61.34,161144,12.5,
61.69,161144,12.5,
62.03,161144,12.5,
62.38,161144,13.8,
62.72,161144,12.5,
63.06,161144,12.5,
63.4,161144,12.5,
63.74,161144,12.5,
64.08,161144,12.5,
64.42,161404,12.5,
64.76,161404,12.5,
65.11,161404,12.5,
65.45,161404,12.5,
65.8,161668,12.5,
66.14,161668,12.5,
66.48,161668,12.5,
66.83,161668,13.8,
67.17,161668,12.5,
67.51,161668,12.5,
67.85,161668,12.5,
68.2,161668,12.5,
68.54,161668,11.4,
68.88,161668,12.5,
69.22,161668,12.5,
69.56,161668,12.5,
69.9,161932,12.5,
70.24,161932,12.5,
70.58,161932,12.5,
70.92,161932,12.5,
71.27,161932,12.5,
71.61,161932,12.5,
71.95,161932,12.5,
72.29,161932,12.5,
72.63,161932,12.5,
72.98,161932,13.8,
73.32,161932,12.5,
73.66,161932,12.5,
74.0,161932,12.5,
74.35,161932,12.5,
74.69,161932,12.5,
75.03,161932,12.5,
75.38,161932,13.8,
75.71,161932,12.5,
76.06,161932,12.5,
76.4,161932,12.5,
76.74,161932,12.5,
77.09,161932,13.8,
77.43,161932,11.4,
77.77,161932,12.5,
78.11,161932,12.5,
78.45,162196,12.5,
78.79,162196,12.5,
79.13,162196,12.5,
79.47,162196,12.5,
79.81,162196,12.5,
80.16,162196,13.8,
80.5,162460,12.5,
80.84,162460,12.5,
81.18,162460,12.5,
81.52,162460,12.5,
81.86,162460,12.5,
82.2,162460,12.5,
82.55,162460,12.5,
82.89,162460,12.5,
83.23,162460,11.4,
83.57,162460,12.5,
83.92,162460,13.8,
84.26,162460,12.5,
84.6,162460,12.5,
84.94,162460,12.5,
