time+,res,%cpu,total-runtime
0.32,49064,12.5,17.03
0.67,72120,13.8,
1.01,72312,12.5,
1.35,72568,12.5,
1.69,74404,12.5,
2.03,77872,12.5,
2.37,77872,12.5,
2.71,80448,12.5,
3.05,80448,12.5,
3.39,80448,12.5,
3.73,80448,12.5,
4.07,81236,12.5,
4.41,83040,12.5,
4.75,86640,12.5,
5.1,86640,12.5,
5.44,86640,12.5,
5.78,86640,12.5,
6.12,86904,12.5,
6.46,88040,12.5,
6.8100000000000005,89720,12.5,
7.15,89720,12.5,
7.49,89720,12.5,
7.83,89720,12.5,
8.17,91776,12.5,
8.51,91776,12.5,
8.85,91776,12.5,
9.19,92392,12.5,
9.53,92392,12.5,
9.88,92392,13.8,
10.22,92392,12.5,
10.56,92392,12.5,
10.9,92392,12.5,
11.24,92392,12.5,
11.58,92392,12.5,
11.92,92904,12.5,
12.26,92904,12.5,
12.6,92904,12.5,
12.94,92904,12.5,
13.28,92904,12.5,
13.62,92904,12.5,
13.97,92904,12.5,
14.31,92904,12.5,
14.65,92904,12.5,
14.99,90124,12.5,
15.33,90124,12.5,
15.67,90124,12.5,
16.01,90124,12.5,
16.35,90124,12.5,
16.69,90124,12.5,
17.03,90124,12.5,
