time+,res,%cpu,total-runtime
0.32,49068,12.5,17.03
0.66,72072,11.2,
1.0,72260,12.5,
1.34,72516,12.5,
1.6800000000000002,74376,12.5,
2.02,77844,12.5,
2.36,77844,11.4,
2.7,80420,12.5,
3.04,80420,12.5,
3.39,80420,12.5,
3.73,80420,12.5,
4.07,81224,12.5,
4.41,84720,12.5,
4.75,86632,12.5,
5.09,86632,12.5,
5.43,86632,12.5,
5.77,86632,12.5,
6.11,86896,12.5,
6.45,88032,12.5,
6.79,89712,12.5,
7.13,89712,12.5,
7.47,89712,12.5,
7.83,89712,13.8,
8.17,91768,12.5,
8.51,91768,12.5,
8.85,91768,12.5,
9.19,92384,12.5,
9.53,92384,12.5,
9.87,92384,12.5,
10.21,92384,12.5,
10.55,92384,12.5,
10.89,92384,12.5,
11.24,92384,13.8,
11.58,92384,12.5,
11.92,92384,12.5,
12.26,92896,12.5,
12.6,92896,12.5,
12.94,92896,11.4,
13.28,92896,12.5,
13.62,92896,12.5,
13.96,92896,12.5,
14.31,92896,13.8,
14.64,92896,12.5,
14.99,90116,12.5,
15.33,90116,12.5,
15.67,90116,12.5,
16.01,90116,12.5,
16.35,90116,12.5,
16.69,90116,12.5,
17.03,90116,12.5,
