time+,res,%cpu,total-runtime
0.63,58612,6.2,182.92
0.96,113564,6.2,
1.29,167112,6.2,
1.63,230252,6.9,
1.96,277024,6.2,
2.29,331940,6.2,
2.63,396372,6.2,
2.96,479912,6.2,
3.29,508004,6.2,
3.62,586880,5.6,
3.96,622956,6.2,
4.29,719876,6.2,
4.63,719876,6.2,
4.96,818936,6.2,
5.29,885944,6.2,
5.63,885944,6.2,
5.97,986076,6.9,
6.29,1.0g,5.7,
6.62,1.0g,6.2,
6.96,1.0g,6.2,
7.29,1.0g,6.2,
7.62,1.0g,6.2,
7.96,1.0g,6.2,
8.29,1.0g,6.2,
8.62,1.0g,6.2,
8.95,1.0g,6.2,
9.28,1.0g,6.2,
9.62,1.0g,6.2,
9.95,1.0g,6.2,
10.28,1.0g,6.2,
10.61,1.0g,6.2,
10.94,1.0g,6.2,
11.28,1.0g,6.2,
11.61,1.0g,6.2,
11.94,1.0g,6.2,
12.28,1.0g,6.9,
12.61,1.0g,6.2,
12.94,1.0g,6.2,
13.27,1.0g,6.2,
13.6,1.0g,6.2,
13.94,1.0g,6.2,
14.21,1.0g,6.2,
14.54,1.0g,6.2,
14.87,1.0g,6.2,
15.2,1.0g,6.2,
15.54,1.0g,6.2,
15.87,1.0g,6.2,
16.2,1.0g,6.2,
16.53,1.0g,5.6,
16.87,1.0g,6.2,
17.2,1.0g,6.2,
17.53,1.0g,6.2,
17.86,1.0g,6.2,
18.19,1.0g,6.2,
18.53,1.0g,6.2,
18.86,1.0g,6.2,
19.19,1.0g,6.2,
19.53,1.0g,6.2,
19.86,1.0g,6.2,
20.19,1.0g,6.2,
20.52,1.0g,6.2,
20.85,1.0g,6.2,
21.19,1.0g,6.2,
21.52,1.0g,6.2,
21.85,1.0g,6.2,
22.18,1.0g,6.2,
22.51,1.0g,6.2,
22.85,1.0g,6.2,
23.18,1.0g,6.2,
23.52,1.0g,6.2,
23.85,1.0g,6.2,
24.18,1.0g,6.2,
24.51,1.0g,6.2,
24.85,1.0g,6.2,
25.18,1.0g,6.2,
25.51,1.0g,6.2,
25.85,1.0g,6.2,
26.18,1.0g,6.2,
26.51,1.0g,6.2,
26.85,1.0g,6.2,
27.18,1.0g,6.2,
27.51,1.0g,6.2,
27.84,1.0g,6.2,
28.17,1.0g,6.2,
28.51,1.0g,6.2,
28.84,1.0g,6.2,
29.18,1.0g,6.2,
29.51,1.0g,5.7,
29.84,1.0g,6.2,
30.18,1.0g,6.2,
30.5,1.0g,6.2,
30.84,1.0g,5.7,
31.17,1.0g,6.2,
31.5,1.0g,6.2,
31.83,1.0g,6.2,
32.16,1.0g,6.2,
32.49,1.0g,6.2,
32.82,1.0g,6.2,
33.16,1.0g,6.2,
33.49,1.0g,6.2,
33.82,1.0g,6.2,
34.15,1.1g,6.2,
34.48,1.1g,6.2,
34.82,1.1g,6.2,
35.15,1.1g,6.2,
35.48,1.1g,6.2,
35.81,1.1g,6.2,
36.14,1.1g,6.2,
36.47,1.1g,6.2,
36.8,1.1g,6.2,
37.14,1.1g,6.2,
37.47,1.1g,6.2,
37.8,1.1g,6.2,
38.13,1.1g,6.2,
38.46,1.1g,6.2,
38.79,1.1g,6.2,
39.12,1.1g,6.2,
39.46,1.1g,6.2,
39.79,1.1g,6.2,
40.12,1.1g,6.2,
