time+,res,%cpu,total-runtime
0.58,74188,12.5,107.86
0.92,118616,12.5,
1.25,147400,12.5,
1.58,147400,12.5,
1.92,147400,12.5,
2.25,147400,12.5,
2.59,147524,11.4,
2.92,149060,12.5,
3.26,150340,12.5,
3.59,151620,12.5,
3.93,152900,12.5,
4.27,154164,12.5,
4.6,154428,12.5,
4.9399999999999995,157856,12.5,
5.27,157856,12.5,
5.61,157856,12.5,
5.9399999999999995,157856,12.5,
6.28,157856,13.8,
6.61,158120,12.5,
6.9399999999999995,165492,12.5,
7.28,165492,12.5,
7.61,165492,12.5,
7.9399999999999995,172932,11.2,
8.28,172932,12.5,
8.61,172932,12.5,
8.95,172932,12.5,
9.28,172932,12.5,
9.62,172932,12.5,
9.95,172932,12.5,
10.29,173196,12.5,
10.62,173196,12.5,
10.97,181048,13.8,
11.3,181048,12.5,
11.63,181048,12.5,
11.97,181048,12.5,
12.31,181048,12.5,
12.64,181048,12.5,
12.97,181048,12.5,
13.31,181048,12.5,
13.65,181048,12.5,
13.98,181048,12.5,
14.31,180540,12.5,
14.65,180540,12.5,
14.99,180540,12.5,
15.32,180540,12.5,
15.66,180540,12.5,
16.0,180540,12.5,
16.33,180540,12.5,
16.67,180540,12.5,
17.0,180540,12.5,
17.34,180540,12.5,
17.67,180540,12.5,
18.01,180540,12.5,
18.35,180540,12.5,
18.68,180540,12.5,
19.02,180540,12.5,
19.35,180540,12.5,
19.69,180540,12.5,
20.03,180540,12.5,
20.36,180540,12.5,
20.7,180540,12.5,
21.04,180540,12.5,
21.38,180540,13.8,
21.71,181584,12.5,
22.05,181584,12.5,
22.38,185280,12.5,
22.72,185544,12.5,
23.05,185544,12.5,
23.39,185544,12.5,
23.73,185544,13.8,
24.06,185544,12.5,
24.39,185544,12.5,
24.73,185544,11.4,
25.07,185544,12.5,
25.4,185544,12.5,
25.73,185544,12.5,
26.07,185544,12.5,
26.41,185544,12.5,
26.74,185544,12.5,
27.08,185544,12.5,
27.41,185544,12.5,
27.75,185544,12.5,
28.09,185544,12.5,
28.42,185544,11.4,
28.75,185544,12.5,
29.09,185544,12.5,
29.43,187392,12.5,
29.76,187392,12.5,
30.09,191208,12.5,
30.43,191208,12.5,
30.77,191208,12.5,
31.11,191472,12.5,
31.44,195960,12.5,
31.77,195960,12.5,
32.11,195960,12.5,
32.45,195960,11.4,
32.78,198548,12.5,
33.12,198548,12.5,
33.45,198548,12.5,
33.79,198548,12.5,
34.12,198548,12.5,
34.46,198292,12.5,
34.79,198292,12.5,
35.13,198292,12.5,
35.47,198292,12.5,
35.8,198292,12.5,
36.14,198292,12.5,
36.48,198292,12.5,
36.81,198292,12.5,
37.15,198292,12.5,
37.48,198292,12.5,
37.82,198292,12.5,
38.15,198292,12.5,
38.49,198292,12.5,
38.83,198292,12.5,
39.16,198292,12.5,
39.49,198292,12.5,
39.83,198292,12.5,
40.17,197780,12.5,
40.5,197780,12.5,
40.84,197780,12.5,
41.17,197780,12.5,
41.51,197780,12.5,
41.84,197780,12.5,
42.18,199992,12.5,
42.51,199992,12.5,
42.85,199992,12.5,
43.18,200256,12.5,
43.52,200256,12.5,
43.85,200256,12.5,
44.19,200256,12.5,
44.53,200256,12.5,
44.86,200256,12.5,
45.19,200256,12.5,
45.53,200256,12.5,
45.87,200256,11.4,
46.2,200256,12.5,
46.54,200256,13.8,
46.87,200256,12.5,
47.2,200256,12.5,
47.54,201048,12.5,
47.88,201312,12.5,
48.21,201312,12.5,
48.55,203424,12.5,
48.88,203424,11.4,
49.22,203424,12.5,
49.56,203424,13.8,
49.89,203424,12.5,
50.22,203424,12.5,
50.56,203424,12.5,
50.9,203424,12.5,
51.24,203424,12.5,
51.57,203424,12.5,
51.91,203424,12.5,
52.24,203424,12.5,
52.58,203424,12.5,
52.91,203424,12.5,
53.25,203424,12.5,
53.58,203424,12.5,
53.92,203424,12.5,
54.25,203424,12.5,
54.59,203424,12.5,
54.92,203424,11.4,
55.26,203424,12.5,
55.6,203424,12.5,
55.93,203424,12.5,
56.26,203424,12.5,
56.6,204744,12.5,
56.94,204744,12.5,
57.27,204744,12.5,
57.6,204744,12.5,
57.94,204688,12.5,
58.28,204688,12.5,
58.61,204688,12.5,
58.94,204688,12.5,
59.28,204688,12.5,
59.62,204688,12.5,
59.95,204688,12.5,
60.28,204688,12.5,
60.62,204688,12.5,
60.96,204688,12.5,
61.29,204688,12.5,
61.63,204688,12.5,
61.96,204688,12.5,
62.3,204688,12.5,
62.63,204688,12.5,
62.96,204688,12.5,
63.3,204688,12.5,
63.64,204688,12.5,
63.97,204688,12.5,
64.3,204688,12.5,
64.64,204688,12.5,
64.97,204688,11.4,
65.31,204688,12.5,
65.64,204688,12.5,
65.98,204688,12.5,
66.31,204688,12.5,
66.65,204688,12.5,
66.98,204688,12.5,
67.32,204688,12.5,
67.65,204688,12.5,
67.98,204688,12.5,
68.32,204688,12.5,
68.66,204688,12.5,
68.99,204688,12.5,
69.33,204688,12.5,
69.66,204688,12.5,
70.0,204688,12.5,
70.33,204688,12.5,
70.66,204688,12.5,
71.0,204688,12.5,
71.34,204688,12.5,
71.67,204688,12.5,
72.0,204688,12.5,
72.34,204688,12.5,
72.67,204688,12.5,
73.0,204688,12.5,
73.34,204688,12.5,
73.67,204688,12.5,
74.01,204688,12.5,
74.34,204688,12.5,
74.68,204688,12.5,
75.01,204688,12.5,
75.34,204688,12.5,
75.68,204688,12.5,
76.02,204688,12.5,
76.35,204688,12.5,
76.68,204688,11.4,
77.02,204688,12.5,
77.35,204688,12.5,
77.69,204688,12.5,
78.02,204688,12.5,
78.36,204688,12.5,
78.69,204688,12.5,
79.03,204688,12.5,
79.36,204688,12.5,
79.7,204688,12.5,
80.04,204688,12.5,
80.38,204688,12.5,
80.71,204688,12.5,
81.05,204688,12.5,
81.38,204688,12.5,
81.72,204688,12.5,
82.05,204688,12.5,
82.39,207588,13.8,
82.72,207588,12.5,
83.06,207588,12.5,
83.39,207588,12.5,
83.72,207588,12.5,
84.06,207276,12.5,
84.39,207276,12.5,
84.73,207276,12.5,
85.06,207276,12.5,
85.4,207276,12.5,
85.73,207276,12.5,
86.07,207276,12.5,
86.41,207276,12.5,
86.74,207276,12.5,
87.08,207276,12.5,
87.41,207276,12.5,
87.74,207276,12.5,
88.08,207276,12.5,
88.41,207276,12.5,
88.75,207276,12.5,
89.08,207276,12.5,
89.42,207276,12.5,
89.75,207276,12.5,
90.09,207276,12.5,
90.42,207276,12.5,
90.76,207276,12.5,
91.1,207276,12.5,
91.43,207276,11.4,
91.77,207276,12.5,
92.1,207276,12.5,
92.44,207276,12.5,
92.78,209120,11.4,
93.11,209120,12.5,
93.45,209120,12.5,
93.78,208812,12.5,
94.12,208812,12.5,
94.45,208812,12.5,
94.78,208812,12.5,
95.12,208812,12.5,
95.46,208812,12.5,
95.79,208812,12.5,
96.13,208812,12.5,
96.46,208812,12.5,
96.8,208812,12.5,
97.13,208812,12.5,
97.46,208812,12.5,
97.8,208812,12.5,
98.14,208812,12.5,
98.47,208812,12.5,
98.8,208812,12.5,
99.14,208812,12.5,
99.48,211448,12.5,
99.81,211448,12.5,
100.14,211448,12.5,
100.48,211064,12.5,
100.81,211064,12.5,
101.15,211064,11.4,
101.48,211064,12.5,
101.82,211064,12.5,
102.15,211064,12.5,
102.49,211064,13.8,
102.82,211064,12.5,
103.16,211064,12.5,
103.49,211064,12.5,
103.83,211064,12.5,
104.16,211064,12.5,
104.5,211064,12.5,
104.84,211064,12.5,
105.17,211064,12.5,
105.51,211064,12.5,
105.84,211064,12.5,
106.18,211064,12.5,
106.52,211064,12.5,
106.85,211064,12.5,
107.18,211064,12.5,
107.52,211064,12.5,
107.86,211064,12.5,
