time+,res,%cpu,total-runtime
0.55,78240,11.2,274.76
0.89,131148,12.5,
1.22,174148,11.2,
1.56,227928,12.5,
1.9,282324,12.5,
2.23,330152,12.5,
2.56,369096,12.5,
2.9,418976,12.5,
3.23,479936,12.5,
3.57,509964,12.5,
3.9,574792,11.2,
4.24,623704,12.5,
4.58,657148,13.8,
4.91,739880,12.5,
5.24,766192,12.5,
5.58,801876,12.5,
5.92,884136,13.8,
6.24,943540,12.5,
6.58,943540,12.5,
6.92,983.9m,13.8,
7.25,1.0g,12.5,
7.59,1.0g,12.5,
7.92,1.0g,12.5,
8.26,1.0g,12.5,
8.59,1.0g,12.5,
8.93,1.0g,12.5,
9.26,1.0g,12.5,
9.59,1.0g,12.5,
9.93,1.0g,12.5,
10.27,1.0g,12.5,
10.6,1.0g,12.5,
10.93,1.0g,12.5,
11.27,1.0g,12.5,
11.6,1.0g,12.5,
11.94,1.0g,12.5,
12.27,1.0g,12.5,
12.61,1.0g,12.5,
12.94,1.0g,12.5,
13.28,1.0g,12.5,
13.61,1.0g,12.5,
13.95,1.0g,12.5,
14.28,1.0g,12.5,
14.62,1.0g,12.5,
14.95,1.0g,12.5,
15.29,1.0g,12.5,
15.62,1.0g,12.5,
15.95,1.0g,12.5,
16.29,1.0g,11.4,
16.63,1.0g,13.8,
16.96,1.0g,12.5,
17.29,1.0g,12.5,
17.63,1.0g,12.5,
17.96,1.0g,12.5,
18.3,1.0g,12.5,
18.63,1.0g,12.5,
18.97,1.0g,12.5,
19.31,1.0g,12.5,
19.64,1.0g,12.5,
19.97,1.0g,12.5,
20.31,1.0g,12.5,
20.64,1.0g,12.5,
20.98,1.0g,12.5,
21.31,1.0g,12.5,
21.65,1.0g,12.5,
21.99,1.0g,13.8,
22.32,1.0g,12.5,
22.65,1.0g,12.5,
22.99,1.0g,12.5,
23.32,1.0g,12.5,
23.66,1.0g,12.5,
23.99,1.0g,12.5,
24.32,1.0g,12.5,
24.66,1.0g,12.5,
24.99,1.0g,12.5,
25.33,1.0g,12.5,
25.66,1.0g,12.5,
25.99,1.0g,12.5,
26.33,1.0g,12.5,
26.67,1.0g,13.8,
27.0,1.0g,11.2,
27.34,1.0g,12.5,
27.67,1.0g,12.5,
28.0,1.0g,12.5,
28.34,1.0g,12.5,
28.68,1.0g,12.5,
29.02,1.0g,12.5,
29.35,1.0g,12.5,
29.69,1.0g,12.5,
30.02,1.0g,11.4,
30.35,1.0g,12.5,
30.69,1.0g,12.5,
31.03,1.0g,13.8,
31.36,1.0g,12.5,
31.69,1.0g,12.5,
32.03,1.0g,12.5,
32.36,1.0g,12.5,
32.7,1.0g,12.5,
33.03,1.0g,12.5,
33.37,1.0g,12.5,
33.7,1.0g,12.5,
34.04,1.0g,12.5,
34.37,1.0g,12.5,
34.71,1.0g,12.5,
35.04,1.0g,12.5,
35.37,1.0g,12.5,
35.71,1.0g,11.4,
36.04,1.0g,12.5,
36.37,1.0g,11.2,
36.71,1.0g,12.5,
37.05,1.0g,12.5,
37.38,1.0g,12.5,
37.71,1.0g,11.2,
38.05,1.0g,12.5,
38.38,1.0g,12.5,
38.72,1.0g,12.5,
39.05,1.0g,12.5,
39.39,1.0g,12.5,
39.72,1.0g,12.5,
40.06,1.0g,12.5,
40.39,1.0g,12.5,
40.73,1.0g,12.5,
41.06,1.0g,12.5,
41.4,1.0g,12.5,
41.73,1.0g,12.5,
42.06,1.0g,12.5,
42.4,1.0g,12.5,
42.73,1.0g,12.5,
43.07,1.0g,12.5,
43.4,1.0g,12.5,
43.74,1.0g,12.5,
44.07,1.1g,12.5,
44.41,1.1g,12.5,
44.75,1.1g,12.5,
45.08,1.1g,12.5,
45.42,1.1g,12.5,
45.75,1.1g,12.5,
46.09,1.1g,12.5,
46.42,1.1g,12.5,
46.76,1.1g,12.5,
47.09,1.1g,12.5,
47.42,1.1g,12.5,
47.75,1.1g,12.5,
48.09,1.1g,12.5,
48.43,1.1g,12.5,
48.76,1.1g,12.5,
49.1,1.1g,12.5,
49.43,1.1g,12.5,
49.77,1.1g,12.5,
50.1,1.1g,12.5,
50.44,1.1g,12.5,
50.77,1.1g,12.5,
51.11,1.1g,12.5,
51.44,1.1g,12.5,
51.78,1.1g,13.8,
52.12,1.1g,12.5,
52.46,1.1g,12.5,
52.79,1.1g,12.5,
53.13,1.1g,12.5,
53.46,1.1g,12.5,
53.8,1.1g,12.5,
54.13,1.1g,12.5,
54.47,1.1g,13.8,
54.8,1.1g,12.5,
55.14,1.1g,12.5,
55.47,1.1g,12.5,
55.8,1.1g,12.5,
56.14,1.1g,12.5,
56.48,1.1g,12.5,
56.81,1.1g,12.5,
57.15,1.1g,12.5,
57.48,1.1g,12.5,
57.82,1.1g,12.5,
58.16,1.1g,12.5,
58.49,1.1g,12.5,
58.83,1.1g,11.4,
59.16,1.1g,12.5,
59.5,1.1g,12.5,
59.83,1.1g,12.5,
60.17,1.1g,12.5,
60.5,1.1g,12.5,
60.84,1.1g,12.5,
61.17,1.1g,12.5,
61.51,1.1g,12.5,
61.84,1.1g,12.5,
62.18,1.1g,12.5,
62.52,1.1g,12.5,
62.85,1.1g,12.5,
63.19,1.1g,12.5,
63.52,1.1g,12.5,
63.86,1.1g,12.5,
64.2,1.1g,12.5,
64.53,1.1g,12.5,
64.86,1.1g,12.5,
65.2,1.1g,12.5,
65.54,1.1g,12.5,
65.87,1.1g,12.5,
66.21,1.1g,13.8,
66.54,1.1g,12.5,
66.88,1.1g,12.5,
67.22,1.1g,12.5,
67.55,1.1g,12.5,
67.88,1.1g,11.2,
68.22,1.1g,12.5,
68.56,1.1g,12.5,
68.89,1.1g,12.5,
69.22,1.1g,11.4,
69.56,1.1g,12.5,
69.9,1.1g,12.5,
70.23,1.1g,12.5,
70.56,1.1g,12.5,
70.9,1.1g,12.5,
71.24,1.1g,12.5,
71.57,1.1g,12.5,
71.91,1.1g,12.5,
72.24,1.1g,12.5,
72.58,1.1g,12.5,
72.91,1.1g,12.5,
73.25,1.1g,12.5,
73.58,1.1g,12.5,
73.92,1.1g,12.5,
74.25,1.1g,12.5,
74.59,1.1g,11.4,
74.92,1.1g,13.8,
75.25,1.1g,12.5,
75.58,1.1g,12.5,
75.92,1.1g,12.5,
76.26,1.1g,12.5,
76.59,1.1g,12.5,
76.93,1.1g,12.5,
77.26,1.1g,12.5,
77.6,1.1g,12.5,
