time+,res,%cpu,total-runtime
0.55,73856,12.5,55.46
0.89,120792,13.8,
1.22,170172,12.5,
1.56,212108,12.5,
1.8900000000000001,252916,12.5,
2.22,300364,12.5,
2.55,300364,12.5,
2.89,300364,12.5,
3.22,300364,12.5,
3.56,300364,12.5,
3.89,300364,12.5,
4.23,300364,12.5,
4.5600000000000005,300364,12.5,
4.89,300364,12.5,
5.23,300364,12.5,
5.57,300364,12.5,
5.91,300364,12.5,
6.24,300364,12.5,
6.57,300808,12.5,
6.91,302088,12.5,
7.25,303368,12.5,
7.58,304648,12.5,
7.91,305928,12.5,
8.25,307464,12.5,
8.58,308744,12.5,
8.92,310024,12.5,
9.25,311304,12.5,
9.59,312584,12.5,
9.92,313864,12.5,
10.25,315144,12.5,
10.59,316464,12.5,
10.92,318552,12.5,
11.26,318552,12.5,
11.59,318552,12.5,
11.93,324096,12.5,
12.26,324096,12.5,
12.59,324096,12.5,
12.93,330908,12.5,
13.26,330908,12.5,
13.6,330908,12.5,
13.93,330908,12.5,
14.27,330908,12.5,
14.61,338148,12.5,
14.94,338148,12.5,
15.28,338148,12.5,
15.61,338148,12.5,
15.95,338148,12.5,
16.28,338148,12.5,
16.61,338148,12.5,
16.95,338148,12.5,
17.29,338148,12.5,
17.62,338412,12.5,
17.96,338412,12.5,
18.29,338412,12.5,
18.63,338412,12.5,
18.97,338412,12.5,
19.3,338412,12.5,
19.64,338412,12.5,
19.97,338036,12.5,
20.31,338036,12.5,
20.65,338036,12.5,
20.98,338036,12.5,
21.32,338036,12.5,
21.65,338036,12.5,
21.99,338036,12.5,
22.32,338036,12.5,
22.66,338036,12.5,
22.99,338036,12.5,
23.32,338036,12.5,
23.66,338036,11.4,
24.0,338036,12.5,
24.33,338036,12.5,
24.67,338036,12.5,
25.0,338036,12.5,
25.34,338036,12.5,
25.67,338036,12.5,
26.01,338036,12.5,
26.34,338036,12.5,
26.68,338036,12.5,
27.01,338036,12.5,
27.35,338036,12.5,
27.68,338036,12.5,
28.02,338036,12.5,
28.35,338036,12.5,
28.68,338036,12.5,
29.02,338036,12.5,
29.35,338036,12.5,
29.69,338036,12.5,
30.02,338036,12.5,
30.36,338036,12.5,
30.69,338036,11.4,
31.03,338036,12.5,
31.36,338036,12.5,
31.7,338036,12.5,
32.03,338036,12.5,
32.36,338036,12.5,
32.7,338036,12.5,
33.03,338036,12.5,
33.37,338036,12.5,
33.71,338036,12.5,
34.04,338036,12.5,
34.38,338036,12.5,
34.71,338036,12.5,
35.04,338036,12.5,
35.38,338036,12.5,
35.72,338036,12.5,
36.05,338036,12.5,
36.38,338036,12.5,
36.72,338036,12.5,
37.05,338036,12.5,
37.39,338036,12.5,
37.72,338036,12.5,
38.06,338036,12.5,
38.4,338036,12.5,
38.74,338036,12.5,
39.07,338036,12.5,
39.4,338036,12.5,
39.74,338036,12.5,
40.07,338036,12.5,
40.41,338036,12.5,
40.74,338036,11.4,
41.08,338036,12.5,
41.41,338036,12.5,
41.74,338036,12.5,
42.08,338036,12.5,
42.41,338036,12.5,
42.75,338036,12.5,
43.08,338036,12.5,
43.42,338036,12.5,
43.75,338036,12.5,
44.09,338036,13.8,
44.42,338036,12.5,
44.76,338036,12.5,
45.09,338036,12.5,
45.42,338036,12.5,
45.76,338036,12.5,
46.09,338036,12.5,
46.43,338036,12.5,
46.76,338036,12.5,
47.1,338036,12.5,
47.43,338036,12.5,
47.76,338036,12.5,
48.1,338036,12.5,
48.44,338036,12.5,
48.77,338036,12.5,
49.1,338036,12.5,
49.44,338036,12.5,
49.77,338036,12.5,
50.11,338036,12.5,
50.44,338036,12.5,
50.78,338036,12.5,
51.11,338036,11.4,
51.45,338036,13.8,
51.78,338036,12.5,
52.12,338036,12.5,
52.45,338036,12.5,
52.78,338036,12.5,
53.12,338036,12.5,
53.45,338036,12.5,
53.79,338036,12.5,
54.12,338036,12.5,
54.46,338036,12.5,
54.79,338036,12.5,
55.13,338120,12.5,
55.46,338120,12.5,
