time+,res,%cpu,total-runtime
0.62,59008,6.2,68.94
0.94,115316,6.2,
1.28,150072,6.2,
1.6099999999999999,150072,6.2,
1.94,150072,6.2,
2.2800000000000002,150412,6.2,
2.61,151948,6.2,
2.94,153228,6.2,
3.27,155020,6.2,
3.6,156936,6.2,
3.94,160560,6.2,
4.27,160560,6.2,
4.6,160824,6.2,
4.93,160824,6.2,
5.26,168200,6.2,
5.6,168464,6.2,
5.93,171104,6.9,
6.26,175772,6.2,
6.59,175772,6.2,
6.92,175772,6.2,
7.26,175772,6.9,
7.58,175772,6.2,
7.92,177620,6.2,
8.27,183980,6.2,
8.6,183980,6.2,
8.93,183980,6.2,
9.26,183980,6.2,
9.59,183980,6.2,
9.93,183980,6.2,
10.26,183980,6.2,
10.59,183980,6.2,
10.93,183980,6.2,
11.26,183980,6.2,
11.59,183980,6.2,
11.93,183980,6.2,
12.26,183980,6.2,
12.59,183980,6.2,
12.93,183980,6.2,
13.26,183980,6.2,
13.6,183980,6.2,
13.93,183980,6.2,
14.26,183980,6.2,
14.6,184236,6.9,
14.93,184500,6.2,
15.26,188196,6.2,
15.59,188196,6.2,
15.92,188196,6.2,
16.25,188196,6.2,
16.59,188196,6.2,
16.92,188196,6.2,
17.25,188196,6.2,
17.59,188196,6.2,
17.93,188196,6.9,
18.26,188196,6.2,
18.59,188196,6.2,
18.93,188196,6.2,
19.26,190044,6.2,
19.59,190044,6.2,
19.93,194004,6.2,
20.26,194004,6.2,
20.6,194004,6.9,
20.93,198756,6.2,
21.26,198756,6.2,
21.59,198756,6.2,
21.92,201336,6.2,
22.25,201336,5.7,
22.59,201336,6.9,
22.92,201076,6.2,
23.26,201076,6.2,
23.59,201076,6.2,
23.92,201076,6.2,
24.26,201076,6.2,
24.59,201076,6.2,
24.92,201076,6.2,
25.26,201076,6.2,
25.59,201076,6.2,
25.92,201076,6.2,
26.26,200820,6.2,
26.59,200820,5.7,
26.92,200820,6.2,
27.26,200820,6.2,
27.6,200820,6.2,
27.93,202928,6.9,
28.26,202928,6.2,
28.59,202928,6.2,
28.92,202928,6.2,
29.26,202928,6.2,
29.59,202928,6.2,
29.92,202928,6.2,
30.26,202928,6.2,
30.59,202928,6.2,
30.92,202928,6.2,
31.26,203980,6.2,
31.59,203980,6.2,
31.92,206232,6.2,
32.26,206236,6.2,
32.59,206236,6.2,
32.92,206236,6.2,
33.26,206236,6.2,
33.59,206236,6.2,
33.92,206236,6.2,
34.26,206236,6.2,
34.59,206236,6.2,
34.92,206236,6.2,
35.26,206236,6.2,
35.59,206236,6.2,
35.93,206236,6.2,
36.26,206236,6.2,
36.59,206236,6.2,
36.92,207552,6.2,
37.26,207552,6.2,
37.59,207552,5.7,
37.92,207220,6.2,
38.26,207220,6.2,
38.59,207220,6.2,
38.92,207220,6.2,
39.26,207220,6.2,
39.59,207220,6.2,
39.92,207220,6.2,
40.26,207220,6.2,
40.59,207220,6.2,
40.92,207220,6.2,
41.26,207220,6.2,
41.59,207220,6.2,
41.93,207220,6.9,
42.26,207220,6.2,
42.6,206964,6.2,
42.93,206964,5.7,
43.26,206964,6.2,
43.6,206964,6.2,
43.93,206964,6.2,
44.26,206964,6.2,
44.6,206964,6.2,
44.93,206964,6.2,
45.26,206964,6.2,
45.6,206964,6.2,
45.93,206964,6.2,
46.26,206964,6.2,
46.6,206964,6.2,
46.93,206964,6.2,
47.26,206964,6.2,
47.59,206964,6.2,
47.92,206964,6.2,
48.26,206964,6.2,
48.59,206964,6.9,
48.92,206964,6.2,
49.25,206964,6.2,
49.58,206964,6.2,
49.92,206964,6.2,
50.25,206964,6.2,
50.59,206964,6.2,
50.92,206964,6.2,
51.25,206964,6.2,
51.59,206964,6.2,
51.92,206964,6.2,
52.25,206964,6.2,
52.59,206964,6.2,
52.92,210392,6.2,
53.26,210392,6.2,
53.59,210392,6.2,
53.92,210392,6.2,
54.25,210064,6.2,
54.59,210064,6.2,
54.92,210064,6.2,
55.26,210064,6.9,
55.59,210064,6.2,
55.92,210064,6.2,
56.26,210064,6.2,
56.59,210064,6.2,
56.92,210064,6.2,
57.26,210064,6.2,
57.59,210064,6.2,
57.93,210064,6.9,
58.26,210064,6.2,
58.6,210064,6.2,
58.93,210064,6.2,
59.26,211908,6.2,
59.6,211908,6.2,
59.93,211592,6.9,
60.26,211592,6.2,
60.6,211592,6.2,
60.93,211592,6.2,
61.26,211592,6.2,
61.6,211592,6.2,
61.93,211592,6.2,
62.26,211592,6.2,
62.6,211592,6.2,
62.93,211592,6.2,
63.27,211592,6.2,
63.6,211592,6.2,
63.93,211592,6.2,
64.26,211592,6.2,
64.6,211592,6.2,
64.93,211592,6.2,
65.27,211592,6.2,
65.6,211592,6.2,
65.94,211592,6.9,
66.27,211592,6.2,
66.6,211592,6.2,
66.94,211592,6.2,
67.27,211128,6.2,
67.6,211128,6.2,
67.94,211128,6.2,
68.27,211128,5.7,
68.61,211128,6.9,
68.94,211164,6.2,
