time+,total-runtime
402.89,
403.23,
403.57,
403.91,
404.25,
404.58,
404.92,
405.26,
405.6,
405.94,
406.28,
406.62,
406.96,
407.3,
407.64,
407.98,
408.32,
408.66,
409.0,
409.34,
409.68,
410.02,
410.36,
410.7,
411.04,
411.37,
411.71,
412.05,
412.39,
412.73,
413.07,
413.41,
413.75,
414.09,
414.43,
414.77,
415.11,
415.45,
415.79,
416.12,
416.46,
416.8,
417.14,
417.48,
417.82,
418.16,
418.5,
418.84,
419.18,
419.52,
419.86,
420.2,
420.54,
420.88,
421.22,
421.56,
421.9,
422.24,
422.58,
422.92,
423.26,
423.6,
423.94,
424.28,
424.62,
424.96,
425.3,
425.64,
425.98,
426.32,
426.66,
427.0,
427.33,
427.67,
428.01,
428.35,
428.69,
429.03,
429.37,
429.71,
430.05,
430.39,
430.73,
431.06,
431.4,
431.74,
432.08,
432.42,
432.76,
433.1,
433.44,
433.78,
434.12,
434.46,
434.8,
435.14,
435.48,
435.82,
436.16,
436.5,
436.84,
437.18,
437.52,
437.86,
438.2,
438.54,
438.88,
439.22,
439.56,
439.9,
440.24,
440.58,
440.92,
441.26,
441.61,
441.95,
442.29,
442.63,
442.97,
443.31,
443.65,
443.99,
444.33,
444.67,
445.01,
445.35,
445.7,
446.04,
446.38,
446.72,
447.06,
447.4,
447.74,
448.08,
448.42,
448.76,
449.1,
449.44,
449.78,
450.12,
450.46,
450.8,
451.14,
451.48,
451.82,
452.16,
452.5,
452.84,
453.18,
453.52,
453.86,
454.2,
454.54,
454.88,
455.22,
455.56,
455.9,
456.24,
456.58,
456.92,
457.26,
457.6,
457.95,
458.29,
458.63,
458.97,
459.31,
459.64,
459.98,
460.32,
460.66,
461.0,
461.34,
461.68,
462.02,
462.36,
462.7,
463.04,
463.38,
463.72,
464.06,
464.4,
464.74,
465.08,
465.42,
465.76,
466.1,
466.44,
466.78,
467.12,
467.46,
467.8,
468.14,
468.48,
468.82,
469.16,
469.5,
469.84,
470.18,
470.52,
470.86,
471.2,
471.54,
471.88,
472.22,
472.56,
472.9,
473.24,
473.58,
473.92,
474.26,
474.6,
474.94,
475.28,
475.62,
475.96,
476.3,
476.64,
476.98,
477.32,
477.66,
478.0,
478.34,
478.68,
479.02,
479.36,
479.7,
480.04,
480.38,
480.72,
481.06,
481.4,
481.74,
482.08,
482.42,
482.76,
483.1,
483.44,
483.78,
484.12,
484.46,
484.8,
485.14,
485.48,
485.82,
486.16,
486.5,
486.84,
487.18,
487.52,
487.86,
488.2,
488.54,
488.88,
489.22,
489.57,
489.91,
490.25,
490.58,
490.92,
491.26,
491.6,
491.94,
492.28,
492.62,
492.96,
493.3,
493.64,
493.98,
494.32,
494.67,
495.01,
495.34,
495.69,
496.02,
496.36,
496.71,
497.05,
497.39,
497.73,
498.07,
498.41,
498.75,
499.09,
499.44,
499.78,
500.12,
500.46,
500.8,
501.14,
501.48,
501.82,
502.16,
502.5,
502.84,
503.18,
503.52,
503.86,
504.2,
504.54,
504.88,
505.22,
505.56,
505.9,
506.24,
506.58,
506.92,
507.26,
507.6,
507.94,
508.28,
508.62,
508.96,
509.31,
509.65,
509.99,
510.33,
510.67,
511.01,
511.35,
511.69,
512.03,
512.37,
512.71,
513.05,
513.4,
513.74,
514.08,
514.42,
514.76,
515.1,
515.44,
515.78,
516.12,
516.46,
516.79,
517.13,
517.47,
517.81,
518.15,
518.49,
518.83,
519.17,
519.51,
519.85,
520.19,
520.53,
520.87,
521.21,
521.55,
521.89,
522.23,
522.57,
522.91,
523.25,
523.59,
523.93,
524.27,
524.61,
524.95,
525.29,
525.63,
525.97,
526.31,
526.64,
526.98,
527.32,
527.66,
528.01,
528.35,
528.69,
529.02,
529.36,
529.7,
530.04,
530.38,
530.72,
531.06,
531.4,
531.74,
532.08,
532.42,
532.76,
533.1,
533.44,
533.78,
534.12,
534.46,
534.8,
535.14,
535.48,
535.82,
536.15,
536.49,
536.84,
537.18,
537.52,
537.86,
538.2,
538.54,
538.88,
539.22,
539.56,
539.9,
540.24,
540.58,
540.91,
541.25,
541.6,
541.94,
542.28,
542.62,
542.96,
543.3,
543.64,
543.98,
544.32,
544.66,
545.0,
545.34,
545.67,
546.01,
546.35,
546.69,
547.03,
547.38,
547.71,
548.05,
548.39,
548.73,
549.07,
549.41,
549.75,
550.09,
550.43,
550.77,
551.11,
551.45,
551.79,
552.12,
552.46,
552.8,
553.14,
553.48,
553.82,
554.16,
554.5,
554.84,
555.18,
555.52,
555.86,
556.2,
556.54,
556.88,
557.22,
557.56,
557.9,
558.24,
558.58,
558.92,
559.26,
559.6,
559.94,
560.28,
560.62,
560.96,
561.3,
561.64,
561.98,
562.32,
562.67,
563.01,
563.35,
563.69,
564.03,
564.37,
564.71,
565.05,
565.39,
565.73,
566.07,
566.41,
566.75,
567.09,
567.43,
567.77,
568.11,
568.45,
568.79,
569.13,
569.47,
569.81,
570.15,
570.49,
570.83,
571.17,
571.51,
571.85,
572.19,
572.53,
572.87,
573.21,
573.55,
573.89,
574.22,
574.56,
574.9,
575.24,
575.58,
575.92,
576.26,
576.61,
576.95,
577.29,
577.63,
577.97,
578.31,
578.65,
578.99,
579.33,
579.67,
580.01,
580.35,
580.69,
581.02,
581.36,
581.7,
582.04,
582.38,
582.72,
583.06,
583.4,
583.74,
584.08,
584.42,
584.76,
585.1,
585.44,
585.78,
586.12,
586.46,
586.8,
587.14,
587.48,
587.82,
588.16,
588.5,
588.84,
589.18,
589.52,
589.86,
590.2,
590.54,
590.88,
591.22,
591.56,
591.9,
592.24,
592.58,
592.91,
593.25,
593.59,
593.93,
594.27,
594.61,
594.95,
595.29,
595.63,
595.97,
596.31,
596.65,
596.99,
597.33,
597.67,
598.01,
598.35,
598.69,
599.03,
599.37,
599.71,
600.05,
600.39,
600.72,
601.07,
601.4,
601.74,
602.08,
602.43,
602.77,
603.11,
603.45,
603.79,
604.13,
604.47,
604.81,
605.15,
605.48,
605.82,
606.16,
606.5,
606.84,
607.18,
607.52,
607.85,
608.19,
608.53,
608.87,
609.2,
609.54,
609.88,
610.22,
610.56,
610.9,
611.23,
611.57,
611.91,
612.25,
612.59,
612.93,
613.27,
613.61,
613.95,
614.29,
614.63,
614.97,
615.31,
615.65,
615.99,
616.33,
616.67,
617.01,
617.35,
617.69,
618.03,
618.37,
618.71,
619.04,
619.38,
619.72,
620.06,
620.39,
620.73,
621.07,
621.41,
621.75,
622.09,
622.43,
622.76,
623.1,
623.44,
623.78,
624.12,
624.46,
624.79,
625.13,
625.47,
625.81,
626.15,
626.49,
626.83,
627.17,
627.51,
627.85,
628.19,
628.53,
628.87,
629.21,
629.54,
629.89,
630.22,
630.56,
630.9,
631.24,
631.58,
631.92,
632.26,
632.6,
632.93,
633.27,
633.61,
633.95,
634.29,
634.63,
634.97,
635.31,
635.65,
635.99,
636.32,
636.66,
637.01,
637.35,
637.68,
638.02,
638.36,
638.7,
639.04,
639.38,
639.72,
640.06,
640.4,
640.74,
641.08,
641.42,
641.76,
642.1,
642.44,
642.78,
643.12,
643.46,
643.79,
644.13,
644.47,
644.81,
645.15,
645.49,
645.83,
646.17,
646.51,
646.85,
647.19,
647.53,
647.87,
648.21,
648.55,
648.89,
649.23,
649.56,
649.9,
650.24,
650.58,
650.92,
651.26,
651.6,
651.94,
652.28,
652.62,
652.96,
653.3,
653.64,
653.98,
654.32,
654.66,
655.0,
655.34,
655.68,
656.02,
656.36,
656.7,
657.04,
657.38,
657.72,
658.07,
658.4,
658.74,
659.08,
659.43,
659.77,
660.11,
660.45,
660.79,
661.13,
661.47,
661.81,
662.15,
662.49,
662.83,
663.17,
663.51,
663.85,
664.19,
664.53,
664.87,
665.21,
665.55,
665.89,
666.23,
666.57,
666.91,
667.25,
667.59,
667.92,
668.26,
668.6,
668.94,
669.28,
669.62,
669.96,
670.3,
670.64,
670.97,
671.31,
671.65,
671.99,
672.33,
672.67,
673.01,
673.35,
673.69,
674.03,
674.37,
674.7,
675.04,
675.38,
675.72,
676.06,
676.4,
676.74,
677.08,
677.42,
677.76,
678.1,
678.43,
678.77,
679.11,
679.45,
679.79,
680.13,
680.47,
680.81,
681.15,
681.49,
681.83,
682.17,
682.51,
682.85,
683.19,
683.53,
683.87,
684.2,
684.54,
684.88,
685.22,
685.56,
685.9,
686.24,
686.58,
686.91,
687.25,
687.59,
687.93,
688.27,
688.62,
688.96,
689.3,
689.64,
689.98,
690.32,
690.65,
690.99,
691.33,
691.67,
692.01,
692.35,
692.69,
693.03,
693.37,
693.71,
694.05,
694.39,
694.73,
695.07,
695.4,
695.74,
696.08,
696.42,
696.76,
697.1,
697.44,
697.78,
698.12,
698.46,
698.8,
699.14,
699.48,
699.82,
700.16,
700.49,
700.83,
701.17,
701.51,
701.85,
702.19,
702.53,
702.87,
703.21,
703.55,
703.89,
704.23,
704.57,
704.91,
705.24,
705.58,
705.92,
706.26,
706.6,
706.94,
707.28,
707.62,
707.96,
708.3,
708.64,
708.98,
709.31,
709.65,
709.99,
710.33,
710.67,
711.01,
711.35,
711.69,
712.02,
712.36,
712.7,
713.04,
713.38,
713.72,
714.06,
714.4,
714.74,
715.08,
715.42,
715.76,
716.1,
716.44,
716.78,
717.12,
717.45,
717.79,
718.13,
718.47,
718.81,
719.15,
719.49,
719.83,
720.17,
720.51,
720.85,
721.19,
721.52,
721.86,
722.2,
722.54,
722.88,
723.22,
723.56,
723.9,
724.24,
724.58,
724.92,
725.26,
725.6,
725.94,
726.27,
726.61,
726.95,
727.29,
727.63,
727.97,
728.31,
728.65,
728.98,
729.32,
729.66,
730.0,
730.34,
730.68,
731.02,
731.36,
731.7,
732.04,
732.38,
732.72,
733.06,
733.4,
733.74,
734.08,
734.42,
734.76,
735.09,
735.43,
735.77,
736.11,
736.45,
736.79,
737.13,
737.47,
737.81,
738.15,
738.49,
738.83,
739.17,
739.51,
739.85,
740.18,
740.52,
740.86,
741.2,
741.54,
741.88,
742.22,
742.56,
742.9,
743.24,
743.58,
743.92,
744.26,
744.59,
744.93,
745.27,
745.62,
745.96,
746.29,
746.63,
746.97,
747.31,
747.65,
747.99,
748.33,
748.67,
749.01,
749.35,
749.69,
750.03,
750.37,
750.71,
751.05,
751.39,
751.73,
752.07,
752.41,
752.75,
753.09,
753.43,
753.76,
754.1,
754.44,
754.78,
755.13,
755.47,
755.81,
756.15,
756.49,
756.83,
757.17,
757.51,
757.85,
758.19,
758.53,
758.86,
759.2,
759.54,
759.88,
760.22,
760.56,
760.9,
761.24,
761.58,
761.92,
762.26,
762.6,
762.94,
763.27,
763.61,
763.95,
764.29,
764.63,
764.97,
765.31,
765.65,
765.99,
766.33,
766.67,
767.01,
767.35,
767.69,
768.03,
768.37,
768.71,
769.05,
769.39,
769.73,
770.07,
770.41,
770.74,
771.08,
771.42,
771.76,
772.11,
772.45,
772.79,
773.13,
773.47,
773.81,
774.15,
774.48,
774.82,
775.16,
775.5,
775.84,
776.18,
776.52,
776.86,
777.2,
777.54,
777.88,
778.21,
778.55,
778.9,
779.24,
779.58,
779.92,
780.26,
780.6,
780.93,
781.27,
781.61,
781.95,
782.29,
782.64,
782.98,
783.31,
783.65,
783.99,
784.33,
784.67,
785.01,
785.35,
785.69,
786.03,
786.37,
786.71,
787.05,
787.39,
787.73,
788.07,
788.41,
788.75,
789.09,
789.43,
789.77,
790.11,
790.46,
790.8,
791.14,
791.48,
791.82,
792.16,
792.5,
792.84,
793.18,
793.52,
793.86,
794.2,
794.54,
794.88,
795.22,
795.56,
795.91,
796.25,
796.59,
796.93,
797.27,
797.61,
797.96,
798.3,
798.64,
798.98,
799.32,
799.66,
800.0,
800.34,
800.68,
801.02,
801.36,
801.7,
802.04,
802.38,
802.72,
803.06,
803.4,
803.74,
804.08,
804.42,
804.76,
805.1,
805.44,
805.78,
806.12,
806.47,
806.81,
807.15,
807.49,
807.83,
808.17,
808.51,
808.85,
809.19,
809.53,
809.87,
810.2,
810.54,
810.88,
811.22,
811.56,
811.9,
812.24,
812.58,
812.92,
813.26,
813.6,
813.93,
814.27,
814.61,
814.95,
815.29,
815.63,
815.96,
816.3,
816.64,
816.98,
817.32,
817.66,
818.0,
818.34,
818.68,
819.02,
819.36,
819.69,
820.03,
820.37,
820.71,
821.05,
821.39,
821.73,
822.07,
822.4,
822.74,
823.08,
823.42,
823.76,
824.1,
824.44,
824.77,
825.11,
825.45,
825.79,
826.13,
826.47,
826.81,
827.15,
827.49,
827.83,
828.17,
828.51,
828.84,
829.18,
829.52,
829.86,
830.2,
830.54,
830.88,
831.22,
831.55,
831.9,
832.23,
832.58,
832.92,
833.26,
833.6,
833.94,
834.28,
834.62,
834.96,
835.3,
835.64,
835.97,
836.31,
836.65,
836.99,
837.33,
837.67,
838.01,
838.35,
838.69,
839.03,
839.37,
839.71,
840.05,
840.39,
840.73,
841.07,
841.41,
841.75,
842.09,
842.42,
842.76,
843.1,
843.44,
843.78,
844.12,
844.46,
844.79,
845.13,
845.47,
845.81,
846.15,
846.49,
846.83,
847.17,
847.51,
847.85,
848.19,
848.53,
848.87,
849.2,
849.54,
849.89,
850.22,
850.56,
850.9,
851.24,
851.58,
851.92,
852.26,
852.59,
852.93,
853.27,
853.61,
853.95,
854.29,
854.63,
854.97,
855.31,
855.65,
855.99,
856.33,
856.67,
857.01,
857.35,
857.69,
858.03,
858.37,
858.71,
859.04,
859.38,
859.72,
860.06,
860.4,
860.74,
861.08,
861.42,
861.75,
862.09,
862.43,
862.77,
863.11,
863.45,
863.79,
864.13,
864.47,
864.81,
865.15,
865.48,
865.82,
866.16,
866.5,
866.84,
867.18,
867.52,
867.86,
868.19,
868.53,
868.87,
869.21,
869.55,
869.89,
870.23,
870.57,
870.91,
871.25,
871.59,
871.93,
872.27,
872.61,
872.95,
873.29,
873.63,
873.97,
874.31,
874.65,
874.99,
875.33,
875.67,
876.01,
876.35,
876.69,
877.03,
877.37,
877.71,
878.05,
878.38,
878.72,
879.06,
879.4,
879.74,
880.08,
880.42,
880.76,
881.1,
881.44,
881.78,
882.12,
882.46,
882.8,
883.14,
883.48,
883.82,
884.16,
884.49,
884.83,
885.17,
885.51,
885.85,
886.19,
886.53,
886.87,
887.21,
887.55,
887.89,
888.23,
888.56,
888.9,
889.24,
889.58,
889.92,
890.26,
890.6,
890.94,
891.28,
891.62,
891.96,
892.3,
892.64,
892.98,
893.32,
893.66,
894.0,
894.34,
894.68,
895.02,
895.36,
895.7,
896.04,
896.38,
896.72,
897.06,
897.4,
897.74,
898.08,
898.42,
898.76,
899.1,
899.44,
899.78,
900.12,
900.46,
900.8,
901.14,
901.48,
901.82,
902.15,
902.49,
902.83,
903.17,
903.51,
903.85,
904.18,
904.52,
904.86,
905.21,
905.55,
905.89,
906.23,
906.57,
906.9,
907.24,
907.58,
907.92,
908.26,
908.6,
908.94,
909.28,
909.62,
909.97,
910.3,
910.64,
910.98,
911.32,
911.66,
912.0,
912.34,
912.68,
913.02,
913.36,
913.7,
914.03,
914.37,
914.71,
915.05,
915.39,
915.73,
916.07,
916.41,
916.75,
917.09,
917.43,
917.76,
918.1,
918.44,
918.78,
919.12,
919.46,
919.8,
920.14,
920.48,
920.82,
921.16,
921.5,
921.84,
922.17,
922.51,
922.85,
923.19,
923.53,
923.87,
924.21,
924.55,
924.89,
925.23,
925.57,
925.91,
926.25,
926.59,
926.92,
927.26,
927.6,
927.94,
928.28,
928.62,
928.96,
929.3,
929.64,
929.98,
930.32,
930.66,
931.0,
931.34,
931.68,
932.02,
932.36,
932.7,
933.04,
933.38,
933.72,
934.06,
934.4,
934.73,
935.07,
935.41,
935.75,
936.09,
936.43,
936.77,
937.11,
937.45,
937.79,
938.13,
938.47,
938.81,
939.15,
939.48,
939.82,
940.16,
940.5,
940.84,
941.18,
941.52,
941.86,
942.2,
942.54,
942.88,
943.22,
943.56,
943.9,
944.24,
944.58,
944.92,
945.26,
945.6,
945.94,
946.28,
946.62,
946.96,
947.3,
947.64,
947.98,
948.32,
