time+,total-runtime
0.52,5061.45
0.85,
1.19,
1.54,
2.08,
2.42,
2.76,
3.1,
3.44,
3.7800000000000002,
4.13,
4.46,
4.8,
5.14,
5.48,
5.83,
6.17,
6.51,
6.85,
7.18,
7.52,
7.86,
8.2,
8.54,
8.88,
9.22,
9.56,
9.9,
10.24,
10.58,
10.92,
11.26,
11.6,
11.94,
12.28,
12.63,
12.97,
13.31,
13.65,
13.98,
14.32,
14.66,
15.0,
15.34,
15.68,
16.02,
16.36,
16.7,
17.04,
17.37,
17.72,
18.06,
18.39,
18.73,
19.08,
19.41,
19.75,
20.09,
20.43,
20.76,
21.1,
21.45,
21.79,
22.13,
22.46,
22.8,
23.14,
23.48,
23.81,
24.15,
24.49,
24.83,
25.16,
25.51,
25.85,
26.18,
26.52,
26.86,
27.2,
27.54,
27.88,
28.21,
28.56,
28.89,
29.24,
29.58,
29.91,
30.25,
30.59,
30.93,
31.26,
31.6,
31.95,
32.28,
32.62,
32.96,
33.3,
33.64,
33.98,
34.32,
34.66,
35.0,
35.33,
35.67,
36.01,
36.35,
36.69,
37.02,
37.37,
37.7,
38.04,
38.38,
38.72,
39.06,
39.41,
39.74,
40.08,
40.42,
40.76,
41.1,
41.44,
41.77,
42.11,
42.45,
42.79,
43.13,
43.47,
43.81,
44.15,
44.48,
44.82,
45.16,
45.5,
45.84,
46.18,
46.52,
46.85,
47.19,
47.53,
47.87,
48.21,
48.55,
48.89,
49.22,
49.56,
49.9,
50.24,
50.58,
50.92,
51.26,
51.6,
51.94,
52.27,
52.61,
52.95,
53.29,
53.63,
53.97,
54.3,
54.65,
54.98,
55.33,
55.66,
56.0,
56.34,
56.68,
57.02,
57.35,
57.69,
58.03,
58.37,
58.71,
59.04,
59.38,
59.72,
60.06,
60.4,
60.74,
61.08,
61.42,
61.76,
62.1,
62.43,
62.77,
63.1,
63.45,
63.78,
64.12,
64.46,
64.8,
65.14,
65.48,
65.82,
66.17,
66.51,
66.84,
67.18,
67.52,
67.86,
68.2,
68.54,
68.88,
69.21,
69.56,
69.89,
70.24,
70.58,
70.91,
71.25,
71.59,
71.92,
72.26,
72.61,
72.94,
73.28,
73.62,
73.96,
74.3,
74.63,
74.97,
75.32,
75.65,
75.99,
76.33,
76.67,
77.01,
77.35,
