time+,total-runtime
0.47,5159.65
0.8,
1.1400000000000001,
1.47,
1.8199999999999998,
2.16,
2.49,
2.84,
3.17,
3.51,
3.85,
4.19,
4.53,
4.87,
5.21,
5.55,
5.88,
6.23,
6.57,
6.9,
7.25,
7.59,
7.93,
8.27,
8.6,
8.94,
9.28,
9.62,
9.96,
10.31,
10.64,
10.98,
11.32,
11.66,
12.0,
12.34,
12.68,
13.02,
13.36,
13.7,
14.04,
14.38,
14.72,
15.06,
15.4,
15.74,
16.07,
16.41,
16.75,
17.09,
17.43,
17.77,
18.12,
18.45,
18.79,
19.13,
19.47,
19.81,
20.15,
20.49,
20.83,
21.17,
21.5,
21.84,
22.18,
22.51,
22.85,
23.19,
23.53,
23.87,
24.21,
24.55,
24.88,
25.22,
25.56,
25.9,
26.24,
26.58,
26.92,
27.26,
27.6,
27.93,
28.27,
28.61,
28.95,
29.29,
29.63,
29.97,
30.31,
30.65,
30.99,
31.33,
31.66,
32.01,
32.35,
32.68,
33.02,
33.36,
33.7,
34.04,
34.38,
34.71,
35.06,
35.39,
35.74,
36.07,
36.41,
36.75,
37.08,
37.43,
37.76,
38.1,
38.44,
38.78,
39.12,
39.46,
39.79,
40.14,
40.48,
40.81,
41.16,
41.5,
41.84,
42.17,
42.51,
42.84,
43.19,
43.53,
43.86,
44.2,
44.54,
44.88,
45.22,
45.56,
45.9,
46.24,
46.58,
46.92,
47.25,
47.59,
47.93,
48.27,
48.6,
48.94,
49.28,
49.62,
49.96,
50.3,
50.63,
50.97,
51.32,
51.66,
52.0,
52.33,
52.67,
53.01,
53.34,
53.69,
54.02,
54.36,
54.7,
55.05,
55.38,
55.72,
56.06,
56.39,
56.74,
57.07,
57.41,
57.76,
58.1,
58.44,
58.78,
59.12,
59.46,
59.79,
60.13,
60.47,
60.81,
61.16,
61.5,
61.84,
62.17,
62.5,
62.85,
63.18,
63.53,
63.87,
64.2,
64.55,
64.88,
65.22,
65.56,
65.91,
66.25,
66.58,
66.93,
67.27,
67.61,
67.95,
68.29,
68.62,
68.97,
69.31,
69.65,
69.98,
70.33,
70.67,
71.0,
71.34,
71.69,
72.02,
72.36,
72.7,
73.04,
73.37,
73.71,
74.05,
74.4,
74.72,
75.07,
75.41,
75.75,
76.09,
76.42,
76.76,
77.1,
77.45,
77.79,
78.13,
78.46,
78.8,
79.14,
79.48,
79.82,
80.16,
80.5,
80.84,
81.18,
81.52,
81.85,
82.19,
82.52,
82.87,
83.21,
83.54,
83.88,
84.23,
84.56,
84.9,
85.24,
85.58,
85.92,
86.26,
86.59,
86.93,
87.27,
87.62,
87.95,
88.3,
88.63,
88.97,
89.31,
89.65,
89.99,
90.33,
90.67,
91.01,
91.34,
91.68,
92.02,
92.36,
92.7,
93.06,
93.4,
93.73,
94.07,
94.41,
94.75,
95.09,
95.43,
95.77,
96.1,
96.44,
96.78,
97.12,
97.46,
97.8,
98.14,
98.48,
98.82,
99.16,
99.5,
99.83,
100.18,
100.51,
100.86,
101.19,
101.53,
101.86,
102.21,
102.55,
102.88,
103.22,
103.56,
103.9,
104.23,
104.58,
104.92,
105.25,
105.59,
105.93,
106.27,
106.61,
106.94,
107.29,
107.62,
107.96,
108.3,
108.64,
108.97,
109.32,
109.65,
109.99,
110.33,
110.67,
111.01,
111.34,
111.68,
112.02,
112.36,
112.7,
113.04,
113.38,
113.71,
114.06,
114.4,
114.73,
115.07,
115.41,
115.75,
116.08,
116.42,
116.76,
117.1,
117.44,
117.78,
118.11,
118.45,
118.79,
119.13,
119.47,
119.81,
120.15,
120.5,
120.84,
121.17,
121.51,
121.85,
122.19,
122.53,
122.87,
123.21,
123.55,
123.89,
124.22,
124.56,
124.9,
125.24,
125.58,
125.92,
126.25,
126.6,
126.93,
127.28,
127.62,
127.95,
128.3,
128.64,
128.97,
129.32,
129.65,
129.99,
130.33,
130.68,
131.02,
131.36,
131.7,
132.04,
132.38,
132.72,
133.05,
133.39,
133.73,
134.07,
134.41,
134.75,
135.08,
135.42,
135.76,
136.1,
136.44,
136.77,
137.11,
137.45,
137.79,
138.13,
138.47,
138.81,
139.15,
139.49,
139.83,
140.17,
140.51,
140.85,
141.19,
141.53,
141.86,
142.2,
142.54,
142.88,
143.22,
143.56,
143.9,
144.23,
144.57,
144.91,
145.25,
145.59,
145.93,
146.27,
146.61,
146.95,
147.29,
147.63,
147.97,
148.31,
148.65,
148.99,
149.33,
149.67,
150.01,
150.35,
150.69,
151.03,
151.36,
151.7,
152.04,
152.38,
152.72,
153.06,
153.4,
153.74,
154.08,
154.42,
154.76,
155.1,
155.44,
155.78,
156.12,
156.46,
156.8,
157.13,
157.47,
157.81,
158.15,
158.49,
158.83,
159.16,
159.5,
159.84,
160.18,
160.52,
160.86,
161.2,
161.54,
161.88,
162.22,
162.56,
162.9,
163.24,
163.58,
163.92,
164.26,
164.6,
164.94,
165.28,
165.62,
165.96,
166.3,
166.65,
166.99,
167.33,
167.67,
168.01,
168.35,
168.69,
169.03,
169.37,
169.71,
170.05,
170.39,
170.73,
171.07,
171.41,
171.75,
172.09,
172.43,
172.77,
173.11,
173.44,
173.78,
174.12,
174.46,
174.8,
175.14,
175.48,
175.82,
176.16,
176.5,
176.84,
177.18,
177.52,
177.86,
178.2,
178.54,
178.88,
179.22,
179.56,
179.9,
180.24,
180.58,
180.92,
181.26,
181.6,
181.93,
182.28,
182.62,
182.95,
183.29,
183.63,
183.97,
184.31,
184.65,
184.99,
185.34,
185.68,
186.02,
186.36,
186.7,
187.04,
187.38,
187.72,
188.07,
188.41,
188.75,
189.09,
189.43,
189.77,
190.11,
190.45,
190.79,
191.13,
191.47,
191.81,
192.15,
192.49,
192.83,
193.17,
193.51,
193.85,
194.19,
194.53,
194.87,
195.21,
195.55,
195.89,
196.23,
196.57,
196.91,
197.25,
197.59,
197.94,
198.28,
198.62,
198.96,
199.3,
199.64,
199.98,
200.32,
200.66,
201.0,
201.34,
201.68,
202.02,
202.36,
202.7,
203.04,
203.38,
203.72,
204.06,
204.4,
204.74,
205.08,
205.42,
205.76,
206.1,
206.44,
206.78,
207.12,
207.46,
207.8,
208.13,
208.47,
208.81,
209.15,
209.49,
209.83,
210.17,
210.51,
210.85,
211.19,
211.53,
211.86,
212.2,
212.54,
212.88,
213.22,
213.56,
213.9,
214.24,
214.58,
214.92,
215.26,
215.6,
215.94,
216.28,
216.62,
216.96,
217.3,
217.64,
217.98,
218.32,
218.65,
218.99,
219.33,
219.67,
220.01,
220.35,
220.69,
221.03,
221.37,
221.71,
222.05,
222.39,
222.73,
223.07,
223.41,
223.75,
224.09,
224.42,
224.76,
225.1,
225.44,
225.78,
226.12,
226.46,
226.8,
227.14,
227.48,
227.82,
228.16,
228.49,
228.83,
229.17,
229.51,
229.85,
230.19,
230.53,
230.87,
231.21,
231.55,
231.89,
232.23,
232.57,
232.91,
233.24,
233.58,
233.92,
234.26,
234.6,
234.94,
235.28,
235.62,
235.96,
236.29,
236.63,
236.97,
237.31,
237.65,
237.99,
238.33,
238.67,
239.01,
239.35,
239.69,
240.03,
240.37,
240.71,
241.04,
241.38,
241.72,
242.06,
242.4,
242.74,
243.08,
243.42,
243.76,
244.1,
244.44,
244.77,
245.11,
245.45,
245.79,
246.13,
246.47,
246.81,
247.15,
247.49,
247.83,
248.17,
248.51,
248.85,
249.19,
249.53,
249.87,
250.21,
250.54,
250.88,
251.22,
251.56,
251.9,
252.24,
252.58,
252.92,
253.26,
253.61,
253.94,
254.28,
254.62,
254.96,
255.3,
255.64,
255.98,
256.32,
256.66,
256.99,
257.33,
257.67,
258.01,
258.35,
258.69,
259.03,
259.37,
259.71,
260.05,
260.39,
260.73,
261.07,
261.41,
261.75,
262.09,
262.43,
262.77,
263.1,
263.44,
263.78,
264.12,
264.46,
264.8,
265.14,
265.48,
265.82,
266.16,
266.5,
266.84,
267.18,
267.52,
267.86,
268.2,
268.54,
268.88,
269.22,
269.56,
269.9,
270.24,
270.58,
270.92,
271.26,
271.6,
271.94,
272.28,
272.62,
272.96,
273.3,
273.64,
273.97,
274.31,
274.65,
274.99,
275.33,
275.67,
276.01,
276.35,
276.69,
277.03,
277.37,
277.71,
278.05,
278.39,
278.72,
279.06,
279.4,
279.74,
280.08,
280.43,
280.77,
281.11,
281.45,
281.79,
282.13,
282.47,
282.8,
283.14,
283.48,
283.82,
284.16,
284.5,
284.84,
285.18,
285.52,
285.86,
286.2,
286.54,
286.88,
287.22,
287.56,
287.9,
288.24,
288.58,
288.92,
289.26,
289.6,
289.94,
290.27,
290.61,
290.95,
291.29,
291.63,
291.97,
292.31,
292.65,
292.99,
293.33,
293.67,
294.01,
294.35,
294.69,
295.03,
295.37,
295.71,
296.05,
296.39,
296.73,
297.07,
297.41,
297.75,
298.09,
298.43,
298.77,
299.11,
299.45,
299.79,
300.13,
300.47,
300.81,
301.15,
301.48,
301.82,
302.16,
302.5,
302.84,
303.18,
303.51,
303.85,
304.19,
304.53,
304.87,
305.21,
305.55,
305.89,
306.23,
306.57,
306.91,
307.25,
307.59,
307.92,
308.26,
308.6,
308.94,
309.28,
309.62,
309.96,
310.3,
310.64,
310.98,
311.32,
311.66,
312.0,
312.34,
312.68,
313.02,
313.36,
313.7,
314.04,
314.38,
314.72,
315.06,
315.4,
315.74,
316.08,
316.42,
316.76,
317.1,
317.44,
317.78,
318.12,
318.46,
318.8,
319.14,
319.48,
319.82,
320.16,
320.5,
320.84,
321.18,
321.52,
321.86,
322.2,
322.54,
322.88,
323.22,
323.56,
323.9,
324.23,
324.57,
324.91,
325.25,
325.59,
325.93,
326.27,
326.61,
326.95,
327.29,
327.63,
327.97,
328.31,
328.65,
328.99,
329.33,
329.67,
330.01,
330.35,
330.69,
331.03,
331.37,
331.71,
332.05,
332.39,
332.74,
333.08,
333.42,
333.76,
334.09,
334.43,
334.77,
335.11,
335.45,
335.79,
336.13,
336.47,
336.81,
337.15,
337.49,
337.83,
338.17,
338.51,
338.85,
339.19,
339.53,
339.87,
340.21,
340.55,
340.89,
341.23,
341.57,
341.91,
342.25,
342.59,
342.93,
343.27,
343.61,
343.95,
344.3,
344.64,
344.97,
345.32,
345.66,
346.0,
346.34,
346.68,
347.02,
347.36,
347.7,
348.04,
348.38,
348.71,
349.05,
349.4,
349.74,
350.08,
350.41,
350.75,
351.1,
351.43,
351.78,
352.11,
352.45,
352.79,
353.13,
353.47,
353.81,
354.15,
354.49,
354.83,
355.17,
355.51,
355.85,
356.19,
356.53,
356.87,
357.21,
357.55,
357.89,
358.23,
358.57,
358.91,
359.25,
359.59,
359.92,
360.26,
360.6,
360.94,
361.28,
361.62,
361.96,
362.3,
362.64,
362.97,
363.31,
363.65,
363.99,
364.33,
364.67,
365.01,
365.35,
365.69,
366.03,
366.37,
366.71,
367.04,
367.38,
367.72,
368.06,
368.4,
368.74,
369.08,
369.42,
369.76,
370.1,
370.44,
370.78,
371.12,
371.46,
371.8,
372.14,
372.48,
372.82,
373.16,
373.5,
373.84,
374.18,
374.52,
374.86,
375.2,
375.54,
375.88,
376.22,
376.56,
376.9,
377.24,
377.58,
377.92,
378.26,
378.6,
378.94,
379.28,
379.62,
379.96,
380.3,
380.64,
380.98,
381.32,
381.66,
382.0,
382.34,
382.68,
383.01,
383.35,
383.69,
384.03,
384.37,
384.71,
385.05,
385.39,
385.73,
386.07,
386.41,
386.75,
387.09,
387.43,
387.77,
388.11,
388.45,
388.79,
389.13,
389.47,
389.81,
390.15,
390.49,
390.83,
391.17,
391.51,
391.85,
392.19,
392.53,
392.87,
393.21,
393.54,
393.88,
394.22,
394.56,
394.9,
395.24,
395.58,
395.92,
396.26,
396.6,
396.94,
397.27,
397.61,
397.95,
398.29,
398.63,
398.97,
399.31,
399.65,
399.99,
400.33,
400.67,
401.01,
401.35,
401.68,
402.03,
402.37,
402.71,
403.05,
403.39,
403.73,
404.07,
404.41,
404.75,
405.09,
405.43,
405.77,
406.11,
406.45,
406.79,
407.13,
407.47,
407.81,
408.15,
408.49,
408.83,
409.17,
409.51,
409.85,
410.18,
410.52,
410.86,
411.2,
411.54,
411.88,
412.22,
412.56,
412.9,
413.24,
413.58,
413.92,
414.26,
414.6,
414.94,
415.28,
415.62,
415.96,
416.3,
416.64,
416.98,
417.32,
417.66,
418.0,
418.34,
418.68,
419.02,
419.37,
419.7,
420.04,
420.38,
420.72,
421.06,
421.4,
421.74,
422.08,
422.42,
422.76,
423.1,
423.44,
423.78,
424.13,
424.46,
424.8,
425.15,
425.48,
425.82,
426.16,
426.51,
426.85,
427.19,
427.53,
427.87,
428.21,
428.55,
428.89,
429.23,
429.57,
429.91,
430.25,
430.59,
430.92,
431.26,
431.6,
431.94,
432.28,
432.62,
432.96,
433.3,
433.64,
433.98,
434.32,
434.66,
435.0,
435.33,
435.68,
436.02,
436.35,
436.69,
437.03,
437.37,
437.71,
438.05,
438.39,
438.73,
439.07,
