time+,total-runtime
0.47,4963.69
0.81,
1.15,
1.49,
1.8199999999999998,
2.17,
2.51,
2.85,
3.19,
3.52,
3.87,
4.2,
4.54,
4.88,
5.22,
5.5600000000000005,
5.9,
6.25,
6.59,
6.93,
7.27,
7.61,
7.95,
8.3,
8.64,
8.98,
9.31,
9.66,
10.0,
10.34,
10.68,
11.02,
11.37,
11.7,
12.04,
12.38,
12.72,
13.06,
13.41,
13.74,
14.08,
14.43,
14.77,
15.11,
15.45,
15.79,
16.13,
16.47,
16.81,
17.14,
17.48,
17.82,
18.16,
18.5,
18.84,
19.18,
19.51,
19.85,
20.19,
20.53,
20.87,
21.21,
21.55,
21.89,
22.23,
22.57,
22.91,
23.25,
23.59,
23.92,
24.26,
24.6,
24.94,
25.28,
25.62,
25.96,
26.3,
26.64,
26.98,
27.32,
27.66,
28.0,
28.34,
28.68,
29.02,
29.36,
29.7,
30.04,
30.38,
30.72,
31.06,
31.4,
31.74,
32.08,
32.42,
32.76,
33.1,
33.44,
33.78,
34.13,
34.47,
34.81,
35.15,
35.49,
35.83,
36.17,
36.52,
36.86,
37.2,
37.54,
37.88,
38.22,
38.56,
38.9,
39.24,
39.58,
39.92,
40.26,
40.6,
40.94,
41.28,
41.62,
41.96,
42.3,
42.64,
42.99,
43.33,
43.67,
44.01,
44.35,
44.69,
45.03,
45.37,
45.71,
46.05,
46.39,
46.73,
47.07,
47.41,
47.75,
48.09,
48.43,
48.77,
49.11,
49.45,
49.79,
50.13,
50.48,
50.82,
51.16,
51.5,
51.84,
52.18,
52.52,
52.86,
53.2,
53.54,
53.88,
54.22,
54.56,
54.9,
55.24,
55.58,
55.92,
56.28,
56.61,
56.95,
57.29,
57.64,
57.98,
58.32,
58.66,
59.0,
59.34,
59.68,
60.02,
60.37,
60.71,
61.05,
61.39,
61.73,
62.07,
62.42,
62.76,
63.09,
63.43,
63.77,
64.11,
64.46,
64.79,
65.14,
65.48,
65.81,
66.16,
66.49,
66.84,
67.18,
67.52,
67.85,
68.2,
68.54,
68.88,
69.21,
69.56,
69.89,
70.24,
70.57,
70.92,
71.26,
71.6,
71.94,
72.28,
72.62,
72.96,
73.3,
73.64,
73.98,
74.32,
74.66,
75.0,
75.35,
75.69,
76.03,
76.37,
76.71,
77.05,
77.39,
77.74,
78.08,
78.41,
78.76,
79.11,
79.44,
79.78,
80.12,
80.46,
80.8,
81.14,
81.49,
81.83,
82.17,
82.51,
82.85,
83.19,
83.53,
83.88,
84.22,
84.55,
84.89,
85.24,
85.58,
85.92,
86.25,
86.59,
86.94,
87.27,
87.61,
87.96,
88.3,
88.63,
88.97,
89.32,
89.66,
90.0,
90.34,
90.67,
91.01,
91.36,
91.69,
92.04,
92.38,
92.72,
93.06,
93.39,
93.74,
94.08,
94.43,
94.76,
95.1,
95.44,
95.79,
96.13,
96.47,
96.8,
97.15,
97.48,
97.83,
98.17,
98.5,
98.85,
99.18,
99.52,
99.86,
100.2,
100.54,
100.88,
101.22,
101.56,
101.9,
102.24,
102.58,
102.92,
103.26,
103.6,
103.94,
104.28,
104.62,
104.96,
105.3,
105.64,
105.98,
106.32,
106.65,
106.99,
107.33,
107.67,
108.01,
108.35,
108.69,
109.03,
109.37,
109.7,
110.04,
110.38,
110.72,
111.06,
111.4,
111.74,
112.08,
112.42,
112.75,
113.09,
113.43,
113.77,
114.11,
114.45,
114.79,
115.13,
115.47,
115.81,
116.14,
116.48,
116.82,
117.16,
117.5,
117.84,
118.18,
118.52,
118.86,
119.2,
119.54,
119.88,
120.22,
120.56,
120.9,
121.24,
121.58,
121.92,
122.26,
122.6,
122.94,
123.28,
123.62,
123.96,
124.3,
124.64,
124.97,
125.31,
125.65,
125.99,
126.33,
126.67,
127.01,
127.56,
127.9,
128.24,
128.57,
128.91,
129.25,
129.59,
129.93,
130.27,
130.61,
130.95,
131.29,
131.63,
131.97,
132.31,
132.65,
132.99,
133.33,
133.67,
134.01,
134.35,
134.69,
135.03,
135.36,
135.7,
136.04,
136.38,
136.72,
137.07,
137.41,
137.74,
138.08,
138.42,
138.76,
139.1,
139.44,
139.78,
140.12,
140.46,
140.8,
141.14,
141.48,
141.82,
142.16,
142.5,
142.84,
143.18,
143.52,
143.86,
144.2,
144.54,
144.88,
145.22,
145.56,
145.9,
146.24,
146.58,
146.93,
147.27,
147.61,
147.95,
148.29,
148.63,
148.97,
149.31,
149.65,
149.99,
150.33,
150.67,
151.01,
151.35,
151.69,
152.03,
152.37,
152.71,
153.05,
153.39,
153.73,
154.07,
154.41,
154.75,
155.09,
155.43,
155.77,
156.11,
156.45,
156.79,
157.13,
157.47,
157.81,
158.15,
158.49,
158.83,
159.17,
159.51,
159.85,
160.19,
160.53,
160.87,
161.21,
161.55,
161.89,
162.23,
162.57,
162.91,
163.25,
163.59,
163.93,
164.27,
164.61,
164.95,
165.29,
165.63,
165.97,
166.31,
166.65,
166.99,
167.33,
167.67,
168.01,
168.35,
168.69,
169.03,
169.37,
169.71,
170.05,
170.39,
170.73,
171.07,
171.41,
171.75,
172.09,
172.43,
172.77,
173.11,
173.45,
173.79,
174.13,
174.47,
174.81,
175.15,
175.49,
175.83,
176.17,
176.51,
176.85,
177.19,
177.53,
177.87,
178.21,
178.56,
178.9,
179.24,
179.58,
179.92,
180.26,
180.6,
180.94,
181.28,
181.62,
181.96,
182.3,
182.64,
182.98,
183.32,
183.66,
184.0,
184.34,
184.68,
185.02,
185.36,
185.7,
186.04,
186.38,
186.72,
187.06,
187.4,
187.74,
188.08,
188.42,
188.76,
