,,,,,,,,,,gridsize,nDroplets,congestion,,,,,,,,,,,,,,gridsize,nDroplets,congestion,,,,,,,,,,,,,,gridsize,nDroplets,congestion,
,,,,,,,,,,50,9,0.0036,,,,,,,,,,,,,,76,21,0.003635734072,,,,,,,,,,,,,,96,33,0.003580729167,
Id,Label,timeset,group,calls,time,memory_in,memory_out,,,,,,,,,Id,Label,timeset,group,calls,time,memory_in,memory_out,,,,,,,,,Id,Label,timeset,group,calls,time,memory_in,memory_out,,,,,,
Lab.Gridpoint.Set_Potential,Lab.Gridpoint.Set_Potential,,Lab,478130,0.511574,0,0,,,,,,,,,AStar.<genexpr>,AStar.<genexpr>,,AStar,78196,0.748506,0,0,,,,,,,,,matplotlib.contour.<module>,matplotlib.contour.<module>,,matplotlib,1,1.020782,0,0,,,,,,
sre_compile._optimize_charset,sre_compile._optimize_charset,,sre_compile,300,0.440924,0,0,,,,,,,,,matplotlib.docstring._ArtistPropertiesSubstitution.__call__,matplotlib.docstring._ArtistPropertiesSubstitution.__call__,,matplotlib,230,0.69894,0,0,,,,,,,,,pyparsing.helpers.<module>,pyparsing.helpers.<module>,,pyparsing,1,1.001398,0,0,,,,,,
inspect.Parameter.__init__,inspect.Parameter.__init__,,inspect,23462,0.411607,0,0,,,,,,,,,ExtensionFileLoader.exec_module,ExtensionFileLoader.exec_module,,ExtensionFileLoader,68,0.674627,0,0,,,,,,,,,matplotlib.artist.ArtistInspector.__init__,matplotlib.artist.ArtistInspector.__init__,,matplotlib,216,0.964959,0,0,,,,,,
numpy.<module>,numpy.<module>,,numpy,1,0.394477,0,0,,,,,,,,,matplotlib.widgets.<module>,matplotlib.widgets.<module>,,matplotlib,1,0.665563,0,0,,,,,,,,,matplotlib.artist.ArtistInspector.get_aliases,matplotlib.artist.ArtistInspector.get_aliases,,matplotlib,216,0.961317,0,0,,,,,,
AStar.Single_Route_With_Time,AStar.Single_Route_With_Time,,AStar,19,0.381072,0,0,,,,,,,,,Scheduler.<listcomp>,Scheduler.<listcomp>,,Scheduler,9178,0.659463,0,0,,,,,,,,,inspect.cleandoc,inspect.cleandoc,,inspect,32046,0.939318,0,0,,,,,,
inspect.Signature.__init__,inspect.Signature.__init__,,inspect,8838,0.358476,0,0,,,,,,,,,matplotlib.patches.<module>,matplotlib.patches.<module>,,matplotlib,1,0.653887,0,0,,,,,,,,,matplotlib.backend_bases.<module>,matplotlib.backend_bases.<module>,,matplotlib,1,0.828129,0,0,,,,,,
mpl_toolkits.mplot3d.art3d.<module>,mpl_toolkits.mplot3d.art3d.<module>,,mpl_toolkits,1,0.336089,0,0,,,,,,,,,mpl_toolkits.mplot3d.<module>,mpl_toolkits.mplot3d.<module>,,mpl_toolkits,1,0.610343,0,0,,,,,,,,,matplotlib.collections.<module>,matplotlib.collections.<module>,,matplotlib,1,0.823434,0,0,,,,,,
Lab.Droplet.Move,Lab.Droplet.Move,,Lab,526,0.333888,0,0,,,,,,,,,mpl_toolkits.mplot3d.axes3d.<module>,mpl_toolkits.mplot3d.axes3d.<module>,,mpl_toolkits,1,0.608872,0,0,,,,,,,,,sre_compile._code,sre_compile._code,,sre_compile,246,0.790455,0,0,,,,,,
re.search,re.search,,re,5185,0.298337,0,0,,,,,,,,,Lab.Droplet.Update_Gridpoints,Lab.Droplet.Update_Gridpoints,,Lab,1355,0.592779,0,0,,,,,,,,,matplotlib.docstring._ArtistPropertiesSubstitution.__call__,matplotlib.docstring._ArtistPropertiesSubstitution.__call__,,matplotlib,230,0.69952,0,0,,,,,,
pandas.core.api.<module>,pandas.core.api.<module>,,pandas,1,0.297,0,0,,,,,,,,,Scheduler.Scheduler.Generate_Active_Gridpoints,Scheduler.Scheduler.Generate_Active_Gridpoints,,Scheduler,2085,0.587025,0,0,,,,,,,,,AStar.Get_Score,AStar.Get_Score,,AStar,460074,0.683734,0,0,,,,,,
