1.27,119800
2.55,127308
3.82,128076
5.09,129100
6.35,129868
7.63,138056
8.89,138056
10.16,138056
11.43,138056
12.7,142244
13.96,142508
15.23,142508
16.5,142508
17.78,148508
19.05,148508
20.32,148508
21.59,148508
22.86,153292
24.13,153292
25.4,153556
26.67,153176
27.93,153176
29.2,153176
30.47,153176
31.74,155512
33.01,159600
34.27,159600
35.55,164840
36.82,165104
38.08,165104
39.35,164924
40.62,164924
41.89,164924
43.16,164924
44.43,164924
45.7,164924
46.97,164924
48.24,164924
49.51,164924
50.78,164924
52.05,165184
53.31,165184
54.58,165184
55.85,166808
57.12,166808
58.39,166808
59.65,166808
60.93,173564
62.2,173564
63.47,173412
64.74,173412
66.0,173412
67.27,173412
68.54,173412
69.81,173412
71.08,173412
72.35,173412
73.62,171292
74.89,171292
76.16,171292
77.42,171552
78.69,171552
79.96,171552
81.23,171552
82.5,171552
83.77,170156
85.05,169904
86.31,169904
87.58,169904
88.85,169904
90.12,169904
91.39,169904
92.66,169904
93.92,170164
95.19,170164
96.46,170164
97.73,170164
99.0,170164
100.27,170164
101.54,170164
102.8,170164
104.07,170164
105.34,170164
106.61,170164
107.88,170164
109.15,170164
110.41,170164
111.68,170164
112.95,170164
114.23,170336
