1.25,126504
2.52,127272
3.79,128296
5.06,129320
6.33,131932
7.6,138020
8.87,138020
10.14,138020
11.41,139700
12.67,142208
13.94,142472
15.21,142472
16.47,147684
17.74,148472
19.01,148472
20.28,148472
21.55,148472
22.82,153256
24.09,153520
25.36,153140
26.63,153140
27.9,153140
29.17,153140
30.44,155476
31.7,159564
32.97,159564
34.24,164804
35.51,165068
36.78,165068
38.05,164888
39.31,164888
40.58,164888
41.85,164888
43.13,164888
44.41,164888
45.67,164888
46.94,164888
48.21,164888
49.48,164888
50.75,165148
52.02,165148
53.29,165208
54.56,166772
55.83,166772
57.1,166772
58.37,166772
59.63,171144
60.9,173528
62.17,173528
63.44,173376
64.71,173376
65.98,173376
67.25,173376
68.52,173376
69.78,173376
71.05,173376
72.32,171268
73.59,171268
74.86,171268
76.13,171528
77.4,171528
78.67,171528
79.94,171528
81.21,171528
82.48,170124
83.75,169868
85.02,169868
86.29,169868
87.56,169868
88.83,169868
90.1,169868
91.37,169868
92.63,170128
93.9,170128
95.17,170128
96.44,170128
97.71,170128
98.98,170128
100.25,170128
101.52,170128
102.79,170128
104.06,170128
105.33,170128
106.6,170128
107.87,170128
109.14,170128
110.41,170128
111.67,170128
112.94,170128
